Edad,Antiguedad_anios,Salario_mensual_COP,Horas_semanales,Distancia_trabajo_km,Satisfaccion_laboral,Balance_vida_trabajo,Anios_sin_ascenso,Trabajo_remoto,Horas_extra,Renuncia
25,7,3133892.64,37.69,13.45,5,4,0,0,0,0
19,1,1400000.00,40.81,51.22,2,1,8,0,0,1
48,28,7005780.40,37.79,36.23,5,5,3,1,0,0
40,13,2864175.43,48.69,18.79,3,4,0,1,1,0
46,28,9305460.47,30.00,63.79,2,5,10,1,0,0
51,19,4913810.27,43.13,32.63,3,1,0,0,1,1
57,2,3862303.58,39.44,53.86,2,1,2,0,0,1
49,6,2354910.86,46.44,23.55,2,2,6,0,1,1
54,15,2826085.85,38.45,13.08,1,3,7,1,0,1
21,3,2248921.77,36.86,12.99,2,3,6,1,1,0
36,5,3443780.16,46.23,20.23,3,5,2,1,1,0
38,12,2860064.49,31.20,46.00,4,4,4,0,0,0
38,20,3058010.24,44.55,56.58,2,1,10,1,0,1
43,25,7258296.42,31.61,9.25,3,3,0,0,0,0
57,27,6073535.88,50.16,19.33,3,5,9,1,0,0
64,9,2667832.14,35.85,25.65,1,2,2,0,0,1
24,6,3181507.46,50.66,44.18,5,2,6,1,1,1
49,26,5635504.95,47.10,63.43,5,2,5,0,1,0
43,22,3575687.82,32.06,58.60,1,1,7,0,0,1
56,9,6404505.91,30.09,15.92,1,3,9,0,0,1
61,16,4504999.58,49.32,54.89,5,4,10,1,0,0
39,17,4459362.18,40.26,18.03,5,1,4,0,0,0
20,2,1400000.00,33.86,24.99,2,1,8,1,1,1
23,5,1748602.19,40.00,48.72,3,5,7,0,1,0
62,29,6489259.92,49.26,54.02,4,2,1,0,0,0
26,8,2629084.75,40.44,13.24,1,3,8,1,0,1
62,8,3885602.81,37.14,33.07,4,3,3,0,1,1
52,9,1912808.39,35.68,28.71,2,4,7,1,0,0
57,24,4332373.74,46.92,37.31,5,5,10,0,0,0
45,1,2373872.58,46.69,45.29,4,4,2,0,1,1
34,16,5862694.87,44.50,61.83,1,4,9,0,0,1
49,26,6586902.70,53.42,35.42,4,4,3,0,0,0
30,10,3389006.44,37.31,59.44,3,2,0,1,1,1
27,9,2167307.15,48.69,44.50,5,3,6,0,0,0
56,5,1566272.00,33.33,1.56,4,1,6,1,1,1
54,15,5802132.42,31.43,45.22,4,5,0,0,0,0
45,10,2389624.35,41.77,64.86,1,5,5,1,0,1
26,8,2735548.63,38.39,23.25,4,3,9,1,0,0
64,2,4530449.50,30.23,5.52,4,4,3,0,1,0
49,13,3597580.56,41.02,18.83,2,3,4,0,1,1
62,15,1400000.00,34.47,41.13,3,2,5,0,1,1
44,9,3289379.28,42.23,58.62,5,1,2,0,1,1
29,11,3673443.40,37.78,55.90,4,3,7,1,0,0
43,6,3901841.90,31.81,47.48,4,2,4,0,1,1
60,24,4625019.80,57.69,8.06,5,2,0,0,0,0
39,10,2561604.09,38.04,3.86,3,3,4,0,0,0
41,0,1701908.17,35.34,33.03,5,2,10,1,1,1
27,9,3402588.64,35.63,10.86,1,3,1,0,1,0
33,15,1623408.24,42.44,24.49,5,1,8,1,0,1
39,6,1400000.00,42.03,45.11,5,4,1,1,0,0
60,9,1953522.80,44.30,9.90,3,4,2,1,1,1
63,28,5818546.34,44.82,61.23,4,2,6,0,1,1
54,14,6259266.98,43.27,33.39,1,1,4,0,0,1
23,5,3818747.73,45.27,63.56,4,5,4,0,0,0
52,10,2437326.64,47.39,4.06,4,5,0,0,0,0
19,1,2570986.11,42.67,26.86,4,2,9,0,1,1
20,1,1400000.00,41.93,17.01,5,1,4,1,1,0
27,9,3876950.02,39.56,51.31,5,5,1,0,1,1
57,7,2441495.68,44.08,10.54,5,3,7,0,0,0
59,22,4123610.81,43.20,52.69,5,5,3,1,1,0
44,26,6604654.37,34.45,16.36,5,5,2,0,0,0
58,24,7417926.19,40.42,43.69,1,2,0,0,0,1
29,11,3755567.31,45.58,61.52,2,1,6,1,0,1
58,6,1590990.64,39.74,39.50,1,2,7,1,1,1
65,27,8049267.52,30.00,9.69,5,2,3,0,0,0
37,19,3097397.25,52.74,52.36,5,5,4,1,0,0
55,28,4762266.85,47.93,32.70,1,1,0,1,1,1
51,2,2020959.05,32.30,46.47,5,2,6,0,1,1
34,14,3434597.47,55.14,57.81,2,2,8,1,1,1
41,23,4351167.24,49.91,62.09,5,5,1,0,0,0
39,1,1400000.00,44.90,10.69,3,2,6,0,1,1
55,12,2783336.52,47.13,36.47,1,3,10,0,1,1
50,14,2810988.05,50.58,56.62,1,1,0,1,1,1
36,18,4537947.77,40.80,59.05,3,1,10,1,0,1
57,24,4561702.98,56.70,46.01,4,5,4,0,0,1
52,9,4354814.55,51.85,17.44,1,1,7,1,1,1
27,9,4155485.48,43.97,63.61,3,4,0,0,0,0
59,29,5400008.82,50.79,27.55,5,4,3,1,0,0
42,10,2082957.98,42.22,22.29,4,4,1,1,0,0
43,25,4987454.44,40.47,14.61,5,3,0,0,0,0
58,0,3836629.98,38.84,44.39,2,2,9,1,0,1
28,10,4262659.67,46.78,24.05,3,3,1,0,1,1
20,2,1400000.00,31.67,60.28,5,4,1,1,0,0
62,23,4660265.52,33.45,63.71,5,4,5,0,1,0
33,8,2419327.63,47.34,64.45,3,4,1,0,0,1
42,22,4311257.50,48.15,26.78,2,5,1,0,1,0
26,8,2898817.80,41.42,54.75,3,3,4,1,0,0
63,26,7010694.67,47.68,32.19,2,2,7,0,1,1
49,8,1963817.25,39.79,8.16,2,3,10,1,1,1
19,1,2652747.84,51.22,7.36,3,1,7,1,0,1
37,4,2264334.88,30.00,49.03,4,2,9,1,0,0
62,4,3417586.20,36.96,55.72,3,4,4,1,0,1
33,4,2109363.49,37.61,39.62,2,4,0,1,0,0
43,9,2108573.91,46.75,4.62,3,3,0,0,1,1
53,5,2642034.48,35.61,57.97,3,1,3,0,1,1
34,14,4364795.56,32.13,58.64,1,3,9,0,1,1
21,3,1849147.63,50.53,39.24,5,4,1,1,1,0
55,8,4013295.55,37.15,63.69,5,3,3,1,0,0
46,24,4692017.21,50.37,45.88,5,2,0,1,0,0
22,4,1400000.00,50.94,17.10,4,2,3,1,1,1
19,1,1400000.00,37.59,10.83,5,4,6,1,0,0
40,21,4229762.04,41.77,55.35,5,1,7,1,1,0
42,23,5452650.63,41.55,33.96,4,1,7,0,1,1
38,11,3185718.20,42.63,25.17,3,3,1,1,0,0
36,7,2960411.28,49.47,54.37,4,1,0,1,1,1
24,6,3733809.63,45.00,40.44,1,3,2,0,1,1
63,20,4093988.44,33.40,35.70,5,2,7,0,1,0
28,2,1400000.00,51.00,60.53,5,5,3,0,1,0
50,13,3301656.72,42.75,31.36,1,1,6,1,1,1
27,9,4062456.66,39.54,3.66,4,5,7,1,1,0
38,4,3715949.06,47.90,19.83,3,5,2,0,1,0
49,1,3892924.09,44.58,23.22,3,1,10,1,1,1
61,9,3543995.43,30.23,15.48,3,4,3,0,0,0
30,12,3047780.60,52.85,23.14,2,5,5,1,1,0
62,0,1400000.00,39.55,30.04,5,1,9,0,1,1
19,1,2195106.16,50.90,3.20,4,1,10,0,0,1
24,6,3039578.11,43.79,4.48,5,3,7,0,0,0
34,10,2864453.47,49.77,47.88,4,4,9,0,1,1
24,6,2812432.18,41.15,41.30,2,2,3,1,1,1
64,2,2612755.89,44.48,4.77,2,1,1,1,0,1
33,15,3661548.70,44.63,63.98,1,4,9,0,0,1
64,19,4642122.61,40.05,2.89,4,1,10,1,1,1
48,25,5647187.18,30.00,63.61,4,5,6,0,0,0
48,21,2550455.57,50.34,8.64,5,2,5,1,0,0
33,15,5843213.90,44.80,21.84,3,2,1,1,1,0
34,15,2799663.80,30.00,57.39,3,1,3,1,1,1
36,18,5149713.19,43.31,35.52,5,1,1,0,0,0
53,21,4665687.08,49.76,3.63,3,1,9,0,0,1
22,4,1400000.00,45.66,64.82,5,5,1,1,0,0
29,9,2205689.86,40.66,34.56,1,4,6,0,0,1
29,11,5187450.01,45.68,14.10,1,3,4,0,0,0
25,1,2233739.56,46.51,34.19,2,3,3,0,1,1
26,8,2224510.93,35.18,25.05,3,2,8,0,0,0
62,14,4885158.75,49.61,46.71,5,5,1,0,1,1
25,6,3466619.42,48.22,27.80,2,3,10,0,0,1
28,8,2618659.61,42.24,14.32,1,1,10,0,0,0
23,1,1400000.00,30.69,29.44,4,2,0,0,0,0
26,8,3319843.28,56.51,51.97,5,4,10,0,0,0
43,0,1677213.58,50.15,46.68,1,5,4,1,1,1
52,16,4484186.34,53.85,36.77,5,3,3,1,1,0
25,7,3009774.08,49.08,7.42,4,1,1,0,0,0
64,11,3853040.96,49.21,37.57,4,4,6,1,0,0
51,11,3846892.80,40.30,30.63,2,2,7,1,1,1
47,3,2227829.20,48.35,47.01,3,5,3,1,1,1
54,28,7103976.61,45.19,20.10,1,2,5,0,1,1
43,6,2115432.22,52.38,51.04,5,4,7,1,0,0
37,1,2994589.01,44.20,13.15,1,4,2,1,1,1
52,10,3835229.25,35.52,59.65,2,5,3,0,1,1
41,21,6618621.23,42.17,6.37,2,4,5,1,0,0
49,22,5227539.27,32.79,22.08,1,4,8,0,1,0
27,7,2802919.88,38.71,23.45,2,4,6,0,0,0
33,15,5496698.91,36.93,62.06,2,4,7,1,1,0
37,10,4938371.76,49.61,55.53,3,2,1,1,0,1
31,12,5440802.69,50.84,51.39,2,2,10,0,0,1
38,6,3484140.58,51.18,14.00,5,3,6,1,1,0
59,28,5944547.41,48.10,46.38,5,5,1,1,0,0
39,5,4008513.77,37.56,62.13,5,3,8,1,1,0
65,28,7398032.72,36.54,43.11,2,5,0,1,1,0
35,15,2498026.33,42.74,29.25,5,5,10,0,0,0
58,26,6729190.09,35.94,62.81,4,1,0,1,1,0
51,14,5240507.96,40.78,22.73,5,3,7,0,1,0
47,29,8641405.07,30.00,45.40,2,1,0,0,1,0
30,12,4507892.15,45.15,19.96,4,5,5,1,0,0
61,12,4789232.28,43.02,37.83,3,2,4,1,0,1
59,15,4822592.34,41.88,22.30,2,1,9,0,0,1
58,0,1466745.39,52.33,58.33,4,4,5,1,1,1
46,11,3833242.41,47.78,0.82,4,3,5,1,0,0
47,14,4503865.12,44.56,29.06,3,2,3,0,0,1
21,3,1438887.66,40.84,11.36,3,2,0,0,0,0
34,7,1400000.00,34.50,27.96,3,5,10,1,1,0
22,4,1400000.00,43.48,24.09,3,4,2,1,1,0
44,12,3189213.10,30.00,53.49,2,1,2,1,1,1
26,0,3889169.10,39.96,13.74,3,2,5,1,1,1
23,5,1400000.00,37.65,44.72,3,1,0,0,0,1
59,11,4768113.48,45.02,35.73,2,2,0,0,0,1
26,8,2602382.89,45.77,13.64,1,5,10,0,1,1
37,1,2221451.68,52.93,20.47,2,3,0,1,0,1
47,20,2743517.58,43.36,61.32,2,5,1,1,0,0
56,26,5242770.85,32.86,0.90,4,1,3,0,0,0
19,1,1400000.00,30.79,11.49,5,5,7,1,1,0
46,1,1400000.00,46.38,8.18,4,5,3,1,0,0
25,7,1470853.35,53.91,17.62,4,2,8,0,1,1
36,11,2799168.24,46.82,41.22,3,2,6,0,1,1
59,16,4322653.06,40.64,62.66,2,5,0,0,1,1
61,29,6630856.52,32.11,47.01,4,1,3,1,1,0
24,6,1459281.35,49.73,8.07,1,1,1,0,1,1
25,7,3088267.23,33.18,48.57,2,1,10,1,1,1
59,29,5470444.37,38.75,13.46,4,1,7,0,0,0
29,11,4174185.46,39.15,6.31,5,5,1,1,0,0
40,22,4543493.59,49.99,21.36,4,1,0,1,0,0
35,3,1800784.55,46.02,51.12,4,1,10,1,1,1
21,3,2603193.87,47.13,45.47,3,5,4,1,1,0
58,10,4121820.65,47.57,60.66,3,5,6,0,0,1
65,16,3333510.60,45.27,51.03,5,4,3,1,0,1
59,29,7454155.75,30.56,50.79,4,4,5,0,0,0
65,8,3012097.41,57.82,28.66,3,5,1,1,0,1
47,6,3072864.62,31.44,50.45,1,1,1,0,1,1
56,30,7445977.54,53.04,47.52,5,5,10,1,0,0
65,0,1400000.00,34.31,2.16,5,3,10,0,0,0
58,19,4920468.74,37.65,52.08,1,4,6,0,1,1
31,13,3536865.37,43.91,28.20,1,2,7,1,0,1
21,3,2796288.09,40.08,51.12,2,2,8,0,0,1
40,18,3947672.05,43.41,13.75,5,5,10,1,0,0
54,10,2536746.62,42.12,7.14,5,1,5,1,0,0
47,26,5530073.11,32.06,47.48,3,3,3,0,1,0
62,27,5174982.08,52.90,17.35,4,3,1,0,1,0
26,8,4188731.27,36.45,21.76,4,1,5,1,1,0
32,1,2709271.20,46.37,2.19,3,4,7,1,0,0
35,16,3770591.51,44.48,64.57,4,2,9,0,0,1
52,28,5891457.10,38.26,63.93,5,1,9,1,1,0
48,24,4874885.98,40.19,63.43,3,1,1,1,0,0
42,12,5313248.19,36.83,37.37,3,2,4,0,0,0
21,3,1772538.26,42.14,34.22,2,5,0,1,1,0
52,14,2820653.29,52.23,22.95,4,4,3,0,0,0
33,15,3410193.18,42.34,24.22,1,2,4,1,0,1
22,0,3152284.46,41.26,55.11,1,2,3,0,1,1
42,11,3780298.88,42.05,7.93,5,2,3,1,0,0
62,14,3839645.72,41.73,21.17,5,2,9,0,0,0
54,18,4999838.90,45.52,28.77,5,5,3,1,0,0
65,10,4547773.85,40.34,60.54,3,3,0,0,0,0
23,5,2003187.62,56.24,57.69,4,2,10,1,0,1
29,11,1925985.90,37.95,37.82,5,5,7,0,0,0
49,2,3090785.40,34.05,16.92,5,3,1,1,0,0
27,9,4094987.78,50.33,19.19,5,1,10,1,1,1
28,10,3969541.16,33.24,24.32,5,4,0,0,0,0
46,27,5640380.12,36.06,15.14,5,2,3,1,0,0
21,3,1400000.00,34.56,30.67,3,2,2,0,0,0
63,28,7593261.51,43.40,18.57,1,1,10,0,0,1
41,15,3810329.83,40.46,44.34,2,3,5,1,1,1
64,6,2795128.20,41.85,28.51,4,5,6,0,1,1
62,22,5035279.89,45.36,10.16,5,2,4,0,1,1
60,14,3516251.68,46.65,20.55,4,4,0,1,1,0
61,21,5412940.41,41.55,11.30,1,1,8,0,1,1
34,16,3508179.96,30.00,62.38,3,1,4,0,0,0
51,1,4196997.25,39.50,56.55,3,2,4,1,1,1
51,7,1400000.00,34.49,49.19,1,3,7,0,0,0
50,3,2303289.99,42.50,0.91,1,3,10,1,1,1
32,14,3332139.51,35.03,43.33,4,2,8,1,1,1
54,25,7393175.94,36.47,63.95,1,2,7,1,0,1
41,23,5782594.66,44.32,28.02,5,3,5,0,1,0
52,22,4873592.85,37.76,49.40,1,3,3,0,0,1
42,24,4686734.75,50.69,6.27,5,1,2,1,0,0
41,23,5901080.91,46.33,31.22,5,3,4,1,0,0
51,18,7351906.27,42.57,11.22,3,2,8,1,0,0
52,14,4881204.01,59.41,62.88,4,4,4,1,0,1
36,18,4675990.82,46.23,40.86,3,3,10,0,0,0
24,6,2584166.55,39.39,32.02,4,1,4,1,0,0
64,8,4281493.35,38.32,37.67,4,4,1,0,0,0
53,7,3676533.02,38.56,50.74,3,5,7,1,0,0
44,4,3204108.66,38.48,16.70,4,2,1,0,0,0
35,6,1400000.00,40.06,34.19,5,2,4,1,1,0
44,26,4735460.18,49.18,58.76,5,1,7,0,0,0
42,4,2493526.27,35.68,42.61,2,3,7,1,0,1
64,9,2245439.84,30.00,44.60,5,3,9,1,0,0
21,3,1999806.49,39.39,26.65,4,1,2,0,0,0
41,12,2535209.96,39.38,35.39,2,5,10,0,1,1
30,2,2582941.46,34.38,32.98,3,3,1,1,1,0
26,8,2343624.60,42.05,28.96,4,4,8,0,1,0
37,11,4913127.80,50.92,50.13,3,4,10,1,1,1
21,3,3383579.38,40.02,45.92,4,3,3,0,0,0
35,14,4863812.98,53.87,25.15,1,5,8,0,1,1
24,6,3541513.64,34.36,22.23,1,3,5,0,0,0
39,21,7689520.59,46.95,15.67,3,3,2,0,1,0
29,11,2883516.41,34.00,26.80,1,1,7,1,1,1
56,2,2792965.64,42.24,6.32,4,3,7,1,1,1
32,14,3610745.43,48.62,21.30,3,3,3,0,1,0
51,23,5052670.97,40.21,5.26,5,3,1,1,1,0
26,8,3600382.44,46.75,12.82,1,2,2,0,1,1
19,1,1733827.28,50.22,34.75,3,2,7,0,0,1
32,5,2960219.32,42.17,53.28,1,1,2,0,1,0
33,15,4020830.93,40.68,3.21,4,5,4,1,1,0
27,9,4342686.52,32.19,21.22,2,2,1,0,1,0
46,28,5827544.74,46.49,48.58,3,4,8,1,0,0
39,21,6003902.27,44.51,9.77,5,4,4,1,1,0
54,5,1750092.22,33.90,34.37,4,2,4,1,0,0
52,20,4555947.27,40.36,28.19,1,3,9,0,0,1
24,6,2094050.45,47.37,57.60,1,1,3,1,0,1
49,20,5598940.92,36.63,40.90,1,3,10,1,1,1
34,3,1813071.55,51.95,14.90,4,5,0,0,1,0
34,16,4688317.33,47.15,36.11,4,5,1,1,1,0
46,27,6997347.20,33.67,13.14,5,5,7,0,0,1
33,15,3692450.26,51.74,45.86,1,1,1,1,0,1
64,3,1400000.00,48.59,44.26,2,1,3,1,1,1
42,2,2555112.07,52.16,18.88,2,4,5,0,1,1
58,24,5515953.51,36.89,54.25,2,1,1,1,0,1
48,29,6776165.13,43.05,35.87,2,5,6,1,1,0
28,10,3670466.74,41.93,28.33,3,1,2,1,0,0
31,13,2512113.61,46.38,42.47,1,5,9,0,0,1
28,10,4165212.22,37.40,36.39,4,4,0,0,0,0
35,17,4441802.07,52.82,43.62,1,3,2,1,1,0
61,14,5377564.55,54.19,60.84,2,4,1,0,1,1
47,18,3868450.05,46.99,41.10,1,2,1,1,0,1
54,19,6207641.99,47.57,46.17,4,5,6,0,1,0
55,0,3806767.94,47.52,12.84,2,3,5,1,0,1
35,17,2444091.95,46.72,3.37,2,1,4,0,1,1
41,20,3287381.22,55.31,8.50,3,5,6,0,0,0
36,18,7004497.44,46.37,47.30,2,1,8,0,0,1
19,1,2842721.67,38.00,59.26,4,4,9,0,0,0
43,1,1400000.00,56.92,17.55,4,4,5,1,1,0
49,20,4659885.36,42.43,26.42,5,4,0,0,1,0
29,11,5053983.06,43.88,31.87,1,2,0,1,1,1
23,5,3155858.44,41.91,23.21,1,1,0,1,1,1
49,13,3808602.77,31.19,14.88,3,2,7,0,1,1
64,1,2004245.97,41.65,64.64,1,4,9,1,1,1
29,11,5318211.21,45.11,59.54,2,4,1,1,1,0
27,9,1774298.09,41.44,39.80,2,1,2,0,1,1
21,3,1437541.78,47.50,59.48,1,5,4,0,1,1
62,0,2989037.38,36.87,53.70,4,5,1,1,1,0
61,17,2610480.75,38.33,43.52,3,3,8,0,1,1
65,7,1917046.19,48.79,55.59,1,1,8,0,0,1
65,17,4453561.96,49.73,32.00,5,4,8,1,0,0
24,6,1972217.98,45.46,7.59,3,5,1,0,0,0
55,13,3023137.95,39.78,35.33,2,5,0,0,0,0
57,13,5289324.08,32.57,4.24,2,4,8,1,0,1
45,2,2392227.18,30.00,47.52,5,3,1,0,1,0
28,10,3215722.07,50.66,64.81,1,5,5,0,1,1
65,17,3915733.81,55.54,37.37,4,2,6,1,1,1
41,2,3318502.64,50.13,54.05,3,5,2,0,0,1
62,12,6386210.40,47.87,21.31,2,4,8,1,1,1
53,24,4442016.16,51.92,3.61,5,4,0,1,0,0
55,27,5925107.32,53.24,44.05,2,4,1,1,1,1
36,17,5823948.85,43.38,23.64,2,5,5,0,0,0
58,5,3605124.56,42.57,42.57,3,1,9,1,0,1
19,1,3155827.52,34.52,51.35,4,1,4,1,1,1
48,3,3593793.78,39.76,19.17,3,3,2,0,1,1
48,18,2863494.60,43.25,0.55,3,4,9,1,0,0
53,27,5176424.25,39.05,9.02,5,5,2,0,1,0
42,2,3626974.51,56.46,40.13,1,5,9,0,1,1
35,14,5028718.26,34.51,34.27,1,4,9,1,0,0
48,16,2840988.52,40.54,62.64,1,1,4,1,0,1
19,1,2196188.84,37.55,57.59,3,3,3,1,1,1
25,7,2825390.79,30.13,9.22,2,5,4,1,1,0
33,15,3675194.35,47.47,27.78,5,5,4,0,0,0
58,1,1400000.00,40.22,16.38,5,3,4,1,1,1
27,8,3401826.59,47.21,23.80,5,3,7,1,1,0
43,22,6101989.95,52.18,49.08,1,4,0,1,0,0
24,6,2195857.38,43.12,4.35,3,2,0,0,0,0
45,24,6540569.53,44.13,25.21,5,1,1,1,0,0
48,6,3256994.78,39.93,17.10,1,1,4,0,1,1
47,14,5243764.10,39.96,37.90,4,2,3,0,0,0
34,7,2435868.53,45.65,61.04,3,4,4,1,1,1
35,9,1957152.08,62.38,3.44,4,5,10,0,0,0
54,1,1711907.43,42.11,26.97,1,1,7,1,0,1
64,21,5046838.10,46.80,56.09,1,1,3,0,0,1
24,6,2887601.27,46.52,34.29,2,1,9,0,1,0
39,6,3422393.49,34.40,39.73,1,5,1,1,0,0
47,5,2284185.91,41.78,50.25,1,2,7,1,1,1
64,18,4533169.43,30.33,3.88,2,4,7,0,1,0
55,5,1400000.00,46.23,54.26,2,1,6,0,0,1
41,23,5797868.85,38.22,19.24,1,4,0,1,1,0
49,24,6005622.55,43.00,18.66,3,3,9,0,1,0
50,20,4134555.14,47.16,57.89,1,4,0,1,0,1
47,3,1400000.00,37.67,43.78,3,5,1,1,0,0
34,16,5523996.45,46.56,58.37,5,3,9,1,0,0
27,9,1446101.28,52.67,9.71,2,2,1,1,0,1
42,24,5833513.35,30.00,50.13,5,3,7,1,0,1
44,4,1939449.20,40.42,15.79,4,1,6,0,0,1
37,18,5977156.87,42.17,60.35,2,2,6,1,0,1
53,2,2851813.95,43.46,22.57,1,5,4,1,0,1
42,5,2350504.71,54.71,42.98,4,1,3,0,1,1
34,7,1485952.69,30.00,64.41,1,1,3,1,1,1
46,26,6032083.08,44.21,20.29,2,2,2,1,0,0
52,10,2558440.81,43.82,1.63,3,2,4,0,0,1
61,11,4391633.04,38.13,57.23,3,5,8,1,0,0
55,16,3942817.62,43.59,51.56,2,1,3,0,0,1
34,16,5391500.80,48.56,8.56,2,2,8,1,1,1
30,12,2296899.67,36.53,55.73,2,5,7,0,1,1
65,9,3677887.90,39.83,20.57,2,5,5,1,1,1
39,2,2032322.44,41.86,37.14,1,3,8,0,0,1
55,22,4321741.84,44.17,5.15,2,1,5,1,1,1
30,2,2521882.40,56.15,10.68,5,3,3,0,1,0
24,3,2225164.81,48.63,21.17,4,5,8,1,1,0
50,17,4983412.73,42.58,4.40,3,4,3,1,0,0
28,10,3016658.35,53.55,63.87,2,3,3,1,1,1
33,15,4083581.12,43.35,3.47,1,5,0,1,0,0
57,7,2182552.10,41.95,23.23,2,5,4,0,0,1
53,23,5512166.59,43.73,46.78,2,2,3,1,0,1
31,13,2908165.20,48.64,43.98,3,2,1,1,0,0
32,14,2742051.77,36.35,18.69,4,3,4,1,0,0
25,7,1400000.00,40.71,22.13,2,2,4,1,1,1
58,15,3173809.55,49.06,57.91,2,1,6,1,0,1
47,1,3029560.11,35.01,62.35,2,3,0,1,1,0
53,19,5834549.58,39.65,25.23,1,4,4,1,0,0
41,4,3815517.65,30.00,25.73,5,1,6,0,1,0
47,9,3600099.64,44.93,43.57,3,5,5,0,0,0
38,10,5093298.16,38.21,49.42,3,2,6,1,1,1
65,27,3823893.83,43.85,60.04,4,1,10,1,1,1
54,2,4454902.52,42.02,10.45,3,1,8,0,0,1
48,23,4459539.17,46.92,38.75,3,4,10,0,1,1
48,24,4668030.21,48.08,31.95,1,3,7,1,0,1
47,5,4532202.30,43.04,36.33,4,4,2,0,0,0
50,10,3657207.95,39.41,28.27,2,5,9,0,0,0
58,9,3006137.20,47.17,0.90,1,1,2,0,0,1
19,1,3608314.78,43.82,56.49,3,5,3,1,1,0
38,12,5139133.27,46.28,53.66,5,4,9,1,0,0
55,9,4140844.27,50.99,12.85,5,5,2,1,1,0
26,8,3787789.78,42.11,0.96,4,2,9,1,1,0
32,14,3382703.58,45.71,54.93,2,5,5,0,1,1
61,24,5422110.74,43.78,30.51,5,2,8,0,0,0
23,5,2941670.05,52.94,50.41,5,3,10,0,0,1
44,24,5764671.64,46.96,3.24,4,3,4,0,1,0
40,0,1968648.49,42.28,39.25,4,5,4,1,0,0
60,18,6326157.24,49.20,7.04,5,3,4,1,0,1
56,7,1656611.84,46.98,13.29,5,2,9,0,1,1
41,1,2345243.38,47.60,21.91,2,2,1,1,1,1
32,14,4222910.90,34.58,52.00,3,5,1,0,0,0
32,14,5624334.68,52.66,26.99,3,5,2,1,0,0
29,11,5604923.27,45.48,15.33,5,2,5,0,1,1
19,1,2116067.00,50.89,43.87,3,1,2,0,1,1
37,5,1400000.00,44.71,40.04,3,1,3,0,1,1
21,3,2471477.29,43.74,62.00,1,4,2,0,1,1
19,1,2588959.69,46.60,24.12,5,1,4,0,0,1
49,26,6758464.19,50.92,57.03,5,1,6,1,0,1
46,5,1400000.00,47.46,10.66,1,2,3,0,0,1
37,6,2406607.66,36.91,32.73,1,4,1,0,0,0
61,21,4388364.28,44.13,4.93,1,4,8,1,0,0
65,22,6141006.75,33.09,49.70,4,2,4,0,0,0
55,17,3721629.66,42.22,20.08,2,1,10,0,1,1
59,11,4051799.49,49.39,1.22,1,5,1,0,0,0
22,3,1400000.00,36.95,28.31,2,5,10,1,0,0
55,20,3113940.12,44.01,43.51,4,5,8,0,1,0
40,3,1876537.23,30.00,48.09,5,3,5,0,1,0
58,3,3455811.88,39.37,52.84,5,1,0,1,0,1
38,8,1400000.00,31.00,34.04,1,3,2,1,1,1
28,10,2925730.47,35.91,12.42,4,4,9,0,1,0
62,10,2127405.31,30.00,12.26,1,3,10,1,0,0
52,17,4098033.37,32.52,4.04,1,5,7,1,0,1
48,1,1400000.00,42.01,49.73,5,3,10,0,1,1
52,6,1528490.63,33.01,34.58,1,4,8,1,0,1
39,1,1400000.00,36.76,23.41,3,5,0,1,0,0
22,4,1624234.05,40.32,34.87,5,4,5,1,1,0
63,14,4076342.88,50.95,60.88,5,5,1,0,0,0
55,11,2220326.96,45.21,42.35,2,4,6,1,1,1
32,14,3503166.95,41.49,31.96,5,1,0,0,1,0
39,21,3266552.99,40.15,53.57,4,1,5,0,1,1
45,13,4233692.36,33.18,63.42,1,2,6,0,0,1
43,25,7462478.89,47.36,53.21,3,3,0,1,0,0
39,19,4885421.87,38.72,29.57,3,3,0,1,1,0
34,8,3097128.53,44.65,62.80,5,1,8,0,1,0
51,18,3392843.24,44.22,56.25,5,1,10,1,1,1
51,25,5078654.87,49.34,42.16,1,2,10,1,1,1
60,1,2256171.01,45.93,10.24,2,4,10,1,1,1
28,2,3111492.69,46.93,28.41,2,5,5,1,1,1
55,28,7163076.51,38.48,34.49,3,4,7,0,1,1
65,30,7624547.82,47.07,43.67,1,5,3,0,1,1
63,4,1400000.00,43.73,43.17,4,1,9,1,1,1
41,10,5029319.14,40.96,14.26,5,3,4,0,1,0
43,8,1400000.00,30.00,54.97,5,4,8,1,0,0
59,7,1400000.00,41.85,5.33,2,1,2,1,1,1
28,10,3417149.66,43.51,23.82,2,5,5,1,0,0
24,6,1878908.07,31.62,17.87,1,2,7,1,1,1
52,17,3264825.78,44.02,48.89,4,2,9,0,0,1
47,22,4964109.68,37.18,35.31,2,3,5,0,1,0
49,0,1400000.00,39.22,17.34,5,5,6,0,0,0
49,17,4107764.95,35.80,50.22,1,1,5,0,0,1
64,23,5137356.23,44.11,23.40,3,3,4,1,1,0
50,24,5457650.96,48.50,39.13,3,1,6,0,0,1
56,12,4901406.00,50.44,54.04,4,5,9,1,0,0
46,28,6522186.07,47.58,1.02,2,5,9,1,0,0
35,17,4735789.27,55.80,51.37,4,4,1,0,0,0
34,16,4874695.49,46.64,10.93,2,4,8,0,1,0
62,14,2249524.94,42.24,21.35,4,2,3,1,0,1
21,1,2793482.76,46.44,55.52,4,1,2,1,0,1
