,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
14015,Fully Paid,41000.0,Verified,10+ years,MORTGAGE,13.99,3000.0,other, 60 months,C
14016,Fully Paid,50000.0,Verified,6 years,OWN,6.99,13650.0,debt_consolidation, 36 months,A
14017,Fully Paid,85000.0,Not Verified,10+ years,MORTGAGE,5.42,6000.0,car, 36 months,A
14018,Fully Paid,46800.0,Not Verified,< 1 year,OWN,9.99,9600.0,car, 60 months,B
14019,Fully Paid,123735.0,Verified,8 years,MORTGAGE,6.99,6400.0,credit_card, 36 months,A
14020,Fully Paid,69313.0,Verified,9 years,MORTGAGE,11.49,8000.0,major_purchase, 60 months,B
14021,Charged Off,36000.0,Source Verified,< 1 year,RENT,17.49,1000.0,moving, 36 months,D
14022,Fully Paid,58000.0,Not Verified,9 years,MORTGAGE,18.79,8000.0,home_improvement, 36 months,E
14023,Fully Paid,120000.0,Source Verified,6 years,MORTGAGE,10.59,9600.0,debt_consolidation, 36 months,B
14024,Fully Paid,66650.0,Not Verified,2 years,RENT,17.99,22000.0,debt_consolidation, 60 months,E
14025,Fully Paid,54000.0,Source Verified,10+ years,RENT,11.99,18000.0,debt_consolidation, 60 months,B
14026,Fully Paid,150000.0,Verified,< 1 year,RENT,7.49,24000.0,debt_consolidation, 36 months,A
14027,Fully Paid,60000.0,Source Verified,2 years,RENT,16.49,10000.0,debt_consolidation, 36 months,D
14028,Fully Paid,52000.0,Source Verified,8 years,RENT,20.25,15175.0,debt_consolidation, 60 months,F
14029,Fully Paid,30000.0,Not Verified,8 years,RENT,13.49,10000.0,other, 60 months,C
14030,Fully Paid,22800.0,Not Verified,10+ years,RENT,10.99,8000.0,debt_consolidation, 60 months,B
14031,Fully Paid,100000.0,Not Verified,10+ years,RENT,17.99,5600.0,home_improvement, 60 months,E
14032,Fully Paid,49300.0,Verified,10+ years,MORTGAGE,12.99,20000.0,other, 60 months,C
14033,Fully Paid,60000.0,Source Verified,6 years,MORTGAGE,7.49,10000.0,home_improvement, 36 months,A
14034,Fully Paid,12000.0,Source Verified,5 years,RENT,11.49,5000.0,debt_consolidation, 36 months,B
14035,Fully Paid,50004.0,Not Verified,10+ years,MORTGAGE,5.99,2700.0,other, 36 months,A
14036,Fully Paid,25920.0,Source Verified,4 years,OWN,15.99,3250.0,debt_consolidation, 36 months,D
14037,Fully Paid,70000.0,Verified,4 years,RENT,21.36,16000.0,wedding, 60 months,F
14038,Fully Paid,63000.0,Not Verified,7 years,MORTGAGE,5.99,9700.0,debt_consolidation, 36 months,A
14039,Fully Paid,50000.0,Not Verified,6 years,MORTGAGE,9.99,7500.0,other, 60 months,B
14040,Fully Paid,68004.0,Not Verified,5 years,MORTGAGE,5.42,4200.0,home_improvement, 36 months,A
14041,Charged Off,45600.0,Verified,5 years,MORTGAGE,15.99,8400.0,home_improvement, 60 months,D
14042,Fully Paid,63600.0,Not Verified,10+ years,RENT,15.62,2150.0,other, 36 months,D
14043,Fully Paid,51000.0,Source Verified,6 years,MORTGAGE,13.99,3000.0,debt_consolidation, 36 months,C
14044,Fully Paid,67200.0,Source Verified,3 years,RENT,13.49,12000.0,debt_consolidation, 36 months,C
14045,Fully Paid,36000.0,Not Verified,3 years,MORTGAGE,11.99,2000.0,debt_consolidation, 60 months,B
14046,Fully Paid,56000.0,Not Verified,3 years,MORTGAGE,13.49,15000.0,major_purchase, 60 months,C
14047,Fully Paid,20232.0,Source Verified,3 years,RENT,17.49,8000.0,debt_consolidation, 60 months,D
14048,Fully Paid,93233.0,Verified,10+ years,MORTGAGE,11.99,20000.0,debt_consolidation, 60 months,B
14049,Charged Off,32500.0,Not Verified,2 years,OWN,13.99,5000.0,major_purchase, 36 months,C
14050,Fully Paid,135000.0,Source Verified,10+ years,MORTGAGE,17.49,14400.0,debt_consolidation, 60 months,D
14051,Fully Paid,60000.0,Not Verified,2 years,RENT,15.23,8000.0,credit_card, 60 months,C
14052,Fully Paid,200004.0,Verified,5 years,RENT,10.59,15000.0,other, 36 months,B
14053,Charged Off,140000.0,Verified,10+ years,MORTGAGE,8.49,12325.0,small_business, 36 months,A
14054,Fully Paid,105018.0,Verified,10+ years,MORTGAGE,15.62,28000.0,debt_consolidation, 36 months,D
14055,Fully Paid,143000.0,Not Verified,10+ years,MORTGAGE,8.49,18000.0,debt_consolidation, 36 months,A
14056,Fully Paid,114000.0,Not Verified,10+ years,MORTGAGE,5.42,9975.0,home_improvement, 36 months,A
14057,Fully Paid,50400.0,Source Verified,5 years,RENT,11.49,10100.0,debt_consolidation, 36 months,B
14058,Fully Paid,35000.0,Not Verified,2 years,OWN,5.42,5500.0,home_improvement, 36 months,A
14059,Fully Paid,79000.0,Verified,5 years,RENT,16.89,20000.0,debt_consolidation, 36 months,D
14060,Charged Off,55454.0,Not Verified,10+ years,OWN,16.89,18000.0,debt_consolidation, 60 months,D
14061,Fully Paid,30000.0,Source Verified,5 years,MORTGAGE,14.79,3000.0,debt_consolidation, 36 months,C
14062,Fully Paid,75000.0,Source Verified,10+ years,RENT,7.49,10000.0,debt_consolidation, 36 months,A
14063,Fully Paid,90000.0,Source Verified,1 year,RENT,15.23,8000.0,debt_consolidation, 60 months,C
14064,Fully Paid,104004.0,Not Verified,3 years,RENT,15.99,15000.0,debt_consolidation, 60 months,D
14065,Charged Off,75000.0,Source Verified,9 years,RENT,17.99,6725.0,other, 60 months,E
14066,Fully Paid,57800.0,Not Verified,10+ years,MORTGAGE,6.99,7000.0,home_improvement, 36 months,A
14067,Fully Paid,33225.0,Not Verified,10+ years,MORTGAGE,10.59,13500.0,debt_consolidation, 36 months,B
14068,Fully Paid,15600.0,Not Verified,5 years,RENT,15.99,3000.0,other, 60 months,D
14069,Fully Paid,40000.0,Source Verified,4 years,OWN,15.99,6000.0,debt_consolidation, 60 months,D
14070,Fully Paid,66000.0,Source Verified,10+ years,MORTGAGE,7.49,15500.0,medical, 36 months,A
14071,Fully Paid,46113.6,Not Verified,4 years,MORTGAGE,15.99,9000.0,debt_consolidation, 36 months,D
14072,Fully Paid,300000.0,Verified,8 years,RENT,18.79,21000.0,debt_consolidation, 60 months,E
14073,Fully Paid,63000.0,Not Verified,10+ years,MORTGAGE,7.49,18000.0,credit_card, 36 months,A
14074,Fully Paid,78000.0,Source Verified,8 years,MORTGAGE,16.49,8500.0,vacation, 60 months,D
14075,Fully Paid,135000.0,Verified,7 years,MORTGAGE,19.29,35000.0,debt_consolidation, 60 months,E
14076,Charged Off,72000.0,Source Verified,10+ years,RENT,16.89,12000.0,debt_consolidation, 36 months,D
14077,Fully Paid,27600.0,Source Verified,7 years,RENT,10.59,7200.0,small_business, 36 months,B
14078,Charged Off,33600.0,Not Verified,8 years,RENT,20.62,7500.0,other, 60 months,F
14079,Charged Off,52000.0,Not Verified,10+ years,MORTGAGE,18.79,17000.0,debt_consolidation, 60 months,E
14080,Fully Paid,52000.0,Source Verified,2 years,RENT,9.99,4800.0,debt_consolidation, 36 months,B
14081,Fully Paid,26000.0,Source Verified,6 years,RENT,11.99,18825.0,small_business, 60 months,B
14082,Fully Paid,84000.0,Not Verified,5 years,RENT,8.49,7200.0,moving, 36 months,A
14083,Fully Paid,56368.0,Source Verified,5 years,MORTGAGE,12.99,6000.0,debt_consolidation, 36 months,C
14084,Charged Off,36000.0,Source Verified,10+ years,OWN,6.99,5000.0,other, 36 months,A
14085,Fully Paid,27500.0,Not Verified,< 1 year,RENT,10.99,3000.0,other, 36 months,B
14086,Fully Paid,95000.0,Source Verified,4 years,OWN,15.23,10000.0,credit_card, 36 months,C
14087,Charged Off,105000.0,Source Verified,3 years,MORTGAGE,17.49,15000.0,major_purchase, 60 months,D
14088,Fully Paid,33000.0,Not Verified,3 years,RENT,5.99,3000.0,debt_consolidation, 36 months,A
14089,Fully Paid,85000.0,Verified,4 years,MORTGAGE,17.49,20400.0,home_improvement, 60 months,D
14090,Fully Paid,69996.0,Source Verified,1 year,RENT,17.49,15000.0,debt_consolidation, 60 months,D
14091,Fully Paid,30000.0,Source Verified,2 years,MORTGAGE,10.99,13250.0,debt_consolidation, 36 months,B
14092,Charged Off,46590.44,Verified,10+ years,OWN,19.69,9000.0,debt_consolidation, 60 months,E
14093,Fully Paid,32500.0,Not Verified,10+ years,OWN,10.99,3600.0,debt_consolidation, 36 months,B
14094,Fully Paid,120000.0,Verified,10+ years,RENT,16.89,17500.0,major_purchase, 60 months,D
14095,Fully Paid,50000.0,Source Verified,4 years,RENT,22.11,12500.0,debt_consolidation, 36 months,G
14096,Fully Paid,113300.0,Verified,10+ years,MORTGAGE,12.99,18000.0,debt_consolidation, 36 months,C
14097,Fully Paid,65000.0,Source Verified,2 years,MORTGAGE,8.49,7000.0,credit_card, 36 months,A
14098,Fully Paid,42000.0,Verified,4 years,MORTGAGE,13.99,12000.0,home_improvement, 60 months,C
14099,Charged Off,125271.0,Verified,5 years,RENT,18.79,20000.0,small_business, 60 months,E
14100,Fully Paid,75000.0,Not Verified,2 years,RENT,9.99,2000.0,major_purchase, 36 months,B
14101,Fully Paid,59500.0,Source Verified,10+ years,RENT,15.99,8000.0,debt_consolidation, 60 months,D
14102,Fully Paid,53000.0,Not Verified,5 years,RENT,15.99,4500.0,debt_consolidation, 60 months,D
14103,Fully Paid,61995.0,Not Verified,2 years,RENT,9.99,8000.0,debt_consolidation, 36 months,B
14104,Fully Paid,57912.0,Not Verified,7 years,MORTGAGE,5.42,5600.0,major_purchase, 36 months,A
14105,Fully Paid,25000.0,Not Verified,1 year,RENT,8.49,10000.0,major_purchase, 36 months,A
14106,Fully Paid,91000.0,Source Verified,6 years,OWN,10.99,5600.0,debt_consolidation, 36 months,B
14107,Fully Paid,250000.0,Verified,8 years,OWN,15.99,15000.0,debt_consolidation, 36 months,D
14108,Charged Off,50000.0,Source Verified,10+ years,MORTGAGE,15.23,6000.0,home_improvement, 60 months,C
14109,Fully Paid,80256.0,Verified,10+ years,OWN,7.49,24000.0,debt_consolidation, 36 months,A
14110,Fully Paid,75000.0,Verified,3 years,RENT,10.99,10600.0,debt_consolidation, 36 months,B
14111,Fully Paid,86004.0,Not Verified,2 years,MORTGAGE,9.99,10000.0,debt_consolidation, 36 months,B
14112,Fully Paid,45000.0,Source Verified,5 years,MORTGAGE,7.49,14650.0,debt_consolidation, 36 months,A
14113,Fully Paid,84000.0,Verified,3 years,RENT,8.49,15850.0,debt_consolidation, 36 months,A
14114,Fully Paid,70000.0,Verified,4 years,MORTGAGE,11.99,21000.0,debt_consolidation, 36 months,B
14115,Charged Off,123000.0,Source Verified,10+ years,OWN,16.49,20000.0,home_improvement, 60 months,D
14116,Charged Off,42000.0,Source Verified,3 years,MORTGAGE,15.99,9000.0,other, 60 months,D
14117,Fully Paid,61800.0,Verified,4 years,MORTGAGE,17.51,8000.0,small_business, 60 months,E
14118,Fully Paid,100000.0,Verified,4 years,RENT,23.59,35000.0,debt_consolidation, 60 months,G
14119,Fully Paid,67480.0,Verified,10+ years,MORTGAGE,11.49,10000.0,debt_consolidation, 60 months,B
14120,Fully Paid,42000.0,Not Verified,10+ years,RENT,5.42,7000.0,debt_consolidation, 36 months,A
14121,Fully Paid,65000.0,Verified,5 years,RENT,11.49,1500.0,credit_card, 60 months,B
14122,Fully Paid,35000.0,Not Verified,9 years,RENT,7.49,8000.0,debt_consolidation, 36 months,A
14123,Fully Paid,183000.0,Verified,10+ years,RENT,15.23,26800.0,small_business, 60 months,C
14124,Fully Paid,70000.0,Not Verified,3 years,RENT,8.49,12300.0,debt_consolidation, 36 months,A
14125,Charged Off,45000.0,Source Verified,< 1 year,MORTGAGE,18.39,4600.0,debt_consolidation, 60 months,E
14126,Fully Paid,27148.0,Not Verified,8 years,OWN,10.99,14000.0,debt_consolidation, 60 months,B
14127,Fully Paid,43738.0,Source Verified,< 1 year,RENT,5.99,4500.0,debt_consolidation, 36 months,A
14128,Fully Paid,57850.0,Not Verified,8 years,MORTGAGE,10.99,4000.0,home_improvement, 36 months,B
14129,Charged Off,40000.0,Not Verified,10+ years,MORTGAGE,13.99,12000.0,other, 60 months,C
14130,Fully Paid,51996.0,Source Verified,8 years,MORTGAGE,8.49,18000.0,debt_consolidation, 36 months,A
14131,Fully Paid,99996.0,Verified,8 years,MORTGAGE,20.62,30000.0,debt_consolidation, 60 months,F
14132,Fully Paid,78000.0,Source Verified,4 years,MORTGAGE,21.36,16000.0,debt_consolidation, 60 months,F
14133,Fully Paid,46000.0,Source Verified,10+ years,MORTGAGE,16.49,15000.0,debt_consolidation, 60 months,D
14134,Fully Paid,28000.0,Source Verified,1 year,RENT,16.49,3600.0,debt_consolidation, 36 months,D
14135,Fully Paid,24240.0,Not Verified,2 years,MORTGAGE,10.99,3000.0,home_improvement, 60 months,B
14136,Fully Paid,115740.0,Verified,10+ years,MORTGAGE,19.69,32350.0,debt_consolidation, 60 months,E
14137,Fully Paid,46000.0,Not Verified,4 years,RENT,11.49,6000.0,debt_consolidation, 36 months,B
14138,Fully Paid,60000.0,Verified,8 years,MORTGAGE,17.99,21000.0,small_business, 60 months,E
14139,Fully Paid,63000.0,Source Verified,9 years,MORTGAGE,10.99,11200.0,debt_consolidation, 36 months,B
14140,Fully Paid,75000.0,Not Verified,10+ years,MORTGAGE,9.99,1000.0,medical, 36 months,B
14141,Fully Paid,42000.0,Not Verified,4 years,RENT,13.99,6500.0,wedding, 36 months,C
14142,Charged Off,45000.0,Verified,4 years,MORTGAGE,20.25,16000.0,debt_consolidation, 60 months,F
14143,Fully Paid,60000.0,Verified,10+ years,RENT,18.79,14400.0,wedding, 60 months,E
14144,Fully Paid,350000.0,Verified,10+ years,OWN,19.29,35000.0,debt_consolidation, 60 months,E
14145,Fully Paid,78000.0,Source Verified,10+ years,RENT,19.69,7000.0,home_improvement, 60 months,E
14146,Fully Paid,54000.0,Source Verified,1 year,RENT,19.69,12400.0,small_business, 60 months,E
14147,Fully Paid,55000.0,Verified,< 1 year,RENT,16.49,20000.0,debt_consolidation, 60 months,D
14148,Fully Paid,142000.0,Source Verified,8 years,MORTGAGE,10.99,15000.0,small_business, 36 months,B
14149,Fully Paid,55200.0,Verified,3 years,MORTGAGE,18.79,10000.0,other, 60 months,E
14150,Fully Paid,38000.0,Not Verified,4 years,OWN,10.99,10000.0,moving, 36 months,B
14151,Fully Paid,93000.0,Not Verified,9 years,MORTGAGE,12.99,15000.0,debt_consolidation, 36 months,C
14152,Fully Paid,44054.0,Verified,< 1 year,RENT,14.79,16000.0,debt_consolidation, 60 months,C
14153,Fully Paid,58000.0,Verified,3 years,MORTGAGE,5.42,6000.0,debt_consolidation, 36 months,A
14154,Charged Off,70000.0,Source Verified,10+ years,MORTGAGE,12.99,24000.0,debt_consolidation, 60 months,C
14155,Fully Paid,58000.0,Not Verified,8 years,MORTGAGE,7.49,9600.0,debt_consolidation, 36 months,A
14156,Charged Off,60000.0,Source Verified,5 years,RENT,15.62,9600.0,debt_consolidation, 36 months,D
14157,Fully Paid,48000.0,Source Verified,5 years,MORTGAGE,11.49,15000.0,small_business, 60 months,B
14158,Fully Paid,38400.0,Source Verified,10+ years,MORTGAGE,10.99,10000.0,debt_consolidation, 36 months,B
14159,Charged Off,24000.0,Not Verified,3 years,RENT,16.49,5000.0,debt_consolidation, 36 months,D
14160,Charged Off,51000.0,Verified,5 years,MORTGAGE,15.23,6000.0,debt_consolidation, 60 months,C
14161,Fully Paid,69000.0,Verified,3 years,OWN,17.49,14000.0,debt_consolidation, 60 months,D
14162,Fully Paid,180000.0,Verified,1 year,RENT,11.99,30000.0,major_purchase, 60 months,B
14163,Fully Paid,97000.0,Verified,9 years,MORTGAGE,8.49,12000.0,debt_consolidation, 36 months,A
14164,Fully Paid,85000.0,Verified,10+ years,RENT,10.99,15000.0,other, 36 months,B
14165,Fully Paid,25200.0,Source Verified,< 1 year,OWN,11.99,6000.0,car, 60 months,B
14166,Fully Paid,85000.0,Verified,10+ years,RENT,18.79,33950.0,debt_consolidation, 60 months,E
14167,Fully Paid,40000.0,Source Verified,6 years,OWN,8.49,2800.0,major_purchase, 36 months,A
14168,Fully Paid,50000.0,Source Verified,2 years,MORTGAGE,16.89,12000.0,major_purchase, 60 months,D
14169,Fully Paid,470000.0,Verified,10+ years,MORTGAGE,13.49,35000.0,home_improvement, 60 months,C
14170,Fully Paid,83000.0,Source Verified,10+ years,MORTGAGE,10.99,13000.0,debt_consolidation, 36 months,B
14171,Fully Paid,72000.0,Verified,5 years,MORTGAGE,11.99,30000.0,debt_consolidation, 60 months,B
14172,Fully Paid,47800.0,Source Verified,4 years,RENT,7.49,10000.0,debt_consolidation, 36 months,A
14173,Fully Paid,17280.0,Source Verified,< 1 year,MORTGAGE,12.99,2000.0,major_purchase, 36 months,C
14174,Fully Paid,90000.0,Verified,7 years,RENT,15.99,30000.0,credit_card, 36 months,D
14175,Fully Paid,105000.0,Verified,1 year,RENT,11.99,12100.0,small_business, 36 months,B
14176,Fully Paid,84000.0,Source Verified,10+ years,MORTGAGE,9.99,15000.0,home_improvement, 60 months,B
14177,Fully Paid,80004.0,Not Verified,2 years,RENT,8.49,3400.0,major_purchase, 36 months,A
14178,Fully Paid,100111.0,Verified,5 years,MORTGAGE,13.49,20000.0,debt_consolidation, 36 months,C
14179,Fully Paid,40000.0,Not Verified,3 years,RENT,9.99,2500.0,major_purchase, 36 months,B
14180,Fully Paid,75000.0,Verified,< 1 year,RENT,13.49,16000.0,debt_consolidation, 60 months,C
14181,Fully Paid,42000.0,Not Verified,10+ years,RENT,13.99,10000.0,debt_consolidation, 36 months,C
14182,Charged Off,65000.0,Not Verified,3 years,MORTGAGE,13.99,15000.0,home_improvement, 60 months,C
14183,Fully Paid,55000.0,Not Verified,2 years,RENT,6.99,3000.0,debt_consolidation, 36 months,A
14184,Fully Paid,50000.0,Not Verified,4 years,RENT,19.29,6800.0,debt_consolidation, 36 months,E
14185,Fully Paid,115000.0,Verified,10+ years,OWN,16.89,35000.0,credit_card, 36 months,D
14186,Fully Paid,40000.0,Source Verified,9 years,OWN,17.99,5000.0,debt_consolidation, 60 months,E
14187,Fully Paid,21600.0,Not Verified,1 year,RENT,16.89,2000.0,debt_consolidation, 36 months,D
14188,Charged Off,50000.0,Source Verified,10+ years,RENT,16.02,13725.0,debt_consolidation, 60 months,D
14189,Fully Paid,42100.0,Source Verified,< 1 year,RENT,11.49,4925.0,credit_card, 36 months,B
14190,Fully Paid,76450.0,Not Verified,10+ years,MORTGAGE,19.29,4000.0,debt_consolidation, 60 months,E
14191,Fully Paid,24000.0,Source Verified,< 1 year,RENT,10.99,2000.0,other, 36 months,B
14192,Fully Paid,80000.0,Source Verified,4 years,MORTGAGE,18.39,7425.0,debt_consolidation, 60 months,E
14193,Fully Paid,35000.0,Verified,5 years,MORTGAGE,11.49,5600.0,debt_consolidation, 36 months,B
14194,Fully Paid,95000.0,Verified,8 years,RENT,10.99,8000.0,debt_consolidation, 36 months,B
14195,Charged Off,41004.0,Source Verified,3 years,RENT,18.79,3300.0,other, 60 months,E
14196,Fully Paid,57000.0,Source Verified,2 years,RENT,11.49,12000.0,debt_consolidation, 36 months,B
14197,Fully Paid,26004.0,Not Verified,1 year,RENT,15.23,7000.0,debt_consolidation, 60 months,C
14198,Charged Off,72000.0,Not Verified,10+ years,MORTGAGE,13.49,11200.0,medical, 36 months,C
14199,Fully Paid,40000.0,Verified,3 years,RENT,12.99,10400.0,debt_consolidation, 60 months,C
14200,Fully Paid,140000.0,Not Verified,< 1 year,RENT,17.49,7500.0,wedding, 36 months,D
14201,Fully Paid,110000.0,Verified,5 years,MORTGAGE,11.99,16000.0,debt_consolidation, 36 months,B
14202,Fully Paid,30000.0,Source Verified,2 years,RENT,15.99,6000.0,wedding, 60 months,D
14203,Charged Off,36000.0,Verified,3 years,RENT,22.48,11000.0,other, 60 months,G
14204,Fully Paid,191508.0,Source Verified,1 year,MORTGAGE,11.49,13000.0,debt_consolidation, 60 months,B
14205,Fully Paid,43000.0,Source Verified,5 years,OWN,11.49,3500.0,medical, 36 months,B
14206,Fully Paid,62400.0,Not Verified,4 years,RENT,11.99,15000.0,debt_consolidation, 36 months,B
14207,Fully Paid,100000.0,Verified,6 years,MORTGAGE,13.43,20000.0,small_business, 60 months,C
14208,Fully Paid,65000.0,Source Verified,8 years,OWN,6.99,6000.0,debt_consolidation, 36 months,A
14209,Fully Paid,57700.0,Verified,4 years,MORTGAGE,6.99,3600.0,debt_consolidation, 36 months,A
14210,Charged Off,30000.0,Not Verified,8 years,RENT,5.99,9000.0,credit_card, 36 months,A
14211,Fully Paid,48000.0,Verified,7 years,RENT,6.99,5000.0,debt_consolidation, 36 months,A
14212,Fully Paid,54000.0,Verified,9 years,MORTGAGE,10.99,8800.0,credit_card, 36 months,B
14213,Fully Paid,30000.0,Not Verified,1 year,RENT,16.49,2400.0,debt_consolidation, 36 months,D
14214,Charged Off,35000.0,Not Verified,10+ years,RENT,11.99,1000.0,vacation, 36 months,B
14215,Fully Paid,50000.0,Not Verified,6 years,MORTGAGE,10.99,15200.0,debt_consolidation, 60 months,B
14216,Fully Paid,45000.0,Not Verified,1 year,RENT,13.99,2000.0,credit_card, 36 months,C
14217,Fully Paid,105000.0,Not Verified,9 years,RENT,10.59,15000.0,medical, 36 months,B
14218,Fully Paid,100000.0,Source Verified,5 years,MORTGAGE,7.49,10000.0,credit_card, 36 months,A
14219,Fully Paid,65000.0,Not Verified,10+ years,MORTGAGE,12.99,4800.0,home_improvement, 60 months,C
14220,Charged Off,48000.0,Source Verified,2 years,OWN,13.49,12000.0,credit_card, 60 months,C
14221,Fully Paid,114000.0,Source Verified,10+ years,MORTGAGE,11.49,7000.0,debt_consolidation, 36 months,B
14222,Charged Off,49000.0,Source Verified,10+ years,RENT,11.99,4400.0,debt_consolidation, 36 months,B
14223,Charged Off,125000.0,Verified,4 years,MORTGAGE,15.62,30000.0,debt_consolidation, 36 months,D
14224,Fully Paid,52000.0,Verified,3 years,RENT,10.99,8000.0,debt_consolidation, 36 months,B
14225,Fully Paid,36000.0,Source Verified,< 1 year,RENT,18.79,12375.0,debt_consolidation, 60 months,E
14226,Charged Off,110000.0,Verified,2 years,OWN,20.25,35000.0,small_business, 60 months,F
14227,Charged Off,59000.0,Verified,10+ years,OWN,7.49,10000.0,major_purchase, 36 months,A
14228,Fully Paid,63000.0,Verified,1 year,RENT,17.99,6000.0,major_purchase, 60 months,E
14229,Fully Paid,240000.0,Verified,1 year,MORTGAGE,17.49,35000.0,debt_consolidation, 60 months,D
14230,Fully Paid,60000.0,Source Verified,< 1 year,RENT,15.99,6900.0,car, 60 months,D
14231,Fully Paid,120000.0,Verified,4 years,RENT,16.89,20000.0,debt_consolidation, 60 months,D
14232,Fully Paid,85000.0,Verified,10+ years,MORTGAGE,10.99,16000.0,debt_consolidation, 36 months,B
14233,Fully Paid,36600.0,Not Verified,10+ years,MORTGAGE,11.99,16000.0,debt_consolidation, 60 months,B
14234,Fully Paid,40000.0,Source Verified,< 1 year,OWN,8.49,11000.0,debt_consolidation, 36 months,A
14235,Fully Paid,36000.0,Source Verified,5 years,RENT,13.49,10000.0,credit_card, 36 months,C
14236,Charged Off,57600.0,Not Verified,10+ years,RENT,11.99,5500.0,debt_consolidation, 36 months,B
14237,Fully Paid,65500.0,Not Verified,3 years,MORTGAGE,11.99,16800.0,debt_consolidation, 36 months,B
14238,Fully Paid,82000.0,Verified,4 years,MORTGAGE,16.89,8000.0,home_improvement, 36 months,D
14239,Charged Off,35000.0,Source Verified,2 years,MORTGAGE,19.69,13750.0,medical, 60 months,E
14240,Fully Paid,16800.0,Source Verified,< 1 year,OWN,10.99,3300.0,vacation, 36 months,B
14241,Charged Off,50000.0,Not Verified,8 years,MORTGAGE,14.79,7550.0,debt_consolidation, 60 months,C
14242,Fully Paid,40000.0,Not Verified,5 years,RENT,10.99,2000.0,major_purchase, 36 months,B
14243,Fully Paid,52400.0,Verified,6 years,RENT,18.39,23000.0,debt_consolidation, 60 months,E
14244,Fully Paid,71000.0,Not Verified,1 year,MORTGAGE,10.59,12000.0,debt_consolidation, 36 months,B
14245,Fully Paid,112992.0,Not Verified,10+ years,MORTGAGE,7.49,8000.0,car, 36 months,A
14246,Fully Paid,18000.0,Not Verified,2 years,RENT,14.79,2000.0,debt_consolidation, 36 months,C
14247,Fully Paid,60000.0,Source Verified,10+ years,MORTGAGE,6.99,2500.0,moving, 36 months,A
14248,Fully Paid,80000.0,Source Verified,7 years,RENT,12.99,2000.0,medical, 36 months,C
14249,Fully Paid,120000.0,Verified,9 years,MORTGAGE,10.99,15000.0,other, 36 months,B
14250,Fully Paid,43000.0,Not Verified,< 1 year,RENT,11.49,8000.0,credit_card, 36 months,B
14251,Fully Paid,65000.0,Source Verified,6 years,OWN,6.99,15000.0,credit_card, 36 months,A
14252,Fully Paid,31056.0,Verified,6 years,MORTGAGE,12.99,18000.0,other, 60 months,C
14253,Charged Off,62400.0,Source Verified,7 years,RENT,15.23,6000.0,car, 60 months,C
14254,Charged Off,100000.0,Verified,10+ years,MORTGAGE,16.49,17000.0,credit_card, 60 months,D
14255,Fully Paid,61000.0,Verified,10+ years,MORTGAGE,7.49,12000.0,debt_consolidation, 36 months,A
14256,Fully Paid,100010.0,Not Verified,10+ years,MORTGAGE,9.99,8000.0,credit_card, 36 months,B
14257,Fully Paid,93000.0,Source Verified,7 years,MORTGAGE,15.99,14500.0,debt_consolidation, 60 months,D
14258,Fully Paid,114996.0,Source Verified,6 years,RENT,10.59,10400.0,debt_consolidation, 60 months,B
14259,Fully Paid,24000.0,Source Verified,< 1 year,RENT,15.62,9000.0,debt_consolidation, 36 months,D
14260,Fully Paid,19728.0,Not Verified,5 years,RENT,7.49,2000.0,major_purchase, 36 months,A
14261,Fully Paid,98000.0,Not Verified,10+ years,MORTGAGE,10.59,6000.0,home_improvement, 36 months,B
14262,Fully Paid,79000.0,Verified,10+ years,RENT,14.79,25000.0,debt_consolidation, 60 months,C
14263,Fully Paid,72000.0,Verified,8 years,RENT,16.89,17600.0,small_business, 60 months,D
14264,Charged Off,40000.0,Verified,4 years,RENT,14.91,20000.0,debt_consolidation, 60 months,D
14265,Fully Paid,65000.0,Source Verified,10+ years,RENT,13.49,12400.0,debt_consolidation, 36 months,C
14266,Charged Off,60000.0,Source Verified,< 1 year,MORTGAGE,16.49,6000.0,vacation, 36 months,D
14267,Fully Paid,83000.0,Source Verified,< 1 year,MORTGAGE,15.99,7200.0,home_improvement, 60 months,D
14268,Fully Paid,36400.0,Source Verified,5 years,RENT,7.49,9000.0,debt_consolidation, 36 months,A
14269,Fully Paid,35000.0,Verified,3 years,RENT,9.99,4800.0,debt_consolidation, 36 months,B
14270,Fully Paid,75000.0,Verified,2 years,MORTGAGE,14.79,20950.0,debt_consolidation, 60 months,C
14271,Fully Paid,63996.0,Not Verified,10+ years,MORTGAGE,5.42,4000.0,debt_consolidation, 36 months,A
14272,Fully Paid,66000.0,Source Verified,10+ years,OWN,6.99,3500.0,home_improvement, 36 months,A
14273,Fully Paid,45600.0,Not Verified,5 years,RENT,7.49,2000.0,car, 36 months,A
14274,Fully Paid,36000.0,Not Verified,10+ years,RENT,7.49,4500.0,credit_card, 36 months,A
14275,Fully Paid,22800.0,Source Verified,10+ years,MORTGAGE,10.99,2500.0,debt_consolidation, 36 months,B
14276,Fully Paid,50000.0,Verified,3 years,RENT,13.99,10000.0,debt_consolidation, 36 months,C
14277,Fully Paid,44564.0,Verified,8 years,RENT,19.29,2600.0,debt_consolidation, 60 months,E
14278,Fully Paid,48000.0,Not Verified,1 year,RENT,9.99,13000.0,credit_card, 36 months,B
14279,Fully Paid,36000.0,Verified,10+ years,RENT,20.62,6000.0,small_business, 60 months,F
