Sales;TV;Radio;Newspaper;Web;Price;Discount;Distribution;Seasonality_Index
18,08;118,21;42,76;55,40;68,55;15,63;6,75;62,74;1,23
13,01;73,62;15,08;11,12;149,08;13,71;8,08;53,03;0,97
17,86;178,75;34,36;36,86;86,62;15,28;10,20;63,36;1,06
10,01;76,02;3,90;1,02;304,23;20,91;8,50;66,54;0,87
19,93;226,95;31,41;35,31;169,39;17,67;3,81;69,15;1,13
19,64;240,89;6,19;36,36;142,79;22,51;8,80;72,45;1,13
12,73;54,75;42,25;34,74;111,02;19,72;6,98;59,62;0,87
9,69;93,28;11,67;5,49;143,45;19,01;3,05;63,71;0,97
10,16;88,26;6,93;44,90;215,81;21,27;10,31;64,13;0,94
18,54;229,96;25,55;7,82;134,13;21,41;12,59;83,55;0,93
24,11;182,90;46,80;5,95;226,04;11,63;4,45;68,59;1,04
12,39;228,51;18,63;26,71;43,12;20,19;9,09;46,63;0,83
16,70;203,38;49,83;48,32;180,10;22,67;0,47;58,54;1,01
4,62;71,40;16,05;30,91;22,56;24,66;3,61;55,35;0,75
7,48;9,45;0,15;25,69;238,18;23,97;15,21;59,56;1,10
10,40;49,72;17,90;33,16;178,49;14,83;7,05;58,66;1,06
15,65;122,98;34,88;83,54;174,14;19,86;9,02;58,48;0,82
9,02;83,77;8,16;17,06;156,16;14,30;10,08;54,75;1,01
6,05;53,89;0,31;0,30;226,13;23,52;2,53;56,61;0,92
16,87;140,30;39,26;34,40;132,21;23,54;8,27;63,02;1,04
10,16;147,34;0,00;8,28;215,97;21,04;8,54;67,07;0,80
21,47;216,24;35,15;28,86;165,29;21,65;15,05;71,06;1,10
8,17;60,09;15,64;11,69;299,23;23,35;6,21;71,51;0,94
18,05;231,42;45,52;36,43;184,20;25,31;7,94;67,80;0,79
15,62;233,77;22,84;10,35;173,43;24,70;5,02;59,76;0,97
19,42;257,77;18,08;23,94;277,77;22,99;6,57;70,22;0,96
19,98;193,90;15,50;62,50;257,02;20,33;13,63;95,89;0,92
16,98;195,59;48,43;37,89;21,91;23,48;6,23;64,01;0,89
10,30;4,29;39,46;69,97;111,03;21,92;5,66;57,67;0,84
22,62;254,60;34,13;20,19;161,14;20,81;6,60;65,60;1,05
14,37;179,33;13,68;38,00;220,95;19,71;6,93;70,51;0,81
16,76;208,07;17,15;18,54;268,06;24,46;8,30;70,98;0,97
17,28;258,00;34,79;0,30;102,20;26,43;2,84;56,07;1,14
26,15;287,32;50,07;66,03;207,59;20,24;9,00;72,67;0,96
21,07;197,90;40,38;0,30;170,74;19,54;7,57;76,50;1,13
12,93;32,26;41,55;7,64;92,32;19,65;4,65;54,45;0,93
23,50;266,61;22,61;15,41;316,03;23,03;11,65;78,32;1,09
18,28;143,66;21,05;19,60;276,43;18,41;11,10;70,73;1,07
5,35;83,80;3,26;5,20;107,88;25,13;4,32;58,82;1,14
9,42;111,95;12,11;10,77;153,09;20,89;6,98;55,62;1,13
10,65;0,70;24,80;1,80;214,41;19,74;16,71;57,90;0,92
22,76;285,09;36,33;102,21;66,45;28,89;14,02;66,75;1,02
17,84;73,41;34,19;96,32;203,61;19,18;5,58;64,20;1,19
4,77;149,36;0,00;22,41;110,23;19,91;3,00;60,15;0,84
8,48;12,99;5,61;0,30;143,41;14,15;3,36;47,24;0,93
22,57;221,32;45,09;43,95;164,75;20,90;12,57;64,46;0,96
13,15;96,69;18,49;0,30;95,45;14,40;5,16;45,42;1,27
8,51;66,64;13,37;28,97;228,38;21,71;9,87;52,29;1,28
11,63;122,08;16,15;33,86;135,32;21,42;14,26;57,92;0,89
24,53;192,58;46,04;44,82;243,47;20,23;10,44;79,11;1,12
8,93;82,40;23,86;9,81;120,76;18,84;9,72;44,97;0,94
17,35;221,89;26,94;11,19;279,46;23,30;12,35;80,59;1,21
22,52;204,62;32,38;41,12;271,56;17,56;8,51;82,26;1,04
13,68;200,36;11,39;31,21;108,45;21,62;10,27;48,93;1,11
9,14;17,48;28,76;15,16;99,31;20,72;4,02;46,27;0,95
22,81;303,26;32,11;65,43;32,97;17,11;10,47;73,72;0,96
8,17;0,70;23,32;9,23;192,58;20,37;6,61;59,24;1,03
9,32;24,33;0,00;21,73;259,82;13,33;7,52;49,99;1,14
15,33;203,81;19,81;0,30;76,21;20,07;2,41;63,73;0,98
14,78;92,60;21,77;30,44;316,13;15,94;7,85;67,70;1,09
16,65;258,76;15,52;0,30;69,17;25,69;4,43;67,18;1,19
5,36;15,05;3,72;20,89;181,26;14,85;0,00;50,54;1,18
11,33;91,30;13,52;5,39;152,31;13,91;6,70;57,73;0,98
11,26;103,93;16,79;16,59;159,64;19,97;6,00;55,88;0,91
14,04;68,79;27,74;27,47;111,32;18,00;9,96;52,86;1,22
23,44;204,37;45,08;46,70;185,45;16,48;10,77;65,03;1,06
11,83;79,65;36,14;52,33;186,66;21,58;6,52;58,81;0,95
14,31;252,79;4,64;28,81;201,42;15,18;6,59;65,59;0,89
9,31;77,04;5,73;7,28;217,00;15,74;7,72;66,36;0,81
20,06;99,37;39,21;102,48;218,98;19,20;14,95;65,89;1,05
11,24;222,32;5,69;7,06;88,20;23,36;3,09;50,18;0,93
8,47;69,26;8,71;36,48;198,04;23,63;5,75;67,62;0,97
13,68;269,48;0,00;26,01;174,47;25,23;3,54;71,33;0,94
10,46;74,42;1,55;38,37;258,45;19,09;4,04;67,60;1,22
21,31;197,92;43,41;63,43;117,49;13,75;8,94;67,78;1,12
10,90;0,70;30,74;0,30;170,67;19,26;9,20;55,71;1,04
12,69;24,74;32,49;41,58;149,32;23,75;12,61;61,33;1,15
10,02;89,69;14,10;36,49;184,51;23,68;11,83;58,83;1,02
24,88;232,88;44,44;21,69;222,03;22,67;18,39;81,53;0,94
11,01;106,05;16,06;50,98;216,12;16,38;8,63;65,73;0,91
17,86;281,26;15,00;23,78;52,60;20,12;4,67;65,98;1,16
18,86;218,51;39,30;32,04;182,64;27,39;4,48;72,56;1,14
23,97;193,95;42,49;84,69;152,54;17,32;10,98;73,99;1,00
11,10;75,06;9,03;0,30;183,84;15,23;8,41;64,85;1,15
19,71;221,05;25,17;8,27;192,55;23,82;11,01;67,70;1,14
14,14;241,83;0,77;19,73;186,59;19,88;3,77;67,23;1,07
13,93;292,20;6,10;19,73;60,33;18,08;6,65;63,54;1,11
10,93;216,82;0,00;72,83;134,79;26,80;7,41;59,99;0,96
10,83;49,54;13,65;10,46;272,99;20,26;10,42;58,67;1,08
13,07;73,65;45,87;50,70;90,56;18,57;5,03;36,41;0,96
13,67;68,41;25,47;40,61;206,93;15,89;13,19;50,57;0,94
14,66;172,42;16,11;15,47;246,94;26,90;16,68;86,19;0,81
14,94;254,76;0,00;37,55;180,53;21,65;3,72;67,49;1,21
4,85;46,44;18,30;34,05;48,44;23,64;8,13;58,93;0,87
3,40;0,70;36,78;6,91;7,54;20,99;0,00;41,55;1,09
11,76;123,77;5,19;25,45;226,62;18,28;11,05;66,71;0,87
13,72;275,86;4,88;24,42;161,24;20,11;0,85;61,32;0,90
12,81;44,52;32,80;0,30;217,59;23,17;7,66;60,73;1,01
2,43;82,26;6,55;4,95;66,83;23,76;0,97;63,02;1,03
17,34;247,54;0,00;74,66;130,60;16,31;5,86;77,99;1,11
7,95;6,53;21,37;0,41;4,00;19,85;7,76;40,74;1,01
5,46;36,54;16,53;32,99;34,65;18,64;0,00;35,64;1,21
15,73;102,65;36,31;55,67;155,48;16,93;7,12;52,48;1,10
11,54;199,58;0,00;41,63;132,72;21,98;4,86;57,95;0,96
17,03;72,42;24,28;26,64;257,45;15,03;15,53;75,19;1,01
10,53;6,54;23,46;6,02;238,08;16,69;11,09;71,31;0,92
21,57;248,30;28,88;14,66;321,31;18,69;7,32;85,67;0,99
17,88;269,26;4,28;38,94;134,62;20,33;5,19;66,84;1,25
24,54;290,76;32,92;61,74;283,18;22,37;16,26;94,68;1,12
25,68;267,60;46,39;67,09;171,80;19,17;11,56;65,34;0,90
8,30;75,10;19,93;36,81;149,12;24,60;4,47;57,04;1,03
6,99;109,72;5,69;34,61;56,36;21,52;4,39;53,99;0,95
9,55;22,40;47,27;66,68;53,07;25,21;5,89;38,30;1,20
16,59;90,81;46,80;37,30;75,62;19,25;5,27;46,71;1,11
20,29;229,64;28,14;22,95;268,88;19,41;4,38;73,28;0,96
14,31;220,57;18,21;0,30;93,41;26,28;4,13;71,76;1,23
18,33;116,63;22,40;27,95;290,60;18,05;15,46;85,72;1,18
19,73;201,41;38,02;43,80;138,68;20,63;6,77;65,38;1,21
20,88;156,76;43,90;0,30;184,01;22,19;8,86;63,66;0,90
7,46;79,85;11,38;17,63;90,70;15,31;6,70;47,55;1,07
24,20;294,29;24,72;0,30;195,43;23,81;16,54;76,20;1,10
13,30;72,59;43,82;28,09;74,74;21,24;7,06;45,96;1,02
15,52;244,69;2,75;55,82;76,48;26,00;9,45;61,33;1,11
16,85;268,53;18,30;41,61;83,07;24,82;4,21;67,17;0,97
2,79;40,68;6,05;39,11;15,72;23,35;3,62;39,43;1,06
10,44;124,62;3,82;25,41;97,32;19,60;6,12;54,16;1,05
10,25;79,76;17,64;7,56;119,87;16,33;4,31;53,07;1,01
8,11;83,41;0,00;0,30;210,92;25,76;7,51;60,60;1,13
16,14;106,45;0,00;34,93;366,43;15,02;14,44;75,34;0,87
19,45;234,75;9,70;23,69;280,82;16,68;7,15;85,04;1,00
15,34;293,79;0,48;44,37;182,41;24,13;7,67;62,59;1,01
12,47;176,70;15,36;33,70;78,69;25,93;8,59;68,47;1,23
18,66;302,29;3,09;52,30;188,87;23,18;5,00;77,11;1,11
22,92;283,54;48,14;77,69;131,74;26,00;12,15;73,97;0,97
5,60;43,11;5,89;16,98;46,22;12,44;5,39;50,25;0,87
13,31;150,96;30,20;2,15;100,74;18,25;6,49;52,68;1,04
18,03;143,93;34,05;52,19;206,81;14,67;2,30;60,29;0,99
12,02;136,17;33,42;0,30;113,45;22,14;6,13;50,52;0,96
14,69;194,95;29,60;13,25;50,03;15,63;7,34;54,42;0,96
22,32;227,70;33,49;61,68;166,03;17,75;14,60;73,78;1,29
12,30;120,50;8,34;26,44;243,41;21,57;11,15;64,26;1,21
12,10;187,97;9,41;44,18;69,07;24,45;9,65;61,63;1,18
4,16;74,34;10,75;22,17;20,68;18,78;0,56;35,00;0,75
8,22;44,65;28,79;37,43;58,64;21,03;5,74;43,70;1,03
16,35;209,33;11,34;34,21;142,81;22,85;11,53;73,68;1,09
13,05;264,64;2,71;10,81;16,18;20,68;1,31;56,78;1,05
15,91;23,65;36,90;30,80;218,12;15,34;13,03;53,48;1,15
7,91;63,48;17,25;15,77;241,38;20,85;12,00;59,57;0,87
2,71;12,99;2,51;39,21;141,17;20,82;7,87;35,00;1,17
15,49;286,45;4,87;7,80;153,50;24,44;6,09;64,78;0,87
4,79;43,21;0,00;11,54;62,23;19,72;1,79;54,03;1,23
17,26;117,21;16,56;0,99;229,31;15,69;15,38;62,76;1,14
10,73;71,88;44,34;20,32;53,66;21,44;8,84;44,61;1,12
20,19;213,75;47,50;36,17;119,73;21,21;9,25;47,42;1,19
19,71;211,55;34,15;48,42;240,71;19,87;8,56;63,06;0,95
10,60;4,22;21,12;13,32;221,40;17,35;9,30;66,55;1,06
16,27;264,26;2,10;27,42;165,08;19,46;7,95;75,68;0,90
15,62;109,91;44,44;56,53;131,90;23,18;9,59;48,48;0,97
16,18;183,17;26,41;24,67;80,70;16,10;9,11;53,67;1,01
20,95;286,58;25,30;13,29;96,75;18,50;4,08;66,56;0,88
23,75;278,05;34,95;24,32;168,03;20,72;3,45;64,21;1,08
9,77;126,07;25,10;11,31;129,16;24,88;7,76;44,42;1,09
7,89;35,71;13,37;38,29;236,13;22,49;3,08;60,64;1,05
12,98;167,08;13,15;11,43;47,10;14,96;4,27;57,94;0,86
12,77;25,22;39,40;6,77;199,94;22,75;7,60;61,90;1,07
15,73;231,63;22,19;9,25;160,74;25,26;9,71;74,81;0,82
13,95;105,29;6,52;28,55;214,50;16,02;15,46;53,80;1,22
12,96;145,11;34,19;48,98;47,25;12,55;0,00;52,82;0,99
23,67;214,86;55,00;56,09;159,91;21,36;17,08;65,55;0,85
18,00;259,73;36,61;70,32;189,76;25,97;8,26;72,65;0,76
3,75;46,61;9,68;24,02;23,85;24,08;6,03;41,93;0,87
19,01;244,51;14,91;26,09;315,21;18,62;5,87;78,86;1,14
18,10;233,50;42,52;32,67;132,35;27,00;11,62;45,13;0,83
9,12;59,55;9,20;31,79;82,24;12,16;6,11;57,70;0,89
14,17;23,65;28,60;24,96;284,86;17,56;10,48;67,60;1,17
16,75;221,59;27,27;3,81;195,39;19,39;2,08;60,71;1,05
15,29;225,03;9,36;14,83;198,85;24,65;8,56;74,96;1,08
19,22;173,08;27,64;54,47;283,39;25,21;13,60;72,49;0,86
17,66;245,53;8,50;17,28;337,67;24,31;10,22;82,64;0,96
14,27;184,30;14,07;1,82;92,61;15,92;10,45;53,86;0,96
20,73;268,78;30,98;37,54;199,11;24,66;13,03;78,49;0,91
11,19;152,78;0,42;26,02;147,48;21,93;4,72;56,37;1,12
12,98;114,37;5,32;51,19;215,59;14,95;14,08;57,73;0,92
13,22;0,70;41,29;51,20;202,04;12,32;9,64;64,15;0,88
22,15;239,27;49,91;44,06;218,09;24,99;10,28;73,12;0,75
18,87;240,07;17,53;27,47;212,31;20,80;9,21;72,88;1,13
15,70;104,84;16,38;0,42;169,45;15,15;8,20;65,44;1,16
11,01;149,60;22,79;9,22;45,64;19,30;0,00;47,91;1,05
8,81;61,96;11,88;47,80;235,10;20,77;8,47;60,22;1,17
7,51;0,70;1,77;27,51;247,54;18,24;4,24;62,47;1,23
23,06;169,32;36,39;34,04;165,04;15,68;14,27;53,92;1,20
20,82;239,46;16,83;18,03;260,23;27,23;15,34;79,73;1,11
8,57;114,93;0,00;27,54;243,35;23,09;11,85;62,66;1,01
23,44;194,30;55,00;56,93;236,19;20,28;9,81;78,85;0,90
13,20;64,84;43,73;26,18;49,45;18,31;2,99;50,82;1,23
19,41;235,04;36,84;50,91;112,70;22,89;5,24;67,50;1,07
17,74;68,42;36,45;116,55;226,56;17,30;16,61;51,93;1,05
13,86;220,71;12,83;55,16;99,79;22,67;4,02;61,71;1,11
16,18;278,79;13,66;26,40;112,39;17,56;0,00;59,39;1,15
6,51;29,02;10,86;37,12;4,00;18,79;8,07;40,13;1,08
20,67;162,60;38,67;37,96;251,47;16,90;15,63;55,81;1,30
14,13;56,71;49,94;42,35;88,31;15,86;13,32;39,13;0,98
10,48;59,45;48,23;29,85;35,70;24,52;10,04;53,70;0,96
25,75;249,98;34,27;70,31;318,96;22,45;15,78;86,79;0,95
11,95;68,08;10,24;10,21;313,19;19,66;10,81;68,48;1,03
17,65;100,20;34,15;87,65;231,16;14,34;2,55;59,46;1,01
10,35;105,49;17,95;1,86;138,83;17,39;7,50;50,29;1,04
8,79;51,44;26,30;39,50;158,17;20,80;10,26;57,24;0,89
18,50;226,25;28,25;31,47;169,27;21,90;7,90;66,67;1,14
12,73;21,33;45,02;56,46;39,66;12,38;5,74;53,89;0,97
17,59;206,44;19,57;79,95;196,69;22,58;5,24;68,86;1,17
3,41;93,94;5,85;15,11;97,16;20,57;2,64;53,73;0,78
15,86;218,28;6,39;29,55;222,49;25,26;15,11;63,58;1,00
5,53;40,82;6,75;27,12;20,89;16,88;11,21;40,21;1,21
13,68;102,16;21,94;40,97;173,73;12,79;8,23;62,03;0,96
19,41;137,45;30,30;8,89;260,93;16,62;11,26;68,50;0,91
2,62;57,41;12,03;30,40;18,67;15,73;1,36;40,30;0,95
15,14;154,97;17,38;0,30;196,05;22,22;10,78;68,78;1,10
29,79;300,33;36,22;59,21;295,67;13,98;17,34;96,24;0,79
10,10;63,80;24,33;0,30;210,37;17,34;3,71;62,41;0,94
9,58;36,77;11,16;20,52;253,14;23,37;11,08;71,37;1,23
13,34;138,32;0,00;12,22;247,20;19,90;10,83;74,28;0,86
17,83;232,15;4,75;64,58;119,00;24,82;8,39;72,55;1,21
18,10;239,60;2,75;53,93;88,36;16,59;11,61;58,46;1,21
24,86;267,78;30,49;6,16;71,23;16,20;13,62;61,71;1,17
12,33;228,15;11,89;56,87;96,86;26,36;5,54;61,27;1,03
16,61;252,23;3,60;16,80;307,31;21,65;12,63;87,14;0,97
13,97;205,73;10,82;17,47;83,24;21,11;6,34;65,44;1,15
13,50;162,57;18,49;0,30;52,09;16,38;3,48;54,94;0,98
11,61;67,84;29,15;27,28;215,39;19,63;10,28;68,27;1,09
15,37;188,41;26,43;41,91;143,29;17,35;10,14;60,14;0,79
17,40;215,45;22,41;59,36;186,69;25,45;9,28;76,08;1,25
11,83;228,52;2,22;37,87;141,18;30,15;3,82;73,81;1,02
14,41;159,36;15,02;6,71;233,42;21,58;7,57;74,91;0,92
12,04;158,85;14,77;20,79;117,24;18,25;5,27;60,61;1,06
21,17;228,31;22,78;0,30;157,63;12,64;5,00;73,16;1,28
14,46;109,52;32,93;10,67;179,15;14,12;9,83;55,53;0,97
11,14;117,27;12,72;32,46;204,74;24,97;10,00;66,02;1,10
23,49;313,56;41,41;62,27;140,96;19,59;11,70;74,74;0,83
16,52;201,79;47,70;27,11;23,59;19,72;3,14;44,94;0,86
5,19;0,70;0,93;38,16;243,74;20,79;6,89;63,31;1,18
14,06;158,19;13,74;9,04;216,62;24,80;14,25;59,83;0,93
11,12;122,92;24,25;43,06;50,97;19,61;5,29;48,20;0,97
9,80;98,14;0,00;23,00;172,29;18,30;7,55;60,65;1,25
12,59;151,67;7,36;4,47;132,86;20,13;6,30;55,46;0,89
14,14;38,64;27,50;11,67;217,87;16,67;13,29;60,89;1,11
13,58;68,65;23,60;30,13;248,89;17,53;13,91;65,67;0,94
12,94;183,12;3,79;0,57;216,00;21,53;12,35;64,52;1,05
20,57;222,49;50,66;35,40;176,12;21,90;9,39;73,40;0,86
19,44;249,08;39,81;20,20;167,30;28,17;5,69;65,14;1,12
23,72;292,49;36,17;47,97;58,64;23,78;13,18;79,77;1,15
17,95;212,96;35,73;69,10;203,02;25,48;12,31;70,41;1,13
14,99;206,84;24,66;0,30;189,10;17,06;7,05;61,30;0,81
8,73;0,70;15,41;22,49;251,31;20,09;14,55;53,78;1,13
22,89;261,95;36,59;53,42;229,17;19,79;7,99;84,99;1,09
21,31;250,82;32,72;78,49;196,33;23,69;14,01;70,36;0,87
12,53;126,22;15,23;0,30;163,14;21,72;12,97;51,97;1,10
10,82;142,38;7,95;57,41;99,29;20,90;3,04;62,88;1,17
22,86;266,35;31,37;22,05;361,58;29,30;14,37;86,28;0,79
7,69;16,59;33,47;18,69;78,96;23,11;9,49;50,84;1,00
12,48;9,43;41,21;8,30;153,98;22,03;17,67;59,07;0,99
18,24;283,40;33,21;50,80;111,35;24,76;4,79;69,78;0,93
20,83;227,97;39,89;20,97;169,80;26,76;13,81;86,01;0,83
19,67;308,45;4,73;13,85;194,23;17,35;8,11;65,00;1,09
4,00;110,96;7,97;42,92;85,21;24,49;1,64;47,71;0,85
17,90;161,80;20,14;6,71;292,89;16,89;10,14;73,89;1,05
12,07;81,19;8,98;0,30;177,55;17,17;7,87;75,49;1,27
16,88;196,21;30,27;13,14;159,08;22,39;4,53;78,64;0,85
22,60;298,93;39,06;49,62;67,06;26,43;7,80;73,98;1,16
6,49;17,97;25,90;12,22;4,00;14,74;8,34;35,00;1,00
21,47;221,63;31,28;31,54;215,88;19,59;10,25;68,20;0,98
8,84;62,68;1,70;0,30;225,03;19,07;6,66;56,84;1,12
9,78;160,23;13,72;12,69;74,79;19,55;5,46;50,46;0,92
21,15;241,22;38,68;79,08;214,67;25,05;9,63;84,65;1,07
13,64;286,47;4,65;15,83;153,30;32,72;7,99;70,14;1,17
23,70;244,10;46,70;54,68;230,86;23,26;14,14;75,08;1,25
22,92;261,68;27,71;37,65;203,52;19,47;9,99;80,06;1,10
20,88;144,45;46,48;6,74;203,67;15,71;4,79;54,80;1,09
8,18;1,73;25,70;10,51;43,05;17,17;3,79;42,36;1,00
10,82;50,27;42,93;16,71;72,72;15,90;7,54;40,39;0,98
20,91;258,71;23,66;0,30;208,19;22,61;12,93;72,79;0,92
14,69;251,91;0,27;23,93;157,15;22,90;11,69;65,67;0,94
6,06;46,10;14,98;16,87;115,86;17,37;13,05;47,19;1,08
13,61;209,60;6,41;24,35;271,05;27,31;10,10;78,65;0,85
11,04;15,80;25,06;0,30;225,42;15,84;12,06;60,94;0,99
22,15;218,93;40,88;27,75;182,30;20,74;3,99;68,19;1,07
16,61;179,31;38,28;37,96;155,61;22,88;9,96;67,15;0,91
9,22;73,63;6,10;6,94;257,73;21,86;5,60;60,27;1,00
13,20;165,47;15,40;16,21;192,52;24,37;8,17;71,68;0,96
16,15;172,58;21,92;51,08;209,43;22,36;19,56;67,49;1,06
10,41;29,08;49,67;73,36;16,50;23,03;7,13;38,13;1,15
14,25;164,10;14,09;0,30;106,42;17,85;3,60;53,50;1,03
17,88;183,82;43,92;4,39;115,90;23,22;9,28;59,61;1,05
11,76;70,40;11,05;19,81;237,09;22,10;7,32;77,36;1,04
18,41;212,29;34,86;52,68;198,17;26,34;5,82;70,25;0,80
21,93;135,81;55,00;46,32;160,85;15,12;16,50;53,97;1,11
17,76;192,31;31,60;84,75;161,32;18,93;12,07;72,41;0,90
11,30;99,16;33,47;4,81;187,93;21,91;10,14;58,55;0,78
17,90;54,64;50,33;45,33;77,68;10,99;5,94;50,80;0,98
20,52;262,77;36,73;19,35;88,27;23,08;5,96;60,10;1,23
6,50;58,53;15,27;23,82;122,16;22,52;12,38;62,06;0,97
13,46;26,57;31,60;29,79;207,36;17,01;10,33;54,39;0,99
11,73;139,28;37,84;46,19;4,00;19,13;0,00;57,89;1,15
6,79;51,24;1,56;23,82;130,07;15,61;15,13;45,95;0,99
15,58;118,37;28,84;114,52;195,29;19,81;9,56;61,81;0,90
18,18;161,94;12,44;37,06;187,43;19,03;9,39;76,00;0,92
24,66;245,64;38,22;39,96;178,88;19,48;12,72;72,47;1,10
14,00;174,59;5,70;27,82;131,92;18,24;8,47;77,99;1,18
15,72;225,58;11,91;21,41;74,03;20,23;8,51;58,57;1,25
14,20;76,99;21,53;19,05;207,52;18,36;7,42;63,87;1,14
16,56;281,81;11,55;35,34;100,31;28,02;2,11;80,09;0,88
23,26;275,69;26,78;65,03;307,36;21,22;12,07;74,36;0,99
13,28;157,15;24,23;57,19;94,26;22,02;11,74;46,02;0,97
6,95;34,43;6,77;35,78;181,95;17,21;5,61;51,22;1,21
16,56;115,11;25,23;7,10;261,54;17,62;7,57;75,29;0,95
16,76;218,56;5,89;8,63;133,80;15,32;11,16;54,07;1,00
9,82;54,62;16,36;58,33;196,27;14,68;6,90;63,67;1,18
13,83;57,67;50,07;37,89;55,38;15,51;5,42;50,71;1,01
14,95;131,25;39,81;32,50;87,32;20,75;5,83;69,15;1,21
21,53;253,61;19,72;17,25;330,51;24,80;11,07;92,82;1,02
13,15;225,65;0,77;49,79;113,60;15,89;0,79;66,57;1,25
12,60;14,99;41,22;23,12;219,26;16,84;7,94;68,30;1,09
14,78;39,27;40,80;67,40;76,77;15,31;7,77;51,43;1,02
11,86;41,63;21,88;57,67;191,09;18,69;9,37;54,89;1,27
14,79;229,40;30,25;55,24;5,01;25,19;9,21;46,50;0,91
13,17;138,53;17,46;41,60;99,50;18,98;13,04;52,67;0,87
17,68;97,06;52,06;38,03;64,89;19,70;12,41;50,35;0,97
14,99;208,74;13,53;19,02;185,72;25,50;11,39;70,55;1,09
19,96;261,95;34,15;84,35;172,85;24,13;8,13;56,95;1,03
11,24;118,17;17,52;18,72;164,53;17,32;5,72;59,54;0,86
17,68;236,55;20,54;48,88;97,96;22,23;6,74;63,57;0,95
21,91;217,65;27,18;11,27;287,45;18,17;12,75;82,94;1,00
25,53;273,91;42,90;48,58;221,81;23,51;12,81;88,52;1,10
19,94;166,70;32,11;24,88;248,48;22,10;12,27;73,33;1,15
14,02;155,90;8,39;32,35;112,50;16,08;6,12;52,67;0,89
11,98;143,96;22,68;12,25;110,27;20,51;9,75;45,27;0,84
15,74;154,32;10,64;30,17;246,53;20,02;13,72;75,80;1,12
9,68;46,17;17,06;20,89;91,29;20,67;9,50;43,36;0,92
13,24;20,71;44,47;7,54;99,02;21,04;7,42;54,43;1,06
16,30;64,96;43,07;49,38;214,60;21,20;6,88;71,64;0,84
11,28;12,57;47,21;95,37;74,33;18,90;4,14;35,00;1,26
8,70;97,54;2,69;19,75;288,30;22,51;7,48;74,65;0,83
19,74;205,52;36,27;50,39;243,25;18,58;11,03;83,33;0,95
25,34;248,41;34,70;38,02;200,76;17,44;11,05;80,59;1,09
15,11;96,20;28,91;6,90;157,83;9,05;3,22;44,26;1,16
8,52;51,04;22,09;15,29;227,70;18,66;7,56;56,09;1,02
17,13;192,90;23,88;14,20;107,89;17,94;7,85;52,25;0,96
14,12;110,81;31,10;9,68;196,37;20,78;5,87;67,09;1,07
21,08;217,76;34,33;48,33;154,61;15,18;9,81;70,05;0,96
7,69;96,30;17,39;29,24;115,78;17,61;5,85;36,28;1,04
10,76;58,06;15,06;17,68;264,70;20,52;7,29;63,78;0,93
22,07;234,88;35,39;1,47;110,91;17,55;7,64;70,03;1,21
18,47;235,24;19,20;34,01;239,52;22,74;10,84;77,06;0,89
18,57;242,58;29,31;12,90;130,28;19,36;4,66;67,73;1,07
10,64;68,83;17,86;51,10;43,69;19,64;4,65;44,20;0,86
9,61;91,31;0,00;9,38;304,22;21,17;11,72;64,36;1,22
6,50;79,45;16,36;6,01;97,17;22,11;3,85;52,19;0,98
11,94;53,10;23,51;11,28;210,90;19,14;3,24;61,06;1,11
9,71;70,56;17,29;32,59;234,46;16,83;3,92;68,35;0,86
10,16;211,65;2,63;15,70;85,32;19,36;4,34;65,37;0,87
13,94;145,37;25,69;3,95;88,14;21,85;2,05;56,71;1,12
19,10;168,33;37,33;33,65;147,29;17,36;7,04;70,70;0,90
27,79;284,49;37,64;52,28;280,00;21,79;16,74;80,49;1,14
15,64;266,31;8,60;46,10;155,20;20,79;2,58;60,50;0,93
13,81;88,97;30,30;76,86;247,83;20,12;9,03;69,87;0,85
22,10;175,40;35,82;34,34;220,32;17,49;17,12;70,99;1,21
19,46;88,37;34,37;76,92;269,36;14,52;12,02;71,91;1,19
12,34;171,24;1,05;7,63;201,52;21,86;6,78;59,27;1,02
23,00;186,25;51,34;10,48;215,02;23,51;9,55;82,92;1,11
9,61;73,77;13,28;28,06;131,97;13,66;8,61;60,01;0,94
11,46;33,32;27,85;43,19;142,75;20,36;13,76;51,16;0,90
8,74;188,16;15,41;5,29;92,45;23,82;4,53;52,94;0,91
18,19;252,52;18,38;23,75;218,48;23,36;6,36;82,88;1,00
15,13;121,42;21,16;50,49;331,29;19,03;6,54;68,60;1,20
16,27;269,78;1,79;18,00;149,78;18,54;7,42;86,19;1,02
22,60;247,84;40,30;74,22;109,49;22,57;2,68;60,91;1,05
14,01;253,04;4,48;75,02;144,59;23,18;5,43;80,77;1,07
10,23;200,91;4,72;18,10;130,05;21,04;3,59;62,48;0,87
7,19;25,93;0,00;0,38;158,07;17,74;10,92;65,11;0,98
20,14;244,21;17,38;27,65;338,81;17,96;9,61;80,44;0,84
15,64;210,39;32,60;48,06;8,97;22,74;6,71;53,67;0,97
18,47;210,16;20,56;19,16;199,16;22,37;3,09;76,27;1,04
11,66;98,19;11,31;32,33;176,15;20,40;8,38;65,36;0,98
19,39;166,82;54,02;0,30;196,91;20,36;5,62;75,10;0,82
19,52;242,91;40,51;43,31;167,34;27,07;7,27;66,65;0,99
13,89;143,78;10,64;13,22;100,11;17,97;14,11;57,67;1,09
11,92;162,38;14,06;2,02;69,56;24,09;9,15;64,37;0,93
