comentario;sentimiento;base
En general, califico esta película con un 10 de una escala de 1-10.;1;imdb
Lifetime no lo transmite lo suficiente, por lo que si alguien sabe qué tienda lo vende, hágamelo saber porque es un deber.;1;imdb
Recuerdo particularmente que mis sentidos fueron asaltados por cuerdas estridentes de música que sonaban con muy poca advertencia, y aún menos significado.;0;imdb
Es justo el tipo de papel que se examina por la tarde para castigar a los desempleados por no tener trabajo.;0;imdb
Totalmente diferente, con un montón de subestimación y comedia negra, esta es una película que pocos pueden ver, pero aquellos que lo hagan lo recordarán.;1;imdb
Esta película crea su propio universo, y es fascinante en todos los sentidos.;1;imdb
Pero esta película realmente me afectó.;1;imdb
Míralo.;1;imdb
Realmente espero que el equipo detrás de esta película haga más películas, y que continúen haciéndolo en su propio estilo, algo extraño.;1;imdb
Y me olvidé: el Elenco aquí es excelente, con Trond Fausa Aurvåg siendo perfecto en el papel de Hombre Loco, que no entiende dónde está, qué está haciendo y por qué.;1;imdb
Esta película es un comentario bueno y humorístico sobre la vida en 2006.;1;imdb
Encontré este movimiento hermoso, agradable y edificante.;1;imdb
Inicialmente, los sitios locales de la película, que se filmaron aquí en Buffalo, me intrigaron.;1;imdb
Más tarde me encontré perdido en el poder de la película.;1;imdb
Toda la audiencia aplaudió a la conclusión de la película.;1;imdb
Salí del teatro con una inclinación en mi paso, alegría en mi corazón y esperanza para la raza humana.;1;imdb
Duris tiene un aspecto sano y da un buen rendimiento.;1;imdb
El resto del elenco también juega bien.;1;imdb
Destaca su cinematografía, que incluye hermosas vistas de Barcelona y sus famosas torres de Gaudí.;1;imdb
Alrededor de diez minutos en esta película comencé a tener dudas.;0;imdb
Alrededor de la mitad de esta película me empezó a disgustar.;0;imdb
Cuando la película terminó, no solo me disgustaba, sino que la despreciaba.;0;imdb
Lo que le falta a esta película es un guión convincente.;0;imdb
El guión parece como si solo se escribiera un borrador y el disparo comenzara antes de que se completara el guión.;0;imdb
Las cosas suceden, las personalidades de los personajes cambian, los giros en la trama se producen sin ninguna razón real, a excepción de lo que el script lo requiere.;0;imdb
El elenco es bueno.;1;imdb
Por eso, vale la pena echarle un vistazo.;1;imdb
Este es probablemente el espectáculo más irritante que he visto en toda mi vida.;0;imdb
Es indescriptiblemente el espectáculo más molesto e idiota que he visto.;0;imdb
Todo es simplemente malo.;0;imdb
No pude entender, qué clase de idiota produciría este lío en primer lugar, por no mencionar varias temporadas.;0;imdb
El guión es malo, muy malo, contiene tanto cheesiness como bromas poco éticas que normalmente se ven en la película clasificada R o NC-17.;0;imdb
El casting también es horrible, porque todo lo que ves es un período realmente MALO de actores.;0;imdb
Palabra final: ¡Este Show es una verdadera tortura!;0;imdb
Es un millón de veces lejos de la realidad.;0;imdb
Mirar la lavadora dando vueltas no haría daño a tus ojos tanto como a este espectáculo.;0;imdb
Calificación: 0/10 (Grado: Z) Nota: El espectáculo es tan malo que incluso la madre del reparto saca a su hija del espectáculo.;0;imdb
La Casa del Camino de 20th Century Fox, 1948) no solo es un tonto noir, sino que es un aburrimiento implacable y no mitigado de una película.;0;imdb
Lleno de caracteres de cartón poco convincentes, está escrito suavemente por Edward Chodorov, quien también produjo, y está dirigido sorprendentemente por Jean Negulesco de quien uno esperaría mucho más.;0;imdb
¡De aquí en adelante, el personaje de Widmark se vuelve involuntariamente cómico!;0;imdb
Perder sus canicas tan temprano en el proceso es totalmente inverosímil y poco convincente.;0;imdb
Y si eso no es suficiente de una película para usted, la imagen también se ve empañada por el uso constante de los juegos de estudio y los exteriores interiores.;0;imdb
¡Lo que sea que haya provocado tal documental me supera!;0;imdb
(Spoilers muy serios) esta película fue una gran decepción.;0;imdb
Hay tantos problemas que no sé por dónde empezar.;0;imdb
El elenco fue genial.;1;imdb
steve martin ofrece una actuación realmente divertida de un hombre blanco de clase media, alto, tenso.;1;imdb
agrega betty white y jean smart y tendrás un gran elenco: todos interpretaron muy bien sus papeles.;1;imdb
Pero la película comete muchos errores serios.;0;imdb
En primer lugar, hay suficientes estereotipos raciales y chistes raciales para ofender a todos.;0;imdb
La película está llena de insultos raciales hacia los miembros del elenco negro y, a cambio, los blancos se representan como idiotas y tetas.;0;imdb
dejando la tarjeta de la carrera a un lado, echemos un vistazo a la falla principal en la película: destruyen el personaje de latifa.;0;imdb
No hay una trama real.;0;imdb
No vería esta película otra vez gratis.;0;imdb
STEAMBOAT WILLIE es una película increíblemente importante para nuestra historia del cine.;1;imdb
Esta segunda aparición de Mickey Mouse (siguiendo el silencioso PLANE CRAZY a principios de año) es probablemente su película más famosa, principalmente porque fue muy innovadora.;1;imdb
Si bien aún no escuchas a Mickey hablar, hay un montón de efectos de sonido y música a lo largo de la película, algo que damos por sentado ahora, pero que en 1928 complació a la multitud.;1;imdb
Sin embargo, después de ver el corto de nuevo después de unos 25 años, me sorprendió lo atemporal que es la película.;1;imdb
Es simplemente adorable ver a Mickey tocando Turkey in the Straw de una manera altamente imaginativa (aunque ocasionalmente cruel).;1;imdb
Inteligente y un verdadero placer para la multitud: esta película aún se encuentra entre las mejores películas de Mickey incluso después de 80 años maravillosos.;1;imdb
La bipolaridad del matón despiadado (un minuto un asesino despiadado, al minuto siguiente un comercial de pañales de Luv) es completamente poco convincente.;0;imdb
Estoy terriblemente decepcionado de que esta película reciba tantos premios y reconocimientos, especialmente cuando hay muchas más películas merecedoras por ahí.;0;imdb
El cuerpo y el alma originales (1947) es una obra maestra.;1;imdb
John Garfield, Ann revere, Lilli Plmer, William Conrad, Canadá Lee ... y filmados por uno de los más grandes cineastas que hayan adornado la pantalla ... James Wong Howe.;1;imdb
No creo que haya ninguna cualidades redentoras en este remake.;0;imdb
Esta puede ser la única mala película que haya hecho.;0;imdb
Tan malo ... bueno ... es simplemente malo.;0;imdb
Esta película es un ejemplo sólido de una trama mala y una muy, muy mala idea en todo momento.;0;imdb
Es una pena ver que buenos actores como Thomerson y James se ganen la vida en un lío como este.;0;imdb
Pensé que era malo.;0;imdb
Ambas películas son terribles, pero para crédito de la versión de 1986, se podía ver.;0;imdb
Comencemos con todos los problemas: la actuación, especialmente del profesor principal, fue muy, muy mala.;0;imdb
El guión es un gran lío defectuoso.;0;imdb
El mejor ejemplo de cuán tonta es la escritura es cuando se establece que puedes volver a convertir a los zombies-estudiantes en humanos al quitar un collar que contiene un pedazo del meteorito.;0;imdb
El director Paul Matthews, quien también escribió / dirigió la débil película de monstruos de 1995, Grim, claramente no sabe cómo controlar sus películas.;0;imdb
La película es terriblemente aburrida en algunos lugares.;0;imdb
La iluminación es horrible.;0;imdb
La película se ve barata y sosa.;0;imdb
Uno de los aspectos más decepcionantes es la falta de sangre notable.;0;imdb
Esta convención nunca funcionó bien en el pasado, y ciertamente no funciona aquí.;0;imdb
Los efectos visuales fueron impresionantes.;0;imdb
¡La secuencia de apertura de CG en el espacio parecía haberse creado en Microsoft Slideshow por el amor de Dios!;0;imdb
La explosión de los tanques de gas al final fue igual de horrible.;0;imdb
De acuerdo, me considero una crítica justa, así que daré crédito donde se debe el crédito: los efectos de las criaturas fueron realmente geniales.;1;imdb
¡Debes amar esos primeros planos de los dientes babosos y babosos!;1;imdb
Para resumir la película, Breeders es una película de terror terrible y barata que debe evitarse como el virus del ébola.;0;imdb
No recomendado.;0;imdb
Es casi insoportable de ver en la pantalla, tiene poco o ningún carisma, y ​​un tiempo de comedia terrible.;0;imdb
Aparte de su terrible ventaja, esta película tiene muchos otros débitos.;0;imdb
Entiendo que se supone que es una comedia barata de palomitas de maíz, pero eso no significa que tenga que insultar completamente nuestra inteligencia, y escribir de forma tan increíblemente trillada que roza lo ofensivo.;0;imdb
El considerable talento de Lewis Black también se desperdicia aquí, ya que se encuentra en su estado más incendiario cuando no tiene restricciones, lo que la calificación PG-13 ciertamente no permite.;0;imdb
El único punto brillante de la película fue Jonah Hill (quien lucirá casi irreconocible para los fanáticos del reciente Superbad debido a la cantidad de peso que perdió mientras tanto).;1;imdb
Con la originalidad y la frescura de la primera película que ahora se gastó, este remake tuvo poco más que ofrecer.;0;imdb
El presupuesto era evidentemente muy limitado.;0;imdb
Esto se reflejó no solo en el reparto, sino también en el guión que está debajo del par, que tomó mucho del clásico anterior.;0;imdb
Sin embargo, aquí no hubo trabajo decente de actuación, acción o ubicación para equilibrar las cosas.;0;imdb
El cine fue menos expansivo.;0;imdb
No logró transmitir el amplio abanico de paisajes que formaban gran parte del original.;0;imdb
"Generalmente	 sólo le faltaba imaginación.";0;imdb
No recomendado.;0;imdb
¿Es posible que una película se ponga peor que esto?;0;imdb
No hay ninguna trama aquí para mantenerte en marcha en primer lugar.;0;imdb
"Incluso cuando las mujeres finalmente aparecen, no hay signos de mejoría	 Las cosas más esperadas suceden y, para cuando termine la película, es posible que estés profundamente dormido.";0;imdb
Cuidado: esta no es una película de culto trashy, esto es trash -periodo!;0;imdb
¡No puedo creer que haya una secuela de esto!;0;imdb
Que es precisamente por eso que estoy dando una mala crítica!;0;imdb
Siendo un niño de los 90, disfruté mucho de este espectáculo y puedo decir con orgullo que lo disfruté a lo grande e incluso más que las caricaturas clásicas de WB.;1;imdb
Pero Tiny Toons mantuvo el ambiente de los 90 y entregó una de las caricaturas más populares, divertidas y menos valoradas jamás creadas.;1;imdb
Los recuerdos son turbios, pero solo puedo decir que disfruté cada episodio y producto relacionado con el programa.;1;imdb
Fácilmente, ninguna otra caricatura me hizo reír de una manera tierna (antes de meterme en comedias oscuras orientadas para adolescentes).;1;imdb
Todos los personajes eran divertidos y tenían la peculiaridad de no tener un verdadero personaje principal.;1;imdb
Cada personaje era hilarante y merecía ser llamado un protagonista.;1;imdb
Todos los elementos de esta historia fueron tan exagerados, excesivamente falsos y ideados que fue doloroso sentarme.;0;imdb
Sus líneas parecen haber sido ESCRITAS por un niño de quince años, aunque lo están intentando, oh, muy difícil de sonar como un niño de quince años realmente, eh, ya sabes, bueno ... hablar.;0;imdb
Perabo tiene un buen nivel de energía y obviamente es muy cómodo frente a una cámara.;1;imdb
Simplemente no hay excusa para algo tan mal hecho.;0;imdb
Vi esta película y pensé que esta es una película estúpida.;0;imdb
Lo que es aún más estúpido es que ¿quién había pensado en una idea de que debería haber un volcán en Los Ángeles?;0;imdb
Para ser honesto contigo, esto es una tontería increíble y muy tonto.;0;imdb
En conclusión, no me molestaré con esta película porque un volcán en Los Ángeles no es más que una tontería.;0;imdb
La línea de la historia es simplemente horrible!;0;imdb
¡Es simplemente doloroso!;0;imdb
¡Y los acentos son absolutamente abismales!;0;imdb
También hay suficiente hipocresía en esta película para hacerme vomitar.;0;imdb
No pierdas el tiempo viendo esta basura no investigada.;0;imdb
Creo que Pitch Black se hizo bien.;1;imdb
Los personajes son interesantes y usted quiere saber más sobre ellos a medida que la película se prolonga, y creo que la gente se sorprenderá de quién lo hace y quién no.;1;imdb
Ve a verlo!;1;imdb
Omitir viendo esto.;0;imdb
¡Muy divertido!;1;imdb
Mi calificación: sólo 3 de 10.;0;imdb
Los personajes son interesantes y realmente te importan.;1;imdb
Un clásico instantáneo, con una gran banda sonora y una canción pegadiza durante los créditos finales.;1;imdb
No te lo pierdas;1;imdb
Esta es una pieza magistral de creación de películas, con muchos temas a fuego lento y ocasionalmente en ebullición en estas verrugas y en todo el estudio de los años bohemios y autoindulgentes del poeta que abarcan los bombardeos aéreos de Londres y la tranquilidad exterior de un retiro costero galés. - los límites entre la amistad, la lujuria y el amor, la dedicación al arte y la experiencia frente a las preocupaciones prácticas, los celos, la rivalidad, la cobardía y el egoísmo frente al heroísmo y el sacrificio personal y más.;1;imdb
Un guión sutil y maduro que sugiere y ocasionalmente enfoca dramáticamente las tensiones subyacentes está bien acompañado por actuaciones perfectas (aparte de la extraña sonrisa inapropiada que Keira Knightley es propensa, aunque tal vez esté bajo dirección esta vez, como los otros personajes lo mencionan a menudo ).;1;imdb
Pero, sobre todo, la exquisita composición visual de cada momento, con un uso ingenioso y elegante del primer plano, el ángulo de la cámara y la iluminación, incluidas las imágenes puntuales de películas caseras falsas, es una maravilla y alegría para la vista.;1;imdb
Es tan hermoso de ver como Bertolucci, pero las relaciones aquí son más convincentes y la narrativa más atractiva que parte del trabajo de ese maestro.;1;imdb
La premisa básica se desperdicia, ya que está marginada por el enfoque inexplicable en el equipo documental.;0;imdb
En cualquier caso, la película falla en la mayoría de los niveles.;0;imdb
Evitar a toda costa.;0;imdb
Vi esta película en Navidad, y ¡qué gran película fue!;1;imdb
¡Pensé que Errol Flynn era brillante como Custer y desde entonces se ha convertido en mi actor favorito!;1;imdb
Su actuación junto a Olivia De Havilland fue brillante y el final fue fantástico.;1;imdb
Siempre supe que Errol Flynn era un actor brillante, ya que era el actor favorito de mis papás, y crecí viendo sus películas de niño.;1;imdb
Pero no fue hasta que vi esta película que me di cuenta de lo bueno que era en realidad.;1;imdb
¡Le daré a esta película 10 de 10!;1;imdb
Sé que Jim O'Connor era muy enérgico y que nadie podía ser tanto como él, pero George estaba muy aburrido.;0;imdb
"Realmente no parecía querer ser anfitrión	 sus voces en off fueron monótonas, no se involucraron con los invitados.";0;imdb
El encantador y pequeño thriller de Hitchcock, con muchos chanchullos que rodean a un espía asesinado, un niño secuestrado, una iglesia desagradable, un complot extranjero y algunos taxidermistas al azar.;1;imdb
Jimmy Stewart es, como siempre, un gran héroe para Hitchcock, la historia llega a su clímax en una función de embajada, pero carece de la amenazante amenaza del original en blanco y negro y bajo presupuesto de Hitchcock.;1;imdb
Sin embargo, otra película maravillosa del establo del gran maestro.;1;imdb
¡Tengo que decir que esta película fue excelentemente producida y encabeza las clasificaciones como una película de ciencia ficción típica!;1;imdb
Excelente producción de uno de los mejores productores de ciencia ficción Scot Vandiver.;1;imdb
Pero es entretenido, sin embargo.;1;imdb
Es una especie de película de campiña que es una alegría ver.;1;imdb
Apenas hay un momento aburrido en la película y hay muchas partes cómicas.;1;imdb
El elenco es siempre entretenido como siempre.;1;imdb
En general, una delicia!;1;imdb
Esta película es tan espantosamente horrible que ni siquiera podría haber sido creada.;0;imdb
La película carece de miedo o tensión real y parte de la terminología médica utilizada es un poco dudosa por decir lo menos y lo digo como diabético dependiente de la insulina.;0;imdb
Cuanto menos se diga sobre la actuación, mejor.;0;imdb
Esta película hace un excelente trabajo al revelar la complejidad de la tarea y los increíbles desafíos que enfrenta Sudáfrica.;1;imdb
Creo que todos deberían ver esta película, ya que creo que pocas personas fuera de Sudáfrica entienden su pasado y lo que se está intentando en el proceso de Verdad y Reconciliación.;1;imdb
Nada menos que magnífica fotografía / cinematografía en esta película.;1;imdb
La actuación es fantástica, las historias se entretejen a la perfección y los perros son espléndidos ... A debe alquilarse, ver o ver.;1;imdb
No tenga miedo de los subtítulos ... vale la pena un poco de terapia de aversión 10/10;1;imdb
Excelente actuación.;1;imdb
¡Todavía hay buenos actores alrededor!;1;imdb
También gran dirección y fotografía.;1;imdb
Muy fiel a Shakespear, y un 'must' para todos los fanáticos de Shakespear.;1;imdb
Macbeth (Jason Connery) me conmovió hasta las lágrimas con su monólogo final (apagó brevemente la vela). Dio a la esfera de decadencia moral y fuerzas oscuras un rostro humano, lo que lo hace más interesante.;1;imdb
Helen Baxendale es una dama muy creíble, Macbeth, que puede ser muy alegre a veces y, a veces, parece una niña traviesa, pero mortal en su gusto por la sangre y el mal.;1;imdb
Si amas la muerte y la decadencia, y las letras de Shakespears ... esta es la única.;1;imdb
Esta es una ingeniosa y encantadora adaptación del libro del Dr. Seuss, brillantemente animada por el mejor Premio de la Academia de UPA.;1;imdb
Se debe hacer una mención especial a la excelente música y los efectos de sonido, que son un elemento integral para ayudar a hacer de esta una historieta tan memorable y agradable.;1;imdb
Sin embargo, Paul Schrader ha hecho una película sobre Mishima que es a la vez excelente y compleja.;1;imdb
También es notable la cinematografía bellamente nítida y bellamente coloreada de John Bailey y el gran diseño de producción y vestuario de Eiko Ishioka, quien se encargó de hacer los trajes memorables para Dracula de Coppola por los que recibió un Oscar bien merecido.;1;imdb
Incluso teniendo en cuenta los valores de producción pobres para el momento (1971) y el formato (algún tipo de miniserie), esto es baaaaaad.;0;imdb
A menos que solo sea para recopilar visualmente todas las películas existentes del trabajo de Austen, puede omitir esta.;0;imdb
Sin embargo, si lo ves, hay pequeños consuelos: las actrices que interpretan a las hermanas de Anne hacen un trabajo maravilloso con sus roles.;1;imdb
No es bueno.;0;imdb
Hablando de la música, es insoportablemente predecible y kitchy.;0;imdb
Entonces la película acaba de caer la pelota.;0;imdb
Esta es una película impresionante.;1;imdb
Cruda y sublimemente conmovedora.;1;imdb
Se sentía como una obra de teatro inteligente y muy apasionante (pero sin la sensación demasiado teatral que realmente se siente al ver a la gente en un escenario) que juega con el terror de todos de una mentira blanca que se eleva a consecuencias monstruosas.;1;imdb
Todos los jugadores principales son fascinantes.;1;imdb
Tom Wilkinson rompió mi corazón al final ... y todos los demás juzgan por la torpeza de los pañuelos y las manos que se enfrentan a hombres y mujeres por igual.;1;imdb
Julian Fellowes ha triunfado de nuevo.;1;imdb
Es un tesoro nacional.;1;imdb
¡VE Y VÉLO!;1;imdb
Esta es una película excelente.;1;imdb
Las escenas aéreas estaban bien hechas.;1;imdb
También era el equilibrio justo entre la guerra y el amor.;1;imdb
La película le da sentido a la frase: Nunca en la historia de los conflictos humanos tanto se ha debido tanto a tan pocos.;1;imdb
Kris Kristoffersen es buena en esta película y realmente hace una diferencia.;1;imdb
¡Una buena película de un gran director!;1;imdb
Este es definitivamente uno de los mejores documentales que he visto sobre las relaciones familiares y el matrimonio.;1;imdb
Hay muchos errores de continuidad: otro usuario comentó sobre diferentes autos en el garaje, las gafas de Joe ... el que más me llamó la atención fue el hecho de que la configuración del vello facial de Joe parecía cambiar de escena a escena.;0;imdb
Esto es sólo una gran película.;1;imdb
10 de 10 estrellas.;1;imdb
No puedo ver cómo esta película puede ser una inspiración para que cualquiera pueda salir o superar el miedo y el rechazo.;0;imdb
Es tan malo que realmente vale la pena verlo solo por esa razón.;0;imdb
Punishment Park es una brillante pieza de cine.;1;imdb
Filmado en el desierto del sur de California con su patente de falso estilo documental, Watkins crea una película como ninguna otra.;1;imdb
Esta es una de las películas más accesibles de Peter Watkins.;1;imdb
Te aconsejo que lo cuides.;1;imdb
¡No te arrepentirás!;1;imdb
Muy recomendable A +;1;imdb
Bueno ... solo si sigues pensando en lo malo que es.;0;imdb
Es un pedazo de basura mediocre, miserable, hueco, risible y predecible.;0;imdb
Es un caso de 'tan malo que es ridículo'.;0;imdb
) muy mal desempeño juega Angela Bennett, una experta en computación que está en casa todo el tiempo.;0;imdb
Es una película sobre nada, solo un pretexto para mostrar escenas de acción ridículas.;0;imdb
¡Qué horrible es ella!;0;imdb
Pero sigue siendo una mala actriz, repitiendo los movimientos de su rostro robótico en cada una de sus imágenes.;0;imdb
Los resultados, bueno, son una vergüenza.;0;imdb
¡ELIMINA esta película de tu mente!;0;imdb
Uno de los peores shows de todos los tiempos.;0;imdb
El show comenzaría con comentarios inteligentes que serían totalmente fuera de lugar y fuera de lugar.;0;imdb
El gordo geek de la computadora era increíble, el golpeador de la biblia, la chica mala, ¿quiénes son estos actores?;0;imdb
Nunca he oído hablar de ninguno de ellos, excepto Cole, que era totalmente increíble en la parte.;0;imdb
Cada vez que él abrió la boca que esperas oír, ves a los niños ... Sacar el tapón fue un asesinato piadoso para este espectáculo horrible.;0;imdb
Las historias eran tan increíbles como los actores.;0;imdb
Lame sería la mejor manera de describirlo.;0;imdb
Stanwyck y Morgan están perfectamente fundidos en lo que es, en muchos sentidos, un equivalente moderno al villancico de Dickens en su sensibilidad.;1;imdb
El éxito de la película depende del casting de Sydney Greenstreet como el personaje de Alexander Yardley.;1;imdb
El atractivo conjunto utilizado en la mayor parte de la película es una joya agradable a la vista.;1;imdb
También soy un gran fanático de los juegos de rol, pero esta película es una vergüenza para cualquier RPG que se precie.;0;imdb
Las líneas, los cortes, el audio, todo está mal.;0;imdb
Puedes encontrar mejores películas en youtube.;0;imdb
Línea superior: no pierda su tiempo y dinero en esto, es tan malo como viene.;0;imdb
Una película de Lassie que debería haberse puesto a dormir ... PARA SIEMPRE.;0;imdb
Así es como describiría esta dolorosa y triste pérdida de tiempo de una película.;0;imdb
Tan mediocre en todos los aspectos que simplemente se convierte en un desastre aburrido y sin interés, esta es una de las películas más olvidables que he visto.;0;imdb
Ni siquiera es un logro como una película tan mala es buena o tan mala es memorable.;0;imdb
Es una cáscara vacía y hueca de una película.;0;imdb
En serio, no vale la pena desperdiciar tu tiempo o el de tus hijos.;0;imdb
¡Evita, evita, evita!;0;imdb
Te volverá loco ladrar!;0;imdb
Los traslados son muy buenos.;1;imdb
Muy agradable y relajante tarde por la noche viendo.;1;imdb
La película está llena de maravillosos bailes (de ahí el título!;1;imdb
) un poco de buena música, y un paisaje fantástico.;1;imdb
Maneja algunos problemas difíciles con dignidad y gracia, y, por supuesto, tiene (¡spoiler impactante aquí!;1;imdb
) un final feliz, maravilloso, se siente bien!;1;imdb
El punto es el viaje, un viaje que toca a todos los miembros de la familia.;1;imdb
Es una de las películas que necesito ver cada vez que aparece en la televisión ... ¡no importa el hecho de que ya lo tengo memorizado!;1;imdb
Nada nuevo allí.;0;imdb
Eso se hizo en la segunda película.;0;imdb
La película casi no tiene escenas de acción y muy poca comedia.;0;imdb
La trama tiene más agujeros que un par de medias de red y la dirección y la edición son asombrosamente puñetazos.;0;imdb
¿Qué diablos está haciendo Irons en esta película?;0;imdb
Acabo de ver esta película y la recomiendo.;1;imdb
Tiene una trama muy buena, tiene toda su atención, la actuación es excelente, Tom Wilkinson fue fantástico y Emily Watson también fue muy buena.;1;imdb
Una muy buena película, de verdad, sobre un gran amor incondicional.;1;imdb
El personaje de Tom Wilkinson es un hombre que no está preparado para la dura prueba que está a punto de comenzar, pero toma el asunto en la mano a medida que avanza la historia, y este gran actor ofrece una actuación que te hace sentir la angustia y el sufrimiento del personaje.;1;imdb
El personaje de Emily Watson es muy fuerte, y solo tiene que echarle un vistazo rápido y usted entiende todo.;1;imdb
A pesar de las críticas de los críticos, me gustó esta película.;1;imdb
De hecho, me gustó más que Entrevista con un vampiro y me gustó este Lestat (Stuart Townsend) más que el intento de Cruise.;1;imdb
Aailiyah era bastante buena como Akasha, en lugares atractivos (su primera escena de entrada y mini baile).;1;imdb
Soy un gran fan de esta serie debido principalmente al estilo, las sensibilidades y los tratamientos de Anne Rice.;1;imdb
Supongo que me gustaron los detalles de su disfunción, era creíble.;1;imdb
Las escenas de fútbol al final fueron desconcertantes.;0;imdb
Pero pensé que su actuación era hábil.;1;imdb
Meredith M era mejor que todo bien.;1;imdb
Una película muy encantadora con un maravilloso sentimiento y corazón.;1;imdb
Es raro que un cineasta se tome el tiempo de contar una historia moral digna con cuidado y amor que no caiga en la trampa de ser demasiado meloso o demasiado indulgente.;1;imdb
Nueve de cada diez para una película verdaderamente encantadora.;1;imdb
Esta temprana película del futuro goremeister Lucio Fulci es una muy buena adición al subgénero giallo.;1;imdb
Este es uno de los mejores thrillers italianos de principios de los 70's.;1;imdb
Una escena sobresaliente.;1;imdb
Esta escena es muy fuerte y desagradable.;0;imdb
Técnicamente, la película está bien hecha con un impresionante trabajo de cámara, una actuación sólida y una música eficaz de Riz Ortolani. Una voz femenina no acompañada recurrente que suena como si viniera de una colina lejana.;1;imdb
Sin embargo, sigue siendo algo salvaje y es muy recomendable para los fanáticos del cine giallo.;1;imdb
La película fue muy interesante de principio a fin.;1;imdb
Me gustó la forma en que el personaje de Dustin Hoffman estaba listo para hacer casi todo para quedarse con su hijo.;1;imdb
Esta película también es reveladora.;1;imdb
Personalmente, creo que muestra que las personas deben aprender a encontrar un compromiso sin involucrar a otras personas en el tema.;1;imdb
Y fue aburrido.;0;imdb
Estoy tan cansada de los clichés que es solo una escritura perezosa, y aquí vienen de forma rápida y espesa.;0;imdb
PD: la única escena en la película que fue genial es cuando el personaje central encuentra su habitación estallada.;1;imdb
Es un efecto fresco, sutil y bastante sublime.;1;imdb
Un crítico italiano llamó a esta una pequeña película genial, y eso es correcto.;1;imdb
Todos los actores brindan una maravillosa actuación, especialmente Jennifer Rubin como Jamie Harris, quien se transformó de la estrella nerviosa al principio a través de los eventos extraños de los que es parte en la estrella fría.;1;imdb
Aprendes mucho sobre las verdaderas emociones internas de las personas en esta película, y mucho sobre el negocio cinematográfico en sí.;1;imdb
La película en situaciones de películas al principio y durante el juego que juega con ella el entrenador interino es fascinante.;1;imdb
También la música de Mark Snow es posiblemente la mejor partitura que he escuchado.;1;imdb
¡No olvidarás esta película!;1;imdb
¿Por qué se hizo esta película?;0;imdb
La película tiene un aspecto ultra-barato.;0;imdb
El resultado es una película que simplemente no se ve bien.;0;imdb
Ninguno de ellos es atractivo o emocionante.;0;imdb
La trama es una tontería que no le interesa en lo más mínimo ni tiene ninguna singularidad.;0;imdb
El extranjero no vale ni un segundo de tu tiempo.;0;imdb
Lo vi como un niño en la televisión en 1973, cuando era The Stranger y me encantó.;1;imdb
Pero el dúo entre el astronauta y su médico al comienzo de la película es un intercambio perfecto si se considera que esta película se realizó durante la Guerra Fría y el mayor temor de los astronautas es que se haya estrellado en la URSS.;1;imdb
¡Esta película es tan impresionante!;1;imdb
Me encantó, fue realmente aterrador.;1;imdb
Me encantan las películas de Scream y todas las películas de terror, y esta se ubica muy arriba.;1;imdb
Si quieres un verdadero miedo alquila este!;1;imdb
10/10;1;imdb
Esta es una película extraordinaria.;1;imdb
Como un drama judicial, es convincente, como una acusación al sistema de justicia estadounidense, es aterrador.;1;imdb
Esta película destaca los defectos fundamentales del proceso legal, que no se trata de descubrir la culpa o la inocencia, sino que trata de quién se presenta mejor en el tribunal.;1;imdb
La película tiene buen ritmo, es discreta y es uno de los mejores documentales de la corte que he visto.;1;imdb
Este drama televisivo, en su mayoría de rutina, se ve impulsado por el excelente desempeño de Cole.;1;imdb
Predecible, pero no es un mal reloj.;1;imdb
Estaba claro que ella tenía el alcance y la capacidad para llevar a cabo esta parte.;1;imdb
Ella lleva bien la película.;1;imdb
Constantino le da a todo la intensidad correcta y parece tener una buena comprensión de las motivaciones psicológicas subyacentes.;1;imdb
Es maravilloso e inspirador verlo, y espero que se publique nuevamente en un video o DVD.;1;imdb
La forma en que se lanzó esta basura fue más allá de mí: la actuación, la historia, los personajes, los efectos supuestamente especiales, etc. Todo está mal.;0;imdb
De hecho, este hedor huele a un lanzamiento directo a video.;0;imdb
Evitar a TODOS los costos!;0;imdb
Star Trek V La última frontera es la peor de la serie.;0;imdb
La actuación de todos los involucrados y eso incluye a aquellos como Shatner y Nimoy es malo, se lava y hace que parezcan tan viejos como se ven en la vida real, los efectos especiales son pegajosos, como cuando Spock tiene que rescatar a Kirk en un jet pack cuando cae. desde una montaña.;0;imdb
Los intentos de humor fueron lamentables y la historia es tan horrible que no puedo pensar en lo que básicamente involucra a un vulcano que roba el Enterprise para encontrar a Dios (en serio) simplemente no me importaba nada de esta película y oh no mencionar que lo hace Uhura Una danza del vientre para distraer a los guardias masculinos.;0;imdb
El único lugar bueno para esta película es en la basura.;0;imdb
El peor de la serie.;0;imdb
Edición: La edición de esta película fue fenomenal en mi opinión.;1;imdb
Cuando una canción podría explicar mejor las emociones de los sujetos, como cuando la desafortunada vida de Jay Adams fue tema de conversación, se interpretó la canción Old Man de Neil Young, que evoca muchas emociones.;1;imdb
Cinematografía: La película fue filmada de una manera interesante.;1;imdb
Por supuesto, las imágenes de los años 70 fueron granulosas, pero eso solo mejoró la película.;1;imdb
Esta película ofrece muchas delicias y sorpresas.;1;imdb
Cuando Achille y Philippa cantan bellamente un dueto de Don Giovanni que describe perfectamente su situación en la película, aprecias las capas sutiles de esta excelente película.;1;imdb
La historia se desarrolla en el siglo XVIII en Jutlandia y el uso de música de época tocada en instrumentos de época es solo un toque fino más.;1;imdb
