horas_estudio_dia,asistencia_pct,nota_previa,tareas_entregadas_pct,horas_sueno_dia,participacion_pct,ausencias_semestre,tutorias_mes,nota_final
2.25,86.37,3.94,96.16,8.42,77.32,6,3,4.75
1.08,75.19,3.09,92.31,8.41,86.65,9,3,3.81
5.34,57.77,4.23,64.82,5.11,59.17,10,4,4.41
4.38,68.26,2.82,77.03,8.93,84.93,9,2,4.10
3.00,69.18,2.91,64.49,8.87,40.25,0,2,4.00
2.30,90.53,4.50,50.56,6.27,48.08,6,4,4.51
1.58,73.86,2.48,93.78,7.78,61.32,1,3,3.85
4.17,79.27,2.85,69.77,5.92,54.07,8,1,4.00
1.87,58.22,3.69,89.99,8.46,53.79,10,0,3.75
2.21,81.62,3.01,58.42,6.10,45.68,9,4,3.79
1.08,74.50,2.94,51.70,7.07,60.54,6,0,3.38
3.39,99.40,4.25,98.76,5.35,54.73,10,3,5.00
0.56,91.58,2.82,74.79,5.65,68.59,2,0,3.94
5.08,71.13,4.19,58.35,5.99,41.39,0,3,4.93
3.60,84.41,3.30,84.34,6.65,80.90,10,1,4.43
2.65,78.44,3.74,53.24,8.60,50.92,9,2,3.91
4.55,89.65,4.56,85.51,6.20,80.04,1,3,5.00
0.70,98.48,2.89,50.43,8.72,61.49,10,4,3.74
2.85,66.32,4.36,67.61,7.58,69.55,5,1,4.38
3.37,77.03,2.19,99.78,5.06,84.14,4,3,4.33
2.96,80.00,2.85,50.80,7.66,65.15,0,3,4.19
4.46,88.57,2.26,77.46,5.32,97.67,4,1,4.22
3.17,66.87,4.67,99.91,6.94,37.42,5,1,4.60
3.61,68.87,4.15,65.40,5.05,75.78,0,1,4.32
2.24,77.25,2.58,93.55,7.78,57.00,1,4,4.28
0.87,62.48,4.20,58.67,8.87,93.87,7,0,4.07
1.05,64.80,2.68,77.97,8.77,81.43,5,3,3.70
3.75,80.88,3.47,83.65,6.90,35.98,10,0,4.12
0.64,56.82,4.25,98.79,5.66,41.30,7,0,3.84
2.16,94.74,4.41,89.42,6.99,79.16,7,1,4.84
5.11,65.39,3.58,95.15,7.28,71.07,3,4,4.77
5.20,80.34,2.52,55.59,7.56,46.05,0,3,4.03
1.69,97.17,2.24,96.80,7.48,56.10,1,3,4.29
1.43,60.50,3.87,69.96,7.34,55.87,7,0,3.82
0.79,78.40,4.48,59.56,7.26,76.75,0,1,4.58
3.31,64.77,3.73,56.49,7.17,86.78,6,1,4.19
1.12,56.13,4.18,95.52,5.01,94.48,9,1,4.20
3.95,80.21,4.11,69.56,7.90,43.32,2,3,4.79
5.47,58.35,4.26,79.45,8.04,37.85,10,0,4.61
1.46,89.06,3.16,79.17,6.24,79.73,2,3,4.26
1.34,94.13,4.53,92.02,7.36,46.38,5,2,4.82
4.50,72.83,2.69,54.65,7.24,99.85,3,2,4.25
1.36,58.08,2.45,84.60,8.02,68.75,10,0,3.21
3.28,97.56,2.68,70.21,7.02,62.30,3,1,4.56
4.12,57.34,2.89,98.73,7.48,35.77,6,4,4.41
3.69,80.40,4.07,85.31,8.54,92.57,6,1,5.00
1.81,83.72,3.77,91.14,5.15,36.43,4,2,4.41
5.14,79.95,3.79,74.51,5.82,51.94,2,3,4.86
1.96,84.03,3.72,88.33,7.56,52.80,9,2,4.40
4.17,84.56,3.18,78.26,5.96,82.88,7,4,4.25
3.88,68.32,4.35,74.99,8.85,42.63,2,2,4.71
3.28,62.01,2.97,50.16,6.97,54.83,7,0,3.54
4.11,93.84,4.14,80.87,7.65,92.03,10,4,5.00
4.33,93.15,4.19,76.70,5.80,95.68,1,3,5.00
1.93,57.78,4.29,53.28,8.86,43.68,6,4,3.87
3.30,86.64,4.62,65.40,5.58,65.95,3,0,4.71
4.55,87.81,2.32,82.50,8.87,40.53,3,1,4.34
3.94,72.87,2.40,58.08,5.63,69.26,4,0,3.82
1.37,57.33,3.87,74.35,6.81,67.91,4,0,3.95
4.45,70.82,3.46,58.10,8.32,63.79,10,2,4.41
3.33,85.58,3.38,74.76,6.57,95.33,0,2,4.60
4.51,94.35,3.47,73.23,6.72,71.81,7,1,4.69
3.58,88.50,4.23,79.83,8.79,60.34,0,0,4.78
0.73,99.05,2.17,73.72,8.85,95.92,0,4,3.86
3.55,57.69,4.39,55.64,7.94,69.03,6,4,4.36
1.76,79.53,2.03,98.12,6.99,65.99,0,1,3.83
1.31,88.46,3.24,86.67,6.03,71.71,5,3,4.19
4.62,65.01,3.56,52.94,6.81,57.49,0,3,4.12
3.27,82.93,4.40,94.87,7.31,50.44,9,0,4.86
1.98,72.28,3.67,69.27,6.45,94.05,8,0,3.83
5.02,96.93,2.24,96.50,8.92,56.59,2,3,4.83
1.18,72.77,2.97,98.72,6.74,79.83,7,1,3.98
3.29,84.08,3.26,78.92,6.80,57.04,0,3,4.51
5.12,73.37,4.64,65.37,5.97,35.48,6,4,5.00
1.89,66.41,2.18,76.40,5.24,39.61,6,3,3.46
4.30,90.46,4.44,57.04,5.80,49.77,6,0,5.00
0.87,91.23,3.91,84.87,5.87,36.73,8,3,3.87
4.00,88.33,2.57,51.82,7.64,51.65,10,2,4.12
4.01,93.89,3.81,66.10,6.04,77.25,10,3,4.49
0.84,69.00,3.63,79.34,7.13,40.86,7,2,3.63
1.41,70.18,2.09,89.17,8.31,87.14,4,1,3.62
3.71,77.85,3.72,90.95,7.82,74.61,1,0,4.91
1.06,72.45,4.17,71.94,6.11,50.20,8,4,3.92
4.47,98.36,3.72,52.65,8.34,40.82,5,0,4.66
2.35,71.49,2.99,69.06,7.14,68.50,4,0,4.06
4.64,73.00,4.25,93.27,7.90,43.58,5,1,5.00
4.00,68.52,4.64,61.71,5.44,55.31,7,3,4.75
5.19,62.31,3.41,51.21,7.33,35.59,3,1,4.20
2.63,83.71,2.34,85.13,5.54,48.78,0,2,3.91
1.18,58.22,3.16,53.91,5.58,59.93,10,3,3.20
3.61,76.05,2.25,77.77,6.92,36.04,2,1,3.99
2.60,96.72,3.01,78.02,6.03,73.94,4,1,4.09
1.86,86.19,3.60,93.40,7.88,40.61,2,4,4.57
3.43,91.99,4.31,71.99,6.24,35.87,2,4,4.87
3.15,98.27,4.68,89.88,7.76,36.76,2,1,5.00
1.87,75.31,3.27,86.06,5.10,46.38,7,0,3.88
4.09,56.66,2.82,77.30,6.41,43.83,2,3,3.91
2.00,61.21,3.24,69.08,7.68,67.54,3,1,4.04
3.52,67.92,2.48,79.71,7.18,78.81,1,0,3.97
2.19,98.54,3.87,85.28,7.39,54.01,8,4,4.88
3.84,74.99,2.55,96.32,8.01,44.64,4,4,4.28
5.13,78.19,2.66,99.82,8.92,60.61,5,2,4.84
5.36,85.42,3.72,62.23,6.50,79.29,3,2,4.93
1.45,99.66,4.26,94.94,7.99,53.39,9,3,4.65
2.97,85.47,4.17,51.67,8.92,93.80,0,4,4.93
2.91,94.16,3.98,86.47,6.79,49.07,2,3,5.00
2.37,77.54,4.18,53.59,8.37,53.77,6,1,4.19
2.00,93.91,2.24,91.58,8.01,41.59,5,3,3.81
5.50,60.88,2.89,77.32,8.56,65.46,0,3,4.44
3.69,74.17,3.77,65.36,8.23,46.32,10,1,4.43
1.81,75.01,3.03,89.69,6.99,94.85,7,2,4.25
5.39,84.45,3.13,68.80,6.02,72.78,7,1,4.65
4.05,88.14,3.12,59.64,7.41,85.76,2,2,4.65
1.10,73.23,4.46,76.20,7.14,81.18,2,2,4.38
5.12,68.91,2.40,74.08,6.17,42.76,6,4,4.13
5.35,77.41,3.48,56.71,5.91,47.65,1,4,4.47
5.29,83.06,2.32,60.99,5.55,52.68,6,4,3.86
1.71,66.11,3.95,56.92,5.02,39.39,1,1,3.85
5.17,78.85,3.76,78.89,8.81,38.44,1,1,4.88
4.67,60.95,2.61,92.22,5.88,66.55,8,4,4.15
3.50,57.33,3.51,89.24,6.25,88.51,10,3,4.28
1.90,58.91,4.55,56.77,6.79,96.07,8,1,4.28
3.00,91.53,2.89,73.63,7.18,67.33,2,4,4.49
5.31,98.14,3.26,90.37,6.85,93.79,6,1,5.00
0.88,90.59,4.44,63.48,6.66,63.42,3,4,4.60
4.94,72.46,3.77,82.98,5.28,94.92,4,2,4.97
3.30,88.85,3.53,59.09,6.99,73.23,2,0,4.60
3.79,76.68,2.95,91.99,8.77,52.07,8,2,4.07
3.75,90.99,4.55,79.18,8.12,75.78,6,1,4.89
2.47,78.46,4.50,99.11,5.91,85.12,6,2,5.00
4.84,72.05,3.50,67.25,5.42,91.88,0,0,4.73
1.95,74.40,2.31,97.78,8.80,62.10,5,0,3.73
4.23,58.79,3.66,65.41,7.92,58.98,6,4,4.41
2.36,97.01,4.16,64.41,6.39,86.64,4,0,4.79
4.74,57.23,2.17,83.44,8.83,66.25,10,1,3.65
1.01,99.66,3.14,99.58,7.36,58.39,3,3,4.49
4.49,58.17,4.60,56.88,8.21,86.55,0,2,5.00
4.93,56.77,3.91,96.31,8.60,81.11,8,0,4.81
1.85,76.10,2.80,62.29,5.31,47.42,3,1,3.39
2.60,83.84,2.67,60.62,7.80,70.63,7,2,3.67
3.85,56.71,2.26,87.62,6.89,41.17,0,3,3.75
3.14,98.75,2.07,80.77,7.48,72.36,3,4,4.26
3.60,90.69,2.65,89.46,5.35,64.07,1,1,4.25
5.21,99.34,2.06,85.82,7.23,43.75,8,2,4.60
4.18,87.25,3.06,54.55,8.75,47.87,8,2,4.36
3.69,58.11,2.97,89.47,8.21,54.74,2,1,4.36
2.94,87.63,2.60,82.89,5.75,99.12,0,1,4.49
1.69,83.02,4.50,61.00,6.78,63.37,1,1,4.43
4.49,67.58,2.43,86.92,5.68,46.32,0,0,4.13
1.71,56.10,2.04,91.55,5.50,46.62,2,3,3.44
5.50,92.33,3.16,96.12,6.97,68.90,6,2,5.00
0.68,86.56,2.81,56.70,8.76,72.00,1,4,4.00
1.70,85.20,2.90,92.13,6.82,47.26,9,3,3.96
1.52,75.15,2.73,60.71,5.43,84.55,1,1,3.61
3.58,55.92,2.57,74.93,8.46,48.06,8,4,3.81
1.68,78.45,3.11,81.75,6.05,64.19,2,0,3.76
5.47,80.20,2.37,53.79,5.24,46.58,8,1,4.09
1.68,57.01,4.53,76.27,6.92,83.68,10,3,4.01
4.38,78.44,4.17,77.67,6.54,49.22,7,0,4.96
1.34,79.48,2.13,80.30,8.05,52.32,2,2,3.52
3.97,79.64,4.64,90.97,6.55,84.44,4,1,5.00
3.62,86.20,4.48,61.39,8.10,38.12,2,4,4.94
2.57,79.10,3.09,93.90,5.56,77.38,2,3,4.42
5.20,96.42,3.79,83.08,5.08,70.97,10,4,5.00
3.71,95.89,4.41,71.76,8.48,63.71,5,3,4.98
2.45,92.08,2.32,79.52,6.30,58.49,2,4,4.02
3.28,85.42,3.81,60.69,5.47,86.64,0,0,4.80
1.07,89.54,2.97,97.35,5.18,53.61,8,0,4.11
2.60,80.87,3.30,99.44,5.82,81.85,1,0,4.48
4.48,58.28,2.28,85.36,5.48,82.07,8,1,4.02
0.79,94.93,3.69,78.30,8.27,66.39,6,1,4.26
2.06,55.98,2.41,64.26,6.76,41.78,7,4,3.48
1.47,70.96,4.62,77.46,6.90,95.15,6,1,4.57
5.28,71.48,4.14,91.68,6.77,87.71,1,4,5.00
0.81,75.37,3.06,71.40,5.58,80.64,0,3,3.61
1.95,70.65,4.41,82.93,7.29,96.15,5,4,4.85
2.44,72.40,3.78,94.86,6.18,51.00,2,3,4.29
5.15,62.46,3.12,87.61,8.81,93.86,2,2,4.64
3.80,63.42,4.17,85.02,5.74,68.35,5,1,4.64
1.94,75.61,2.02,82.98,6.05,84.71,7,1,3.68
1.92,58.51,4.42,70.19,8.82,64.49,10,2,4.36
1.80,58.21,3.57,53.98,8.51,92.40,0,3,4.03
0.82,68.55,3.78,64.94,6.12,38.83,7,3,3.65
1.77,83.20,4.22,57.76,6.72,72.34,3,4,4.33
1.90,66.69,3.03,84.76,5.82,35.68,5,3,4.04
1.69,74.22,2.95,82.37,7.54,44.56,5,3,3.76
1.52,98.85,4.25,59.42,7.70,36.92,5,3,4.48
4.02,96.24,2.39,63.08,8.36,44.91,1,0,4.39
3.76,75.39,2.19,84.06,7.38,83.72,5,0,4.27
1.51,64.13,3.28,73.82,8.54,55.38,7,2,3.81
2.20,79.79,4.27,99.01,7.71,87.79,8,0,4.67
1.46,73.20,4.37,78.69,7.48,35.94,3,0,4.18
1.10,59.37,3.78,72.13,5.44,58.86,7,0,3.64
4.90,75.71,2.11,72.97,7.20,53.34,1,3,3.96
2.55,86.18,4.36,58.94,8.24,46.22,5,3,4.64
1.68,55.81,3.15,55.89,8.75,64.83,3,2,3.49
2.16,69.06,4.38,80.15,6.27,89.19,1,0,4.48
4.78,85.51,2.51,89.48,7.98,36.75,5,1,4.71
1.25,98.10,3.38,74.93,6.58,95.44,0,1,4.39
2.88,83.40,3.17,66.65,6.68,52.22,9,2,4.13
2.06,79.94,4.73,64.32,8.15,83.02,4,0,4.86
3.63,68.39,4.75,99.25,6.46,74.86,6,2,5.00
5.28,92.36,2.82,94.70,5.33,40.88,3,3,4.66
2.94,59.71,4.46,91.92,7.78,58.93,4,2,4.79
2.96,73.03,3.09,99.29,6.97,59.09,9,0,4.19
2.50,96.72,3.85,70.62,5.45,99.01,0,1,4.77
3.16,81.37,3.06,63.19,5.36,75.80,4,1,4.11
5.36,84.88,2.35,93.41,5.98,69.32,1,3,4.56
3.97,80.04,2.90,88.50,5.50,64.40,3,1,4.49
2.85,76.76,3.78,97.97,5.25,38.31,6,2,4.47
4.77,73.29,2.86,83.06,5.68,72.85,1,3,4.64
3.94,91.12,3.32,50.35,6.05,50.45,2,4,4.54
4.29,98.78,2.84,60.07,6.00,92.56,5,1,4.46
4.83,55.17,4.15,77.06,6.06,92.78,5,2,4.62
0.81,75.78,3.81,57.63,7.20,62.52,8,4,4.02
1.15,73.02,4.05,69.10,6.07,70.58,1,0,4.03
4.31,93.57,4.80,89.34,5.31,56.38,7,3,5.00
5.28,94.89,4.06,84.71,8.16,80.64,8,1,5.00
3.09,74.53,4.36,79.49,7.07,48.55,6,1,4.48
1.96,63.91,4.66,84.18,7.64,70.27,1,0,4.43
3.92,65.61,2.32,69.71,5.04,77.83,9,0,3.93
0.68,79.08,3.80,91.26,8.21,89.01,10,1,4.48
4.73,63.55,4.73,55.71,6.67,35.83,4,0,4.67
2.97,75.77,3.94,55.53,7.98,75.14,4,3,4.37
1.30,93.66,4.53,56.45,7.74,37.56,0,4,4.56
1.98,77.74,4.60,94.45,5.02,43.68,5,0,4.72
4.25,66.02,4.12,84.65,7.52,45.61,5,0,4.74
2.88,72.33,3.05,92.95,7.04,38.22,4,0,3.87
4.07,97.15,4.68,98.97,5.17,62.36,1,4,5.00
2.98,95.66,2.23,70.01,7.37,98.44,6,3,4.07
2.87,92.99,3.48,83.75,7.26,36.83,5,1,4.48
2.40,94.50,2.06,90.40,7.21,41.22,2,2,3.97
1.41,74.50,2.75,53.18,8.64,39.40,10,1,3.39
0.72,74.50,3.59,83.27,6.99,76.49,10,1,3.84
2.87,99.65,2.83,71.51,8.24,66.09,8,0,4.04
4.09,96.30,3.58,53.29,5.90,99.53,9,2,4.60
2.16,81.09,2.62,82.06,5.27,94.30,9,3,3.83
5.09,61.02,3.69,65.27,6.37,47.90,5,4,4.30
3.77,65.82,4.75,68.77,6.67,59.26,8,1,4.67
4.96,67.02,3.34,99.70,5.80,54.76,7,4,4.43
1.06,98.79,3.12,97.61,7.06,55.40,4,0,4.09
3.05,94.86,2.41,81.94,6.31,96.45,0,1,4.31
5.45,61.19,4.52,76.33,6.76,87.90,7,0,4.84
1.49,79.74,2.51,57.61,5.41,37.73,1,4,3.57
4.26,98.91,2.57,78.35,5.45,38.11,7,2,4.42
4.31,79.15,2.09,93.36,6.73,52.58,10,1,4.22
3.13,80.02,3.72,74.75,5.81,99.32,3,1,4.41
5.25,70.43,3.33,80.93,5.76,37.07,4,4,4.35
2.11,97.75,2.38,60.08,5.05,42.66,0,1,3.67
2.97,75.17,3.38,91.71,5.10,61.41,5,1,4.37
3.01,99.50,3.55,71.76,5.42,58.48,2,1,4.62
5.29,69.04,4.60,64.64,8.29,97.76,5,4,5.00
2.67,89.58,3.65,56.06,7.02,37.48,7,2,4.18
1.65,59.58,3.34,85.44,8.46,57.39,2,2,4.07
0.72,71.74,4.41,50.10,8.97,60.82,1,2,4.08
1.39,64.13,3.71,90.37,7.29,38.00,1,3,4.20
4.36,94.87,4.15,60.84,7.19,87.80,8,1,5.00
3.79,67.67,2.20,90.82,6.02,70.36,3,4,4.08
5.15,86.77,4.37,87.50,7.10,52.44,5,0,5.00
4.90,62.95,4.26,78.79,7.23,68.67,9,1,4.93
2.52,55.32,2.95,52.20,6.32,81.51,10,3,3.35
2.94,73.62,3.16,82.71,7.24,57.57,4,0,4.42
3.52,98.52,4.50,94.58,8.64,38.09,8,2,5.00
2.79,55.69,4.61,81.68,8.67,80.64,3,1,4.52
2.63,99.44,3.43,90.25,5.26,74.24,0,4,4.78
2.77,96.84,4.12,61.29,5.13,38.49,10,3,4.24
2.39,61.36,3.32,52.38,6.35,58.90,8,1,3.77
1.59,87.92,2.97,58.38,5.47,65.37,3,1,3.83
1.66,74.65,3.10,66.98,7.63,41.35,10,3,3.69
3.95,75.94,4.26,89.97,8.57,66.37,9,0,4.94
1.09,90.92,3.12,76.91,8.21,95.75,10,2,4.07
3.94,63.85,2.91,94.92,8.73,44.42,7,3,4.12
2.28,63.10,4.71,57.48,6.06,83.44,9,3,4.21
4.07,55.73,2.47,91.57,6.30,42.21,4,3,3.97
3.61,90.04,4.77,89.81,8.94,46.16,0,3,5.00
5.26,60.20,2.20,94.59,6.58,78.14,1,4,4.14
3.55,75.34,2.02,90.10,7.41,44.30,7,3,3.81
3.56,71.49,4.56,60.75,5.00,75.98,7,2,4.85
3.07,93.22,4.61,99.87,8.59,62.11,6,1,5.00
1.29,75.33,4.44,98.07,7.59,94.37,4,2,4.66
3.07,96.96,4.68,70.07,6.88,74.64,10,3,4.99
3.39,61.48,3.98,85.20,7.25,52.31,4,4,4.73
2.18,62.93,3.98,79.11,8.94,50.69,5,2,4.16
2.60,96.68,4.12,69.49,5.17,39.29,0,1,4.77
2.05,74.29,4.25,95.95,6.00,90.99,3,0,4.52
2.07,55.90,2.80,70.14,8.25,81.84,9,2,3.65
3.95,60.80,3.15,70.16,6.84,91.25,1,1,4.15
1.60,78.39,2.65,53.12,7.07,70.18,6,1,3.43
3.13,87.56,2.88,54.52,5.34,37.59,10,0,3.90
0.75,75.62,4.71,73.08,7.26,69.31,2,3,4.80
4.06,60.48,2.37,50.02,8.97,82.10,1,0,3.93
3.68,88.94,2.12,64.93,7.26,76.28,7,1,4.12
4.57,76.28,4.38,96.29,7.48,88.93,1,4,5.00
2.75,96.16,2.37,74.60,6.98,89.27,1,2,4.45
3.73,81.38,4.11,75.54,5.56,58.71,7,0,4.72
1.95,94.61,3.37,80.55,6.14,79.06,0,1,4.47
3.52,98.81,3.11,90.82,5.62,89.97,5,0,4.82
5.11,98.62,2.35,66.22,6.26,74.55,1,0,4.91
2.39,64.99,3.51,91.53,8.90,86.11,10,4,4.09
3.34,66.81,4.26,76.21,8.71,56.70,10,3,4.31
1.26,68.47,3.14,67.16,8.04,87.34,8,4,3.71
2.61,97.35,3.19,77.09,7.39,92.59,3,3,4.94
3.71,58.60,2.81,64.65,5.93,63.93,5,4,3.93
4.77,96.86,3.21,52.79,6.57,38.26,5,2,4.75
4.15,63.67,3.07,88.47,6.80,66.28,2,1,4.46
1.80,84.47,2.34,96.82,5.38,46.55,2,4,3.93
4.06,95.27,4.28,89.31,7.97,42.13,8,4,5.00
2.70,94.74,3.65,83.36,7.40,94.39,1,0,4.64
4.64,62.76,3.45,97.99,6.59,35.06,10,4,4.32
3.17,86.59,4.67,68.87,7.35,95.08,6,4,4.89
1.15,92.31,3.34,82.75,6.92,57.00,8,2,4.10
4.95,82.76,4.20,88.07,8.85,43.47,10,0,5.00
2.93,56.76,3.13,91.29,7.53,35.62,1,1,4.03
1.32,66.28,2.40,88.43,8.66,41.77,6,3,3.58
1.50,75.08,2.55,73.62,7.59,96.25,5,1,3.75
2.70,79.00,2.12,88.54,7.09,87.85,3,4,3.90
4.51,95.28,3.88,57.42,5.91,39.96,4,0,4.59
2.49,74.04,4.38,71.01,7.51,90.48,8,0,4.75
1.42,92.15,2.04,71.57,6.94,67.36,9,0,3.47
4.09,72.23,4.49,86.14,5.69,53.94,2,1,4.75
4.29,58.29,2.69,66.47,6.41,78.25,2,0,4.02
4.64,57.18,4.50,51.15,5.74,99.66,10,0,4.51
4.02,79.36,4.17,79.52,6.89,63.84,4,1,4.90
1.22,70.13,4.64,88.11,7.66,82.81,6,1,4.69
4.85,90.30,4.19,53.16,6.16,59.12,6,4,4.91
4.42,91.39,3.19,98.32,7.49,94.28,7,3,5.00
0.82,69.42,2.69,51.60,7.93,54.99,8,3,3.32
3.27,67.31,2.72,93.07,5.54,88.37,6,3,4.32
2.97,72.65,2.81,98.99,6.20,56.63,3,2,4.11
4.82,82.40,3.08,79.28,7.25,91.97,2,4,4.66
2.11,68.32,2.00,97.67,8.56,94.80,7,3,3.81
3.63,88.76,3.65,89.96,7.37,70.35,4,3,5.00
5.17,98.28,4.05,53.45,8.23,78.67,5,4,5.00
2.29,83.84,4.66,75.48,7.86,84.58,2,4,5.00
2.56,84.23,4.44,66.50,8.74,61.95,7,4,4.75
3.55,67.62,2.74,99.36,8.37,52.79,4,0,4.42
2.08,81.69,2.90,70.30,6.71,65.09,3,3,4.08
1.87,83.06,3.46,73.86,5.21,53.11,6,3,4.10
2.19,97.19,2.63,65.20,6.54,36.29,10,1,3.67
1.45,73.36,3.90,98.52,5.35,46.54,8,0,4.48
2.09,55.79,2.32,90.68,6.68,90.90,0,3,3.68
2.82,68.87,4.13,59.50,5.79,74.27,9,1,4.24
0.55,76.78,4.70,80.03,8.60,37.71,10,4,4.24
4.55,72.16,2.01,69.78,7.67,95.21,6,2,4.33
0.60,89.53,2.31,60.71,8.27,43.33,10,0,3.31
1.81,78.53,3.51,65.65,6.49,91.34,5,0,4.40
2.46,63.73,2.97,72.54,6.20,55.78,2,1,3.87
1.56,71.17,3.63,66.61,7.82,45.67,8,0,3.77
4.09,58.13,4.17,74.39,7.09,97.49,2,1,4.50
4.07,91.50,4.69,78.57,6.81,88.60,5,1,5.00
2.85,79.37,4.56,53.13,8.68,96.50,9,4,4.79
1.78,88.97,4.31,88.23,7.91,35.39,9,4,4.85
4.01,73.94,4.20,77.13,7.81,67.38,6,0,4.80
1.73,58.79,2.91,83.30,5.61,87.22,10,2,3.66
3.04,96.36,2.32,95.22,7.51,97.04,8,0,4.34
5.18,99.18,2.60,85.95,8.59,76.32,7,4,4.78
1.66,68.44,3.10,65.65,7.51,48.94,10,1,3.38
3.47,82.48,4.10,96.96,8.22,51.76,0,0,4.95
2.60,56.14,3.95,71.45,5.28,51.22,7,1,4.00
5.04,75.77,4.76,50.88,7.90,41.71,10,4,4.70
4.58,88.06,4.26,71.67,7.66,39.75,6,2,5.00
4.05,94.04,2.72,74.19,5.63,62.61,4,3,4.32
4.81,75.19,4.55,89.42,7.98,41.21,8,0,5.00
3.88,78.91,4.53,92.54,5.09,48.03,9,4,5.00
2.54,73.73,2.84,77.86,7.79,68.33,3,2,3.72
4.65,56.91,2.48,68.45,8.21,94.22,10,2,3.77
4.12,79.50,4.32,97.03,5.85,83.70,2,0,5.00
3.63,81.47,3.89,73.79,7.42,68.32,4,4,4.60
4.79,55.22,2.75,56.82,8.69,85.12,6,2,4.17
2.79,77.63,4.18,73.95,5.42,84.09,7,3,4.47
3.98,95.13,4.15,86.08,5.12,45.06,2,2,5.00
2.41,85.48,3.26,93.94,5.12,89.20,4,2,4.59
2.09,59.95,3.56,70.03,5.52,79.44,3,4,4.08
0.79,59.42,4.48,67.05,6.56,45.37,1,4,3.92
0.80,93.06,2.15,55.32,6.48,65.34,5,1,3.41
5.22,79.26,2.41,77.62,7.05,70.06,1,0,4.41
1.35,83.54,2.57,95.21,8.43,81.41,0,1,3.89
1.77,64.59,3.68,72.52,5.01,46.85,7,4,3.98
1.14,58.35,4.41,58.43,6.70,84.96,0,0,4.38
1.07,94.51,2.36,63.64,5.39,76.29,10,3,3.68
1.00,55.00,2.89,84.96,5.17,88.92,2,2,3.64
2.16,75.70,3.02,88.73,8.52,76.18,4,1,4.32
3.11,95.94,4.50,70.07,6.49,52.30,2,2,4.91
2.65,56.39,3.60,88.21,5.40,68.09,2,1,4.34
4.42,71.79,2.89,96.07,8.33,59.10,3,4,4.52
3.94,72.50,3.64,82.52,6.18,46.16,4,1,4.50
4.48,71.02,3.42,52.93,5.75,77.70,9,3,4.12
2.68,80.71,4.35,90.86,8.47,47.74,4,1,4.90
3.70,60.91,3.02,74.99,7.78,86.15,8,2,3.87
4.41,79.23,2.08,65.19,6.66,90.10,0,1,4.39
3.61,67.46,4.11,80.59,7.62,89.44,9,2,4.59
4.52,70.24,3.89,59.05,7.89,97.48,6,1,4.72
0.65,85.08,2.93,84.34,7.28,91.61,8,0,3.91
1.13,85.47,4.04,86.73,5.36,82.69,4,1,4.45
5.08,58.18,4.69,99.31,5.25,50.28,5,1,5.00
4.81,86.36,2.01,73.66,7.23,88.54,10,0,4.17
3.87,73.32,3.47,90.72,8.09,82.20,0,0,4.77
2.20,79.15,2.01,79.32,5.02,58.74,5,2,3.72
4.47,98.56,3.67,99.74,7.00,96.85,1,3,5.00
5.04,73.67,2.04,94.99,5.04,95.86,8,4,4.39
0.55,72.69,3.30,89.40,6.30,72.79,0,0,3.92
0.55,69.49,3.96,69.70,8.51,77.98,5,3,3.91
3.06,99.74,3.57,81.50,6.88,95.51,4,1,4.83
3.73,76.64,2.85,61.32,6.03,39.00,6,3,3.96
2.45,64.26,4.12,51.05,5.79,83.22,10,4,4.09
2.56,66.69,3.96,53.10,8.32,55.88,0,2,4.29
5.28,96.43,2.67,52.15,6.61,68.78,6,3,4.32
3.50,69.38,2.09,90.82,7.16,76.93,3,2,4.17
0.55,70.47,2.56,82.75,8.11,79.56,5,3,3.80
0.56,64.56,4.17,59.61,7.00,97.04,7,3,3.70
4.11,90.29,3.80,92.71,5.22,44.50,4,0,4.74
2.05,95.30,4.56,70.59,7.12,93.36,7,2,4.93
2.58,94.19,2.59,74.12,8.03,93.34,4,0,4.34
2.41,83.64,2.58,77.32,5.76,90.54,9,4,3.79
0.61,95.37,3.62,89.75,8.21,87.31,4,2,4.73
2.77,90.54,2.19,53.15,6.56,59.91,9,1,3.87
0.70,58.10,2.70,61.94,6.18,95.17,3,1,3.14
0.90,83.00,4.41,90.30,5.45,81.28,7,0,4.56
2.69,71.55,4.17,71.83,8.06,49.44,6,4,4.64
4.57,69.31,2.26,88.74,8.14,89.74,2,3,4.38
2.39,88.25,3.85,56.56,8.60,66.80,7,1,4.37
1.04,73.82,4.44,82.48,8.18,68.72,10,4,4.53
1.41,91.69,2.88,65.51,6.12,44.76,2,2,3.75
1.75,68.57,3.75,89.35,5.97,61.18,5,3,4.43
1.32,68.83,4.12,62.01,7.96,90.09,8,4,4.18
2.00,72.42,4.79,78.11,7.22,61.42,8,0,4.74
3.93,71.79,2.01,76.68,7.91,60.87,5,2,3.76
4.25,92.29,2.78,88.75,8.83,82.09,1,1,4.89
2.19,67.47,3.72,65.25,6.31,80.23,4,4,4.20
2.14,92.70,4.17,63.77,7.40,39.64,6,2,4.56
3.14,80.70,3.21,59.64,7.88,80.95,0,4,4.36
2.91,73.45,2.67,92.43,5.28,51.23,4,1,4.01
1.96,98.88,3.00,97.63,8.90,88.76,10,1,4.16
3.63,81.02,4.02,97.60,5.86,62.38,1,1,5.00
1.44,91.04,2.74,99.63,7.61,44.61,1,1,3.85
