habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
1,54.78,1,1,1,2,0.00,3.75,125.54
6,131.17,1,0,2,3,0.00,7.95,232.10
2,43.32,1,1,1,3,0.00,3.00,167.98
5,123.26,1,2,3,0,0.00,5.27,204.25
5,109.59,2,0,4,0,2.97,6.88,309.78
5,80.36,1,0,0,1,0.00,5.71,134.93
5,88.74,1,2,3,2,0.00,3.89,226.85
2,66.11,1,2,4,2,3.89,3.09,329.16
1,40.09,2,1,0,4,0.00,2.71,186.56
6,151.15,2,0,3,4,0.00,6.80,277.65
5,113.22,2,1,1,3,0.00,8.75,252.23
4,111.87,1,1,3,2,2.43,4.90,265.23
5,109.62,1,0,0,1,0.00,6.12,147.25
1,37.67,2,0,3,1,0.00,7.12,148.42
3,89.34,2,0,2,1,0.00,4.58,168.08
6,123.70,2,0,1,2,0.00,2.71,199.01
2,79.82,1,1,0,0,0.00,8.09,131.69
3,56.99,1,1,3,3,0.00,3.15,183.04
6,97.93,2,0,4,0,5.10,2.27,326.76
6,132.37,2,1,3,3,0.00,6.27,283.64
6,102.03,2,1,4,1,0.00,7.46,246.96
4,130.04,2,1,4,0,0.00,4.75,207.73
5,121.40,1,1,3,0,0.00,6.29,183.53
2,56.56,1,1,4,1,0.00,7.49,159.12
1,43.54,1,2,2,1,0.00,3.76,113.43
6,119.93,1,1,4,4,0.00,2.29,255.24
3,96.31,2,1,4,1,0.00,2.81,182.45
2,44.81,2,0,1,1,0.00,3.87,153.55
3,77.11,2,1,2,1,0.00,6.26,187.78
1,59.00,1,0,3,3,2.12,3.60,188.61
4,72.84,2,0,0,4,6.50,5.48,376.28
4,77.46,1,1,4,1,0.00,4.15,169.86
1,53.95,1,0,1,0,0.00,2.77,78.36
5,86.39,1,1,3,3,0.00,2.30,161.89
2,82.79,2,1,2,0,0.00,4.77,154.95
6,95.62,2,2,1,3,0.00,2.48,247.03
1,53.29,1,2,1,2,2.73,6.19,206.74
1,62.38,1,1,1,3,0.00,3.89,131.82
3,88.36,2,0,4,1,4.93,2.50,296.70
5,107.54,2,1,0,3,0.00,6.24,195.24
4,86.50,2,1,2,1,4.61,3.25,296.18
2,39.27,1,0,1,3,0.00,7.76,145.71
3,45.94,2,1,2,1,4.31,8.95,300.13
6,121.87,1,2,3,1,0.00,3.09,219.18
1,48.75,1,2,3,1,0.00,7.89,171.74
6,124.85,2,1,0,3,0.00,3.14,211.87
1,46.77,2,1,2,1,6.65,6.21,288.45
4,74.04,1,2,4,3,0.00,7.61,239.57
5,116.12,1,1,2,0,6.61,3.79,326.08
1,38.78,1,0,2,2,0.00,8.99,112.03
4,60.64,1,2,2,4,0.00,7.82,203.06
5,104.04,1,2,1,0,2.77,2.70,252.26
5,102.60,2,2,4,3,0.00,3.10,267.06
6,120.68,2,1,2,3,0.00,6.00,263.78
3,100.31,1,0,2,0,5.92,7.89,297.93
4,65.45,2,0,0,4,0.00,8.71,208.01
2,80.73,1,2,0,4,0.00,5.52,197.47
3,54.09,2,0,1,0,0.00,7.37,145.40
6,97.95,1,1,1,4,0.00,3.85,210.56
1,30.28,2,2,1,4,5.11,4.06,310.83
6,135.58,2,1,2,1,6.23,6.65,433.13
2,30.00,2,0,4,2,0.00,3.85,178.99
4,101.81,1,1,3,3,0.00,8.08,191.64
6,107.04,2,1,2,4,0.00,4.39,236.12
3,100.77,2,1,0,4,0.00,3.24,231.24
3,85.55,1,2,4,1,0.00,6.37,155.15
4,97.59,1,1,2,0,0.00,6.21,164.55
1,30.00,2,0,2,3,2.75,3.61,190.13
2,62.61,2,1,1,3,0.00,3.85,146.80
2,38.50,1,0,3,1,4.02,4.25,230.31
5,71.13,1,0,3,1,1.66,4.16,260.02
4,94.44,1,0,1,4,0.00,6.40,203.25
6,113.31,1,1,1,2,4.20,8.50,333.39
4,63.00,2,2,2,0,6.73,5.20,379.87
3,36.13,1,0,2,0,0.00,2.52,90.39
4,82.48,2,0,3,2,0.00,4.52,215.07
1,57.86,2,2,4,3,3.10,5.97,273.36
3,75.09,2,0,2,2,0.00,5.29,195.18
2,75.19,1,0,4,0,0.00,2.49,85.49
4,114.16,1,1,4,4,0.00,2.55,221.10
2,73.50,2,2,0,4,0.00,8.85,229.60
5,117.48,1,2,1,1,0.00,5.14,196.04
2,49.39,2,1,2,3,5.99,6.04,335.81
4,50.36,2,0,4,0,0.00,6.94,191.36
4,83.05,1,0,3,1,0.00,6.03,167.08
4,69.48,2,0,2,1,0.00,6.21,218.93
3,83.35,2,0,4,4,0.00,4.84,245.09
3,51.84,1,2,4,3,0.00,6.32,226.26
2,73.38,2,2,0,3,0.00,7.35,213.36
5,95.14,1,1,2,0,0.00,3.98,155.23
5,76.92,2,1,3,2,0.00,5.34,195.02
4,110.05,2,0,2,0,3.44,8.97,291.47
4,81.82,1,1,0,3,0.00,3.39,160.73
4,82.68,2,0,1,2,0.00,4.98,205.37
1,34.55,2,1,3,0,0.00,8.84,176.47
3,97.28,2,1,3,2,0.00,4.88,209.67
4,100.30,1,1,1,4,0.00,2.32,156.99
3,67.99,1,0,0,3,0.00,3.99,130.91
2,64.77,1,2,4,2,0.00,7.56,175.08
2,75.00,1,0,3,0,0.00,5.09,130.53
3,63.33,1,2,1,3,0.00,2.88,137.81
5,107.71,1,1,4,3,0.00,8.21,222.00
1,63.89,2,1,3,3,0.00,7.46,208.76
6,104.96,2,2,3,2,0.00,3.60,254.16
4,101.58,1,2,0,1,0.00,6.40,175.67
1,105.95,2,1,2,2,0.00,5.79,153.30
6,114.53,2,0,4,1,0.00,4.54,225.36
6,107.70,1,1,2,2,0.00,3.61,209.07
2,60.71,2,0,2,4,0.00,2.15,159.72
4,100.97,2,1,1,3,4.81,2.30,298.03
4,78.69,2,0,4,0,3.73,5.99,271.33
5,103.12,1,2,2,3,0.00,7.74,209.14
3,70.50,2,2,0,0,0.00,7.05,158.70
6,103.97,2,1,2,3,0.00,3.87,234.51
4,49.24,2,0,2,2,3.67,4.89,264.78
1,45.47,2,1,0,4,0.00,4.83,166.29
4,65.27,2,1,0,4,2.57,6.45,271.40
2,51.49,1,1,1,2,0.00,7.38,113.17
3,60.77,2,0,0,4,0.00,3.22,169.59
2,64.54,1,1,3,3,0.00,6.87,140.21
3,56.28,1,2,2,3,5.21,3.91,335.65
6,113.86,1,0,3,0,0.00,6.87,195.30
2,58.16,2,1,3,0,0.00,4.80,171.09
6,121.79,1,2,4,0,0.00,7.40,202.39
5,110.72,1,2,2,4,0.00,5.38,227.95
3,64.82,2,2,2,2,0.00,6.10,203.94
3,76.35,1,0,3,2,0.00,6.54,152.41
5,86.77,1,2,4,1,0.00,4.91,178.63
4,99.82,1,0,3,4,0.00,4.28,184.22
4,103.85,2,1,0,3,0.00,4.34,228.85
6,124.20,1,2,1,0,4.66,2.27,290.10
4,76.85,2,1,2,3,0.00,8.45,247.55
5,116.75,1,2,3,2,0.00,8.40,228.89
3,49.94,2,2,4,0,2.36,2.78,257.78
2,82.12,1,1,3,2,4.06,7.27,295.11
6,113.54,1,0,3,4,6.33,7.71,411.95
1,53.14,1,2,1,4,2.91,2.09,218.17
5,117.97,2,2,4,0,0.00,3.66,223.11
6,105.16,2,2,1,4,0.00,3.07,246.12
2,83.40,2,1,3,1,0.00,3.98,172.77
4,70.67,2,0,2,1,0.00,3.97,160.63
3,70.12,2,0,0,1,2.25,3.00,208.24
4,73.53,2,1,2,4,3.07,2.94,278.72
4,87.46,1,2,0,2,0.00,7.32,162.23
6,93.54,1,1,3,1,6.28,3.88,390.49
6,84.65,2,2,2,2,0.00,3.38,269.61
1,30.00,1,2,4,3,0.00,5.67,162.74
5,72.90,1,0,2,4,0.00,4.56,168.58
6,105.89,1,2,1,1,2.85,7.70,243.87
4,62.73,2,1,0,1,0.00,8.46,188.19
3,77.16,1,0,2,0,0.00,4.94,150.63
1,30.00,2,0,2,2,0.00,2.36,107.91
1,39.07,1,0,2,1,3.75,8.26,241.30
5,125.19,2,1,0,0,0.00,2.65,189.08
5,118.71,1,2,0,3,0.00,8.96,219.26
4,99.69,2,2,3,3,0.00,2.78,264.26
6,121.65,1,0,3,1,0.00,2.97,185.03
6,102.76,2,0,3,3,0.00,8.58,266.12
2,98.10,1,0,1,2,0.00,6.10,123.11
4,39.51,2,1,1,2,0.00,7.89,187.13
5,87.54,1,1,2,1,0.00,4.12,239.40
2,30.00,1,2,4,0,0.00,8.53,147.20
5,71.25,1,2,1,3,2.57,2.02,297.03
2,56.51,2,2,2,3,3.73,7.10,296.61
6,108.81,2,2,2,3,0.00,6.25,257.78
1,68.08,2,2,3,3,0.00,5.70,194.81
2,57.34,2,0,4,3,4.30,7.74,329.93
1,42.15,2,1,1,1,0.00,5.79,150.73
5,121.51,1,2,3,4,3.17,3.96,294.38
4,108.67,2,1,4,2,1.36,7.50,330.32
3,86.10,1,1,4,3,0.00,2.86,209.51
2,106.93,2,0,2,2,0.00,3.33,138.51
4,88.94,2,1,0,4,0.00,3.64,260.22
4,96.71,2,2,1,3,0.00,2.55,254.51
2,77.36,1,1,4,4,0.00,7.43,221.57
3,46.10,2,0,3,0,0.00,4.78,134.60
5,100.77,1,0,2,0,2.74,2.13,189.73
2,44.94,1,1,1,0,0.00,4.86,112.28
5,67.08,1,0,3,3,0.00,4.93,187.65
2,42.96,1,2,0,0,6.69,6.27,285.09
4,41.65,2,1,4,4,0.00,4.09,257.30
3,30.00,2,0,2,0,0.00,3.35,165.08
5,63.12,2,1,2,3,0.00,2.22,205.92
4,88.31,2,2,0,2,0.00,8.83,163.40
2,78.49,2,0,3,4,6.72,5.85,387.03
4,59.88,1,1,3,0,0.00,8.46,130.57
3,32.56,1,2,2,4,0.00,4.12,226.51
6,141.54,2,0,4,0,0.00,8.04,227.82
2,62.34,2,1,3,3,0.00,8.19,208.33
4,58.25,2,1,1,1,0.00,3.88,159.39
2,67.51,2,0,4,1,0.00,2.92,176.28
5,114.28,2,1,4,0,0.00,5.87,224.35
1,56.08,1,0,2,4,0.00,7.42,149.05
6,146.82,1,0,4,4,4.04,8.85,331.19
6,125.71,2,1,2,0,0.00,6.56,185.99
6,120.39,2,1,0,1,5.90,2.57,373.10
6,94.12,1,2,2,2,0.00,3.90,206.63
2,71.02,2,2,4,0,6.65,5.32,366.12
2,33.15,2,1,0,0,0.00,4.77,135.80
3,56.93,1,0,0,2,0.00,8.49,144.35
5,60.32,1,1,1,1,0.00,5.73,182.79
6,107.15,1,1,3,1,0.00,2.69,201.24
6,108.04,2,0,3,2,2.12,5.28,304.08
3,97.23,2,2,1,4,1.54,8.46,287.78
1,44.89,1,0,0,1,0.00,2.44,79.16
6,98.75,1,2,1,1,0.00,6.52,185.71
1,76.82,1,0,3,2,6.90,6.67,316.76
2,89.68,1,1,2,3,0.00,3.11,145.46
1,30.00,2,2,3,1,0.00,4.74,138.12
3,93.44,1,2,2,2,0.00,8.45,180.28
2,58.30,2,0,4,3,3.09,8.25,320.47
1,54.37,2,0,4,1,3.82,6.77,253.49
6,80.52,2,2,1,4,0.00,5.00,282.43
6,94.56,1,2,2,3,2.89,2.93,292.19
2,78.08,2,0,3,2,0.00,5.79,196.53
4,71.68,1,2,4,0,0.00,7.17,210.72
5,97.77,1,0,0,2,0.00,4.28,139.67
5,132.83,2,2,3,2,5.76,6.31,423.44
1,65.57,2,1,0,0,1.62,2.73,206.71
6,143.35,1,0,1,3,4.63,8.93,339.81
3,126.00,1,2,0,4,4.59,7.47,340.33
4,69.38,1,1,0,1,0.00,8.17,134.39
2,72.08,2,0,3,0,0.00,7.38,147.87
6,117.61,2,1,2,4,0.00,6.18,263.10
2,68.44,1,1,3,1,2.36,2.67,184.31
6,147.26,2,1,3,3,5.79,2.89,391.77
5,91.84,2,2,2,0,0.00,4.82,210.19
3,55.88,2,0,2,2,0.00,4.51,210.26
3,103.07,2,1,1,3,0.00,3.65,171.33
3,79.00,2,2,3,2,0.00,6.78,220.77
3,72.14,2,1,4,2,5.98,6.64,378.43
1,58.62,2,0,3,0,0.00,4.67,127.28
3,71.83,2,2,1,0,0.00,8.92,149.56
5,85.26,2,2,0,4,5.32,3.07,383.43
2,59.04,2,2,2,2,0.00,8.56,164.45
4,77.47,1,1,0,1,0.00,6.58,144.40
1,47.40,1,2,4,2,0.00,6.44,135.38
4,72.68,2,2,0,2,5.78,2.39,360.42
2,66.58,2,0,4,4,0.00,6.78,189.30
4,99.46,1,0,3,3,0.00,6.40,205.68
1,30.00,1,2,2,2,0.00,5.55,168.40
6,92.89,2,0,4,4,0.00,3.31,254.27
4,92.56,1,1,2,2,4.69,4.35,277.40
6,133.27,1,0,4,1,0.00,5.40,217.27
5,105.18,2,2,3,4,1.64,6.34,321.01
6,111.21,1,0,1,0,3.80,5.21,284.23
6,135.01,1,0,3,3,0.00,8.68,213.83
5,116.39,2,2,2,3,0.00,2.53,242.51
3,60.40,2,2,2,3,0.00,3.20,209.05
4,88.59,2,2,1,3,0.00,5.72,220.61
5,124.22,2,1,1,0,4.88,3.08,310.75
5,95.11,1,0,0,1,0.00,6.26,218.13
1,57.38,1,1,2,4,0.00,8.98,134.70
3,30.00,2,1,3,1,0.00,8.83,170.77
4,102.14,2,0,2,4,1.38,5.08,295.71
6,99.93,2,2,0,2,4.40,3.39,346.51
2,52.92,1,2,0,1,2.51,8.66,230.61
2,47.90,1,2,3,2,4.06,8.09,258.82
4,78.10,1,1,0,2,0.00,3.36,161.72
6,131.73,1,0,0,4,5.11,6.11,372.04
3,85.36,2,0,0,4,0.00,8.10,183.70
1,53.45,2,2,2,0,0.00,5.75,127.08
3,100.20,2,1,4,4,0.00,7.03,273.67
2,89.16,1,0,3,3,1.92,2.55,238.33
4,106.11,1,0,0,2,0.00,7.16,168.94
1,30.00,1,0,0,3,6.69,2.92,293.53
5,95.17,2,1,4,3,0.00,5.42,242.09
4,87.25,1,2,4,4,0.00,7.74,254.16
5,84.78,1,0,1,2,4.97,7.32,350.40
4,79.18,2,0,3,3,0.00,5.92,221.71
1,53.93,2,2,3,1,0.00,2.20,139.73
3,84.04,2,2,1,4,0.00,4.12,234.16
5,69.91,1,0,2,1,0.00,8.18,180.13
5,103.62,1,1,0,3,0.00,8.25,212.39
4,79.08,2,2,1,4,0.00,3.74,196.77
4,80.85,2,1,2,1,0.00,3.65,175.21
1,33.65,1,0,4,2,0.00,2.31,138.01
5,76.45,1,2,2,0,0.00,5.21,221.70
2,41.74,1,1,4,1,0.00,8.96,151.17
4,85.55,2,2,0,0,4.01,5.24,300.50
3,74.53,1,2,0,4,4.99,4.78,297.70
2,60.62,1,0,3,4,0.00,3.06,114.42
6,113.79,2,0,3,0,0.00,3.77,243.09
2,81.32,2,1,3,4,0.00,8.94,272.48
6,110.26,2,1,4,4,0.00,5.60,276.77
6,120.17,2,2,3,4,0.00,3.48,303.97
1,65.39,2,2,1,0,0.00,4.99,130.47
1,50.23,2,2,4,3,0.00,6.17,217.56
1,53.08,1,1,4,0,0.00,8.07,147.55
6,87.60,1,0,3,0,0.00,8.32,169.70
3,72.52,2,1,3,4,0.00,3.60,202.24
4,111.08,1,1,3,0,0.00,6.39,180.09
2,70.47,2,1,3,4,6.66,8.66,412.48
5,106.75,2,0,3,1,0.00,7.60,200.33
3,58.73,2,0,1,4,0.00,4.45,190.24
1,30.00,1,1,4,0,0.00,8.60,150.89
4,74.80,2,0,2,4,3.11,2.48,318.38
3,99.99,1,1,2,1,5.52,7.75,298.17
4,98.20,1,0,3,3,6.59,5.67,347.81
3,54.71,1,1,1,3,2.29,2.69,204.56
6,149.87,2,2,4,3,0.00,5.01,300.59
6,115.71,1,0,2,0,0.00,3.71,207.07
3,70.40,1,1,1,3,0.00,2.35,192.36
1,51.82,1,1,4,3,0.00,2.56,153.86
6,77.63,1,1,0,4,6.62,3.78,415.04
6,117.55,1,2,1,3,2.01,4.51,207.47
4,95.14,1,1,0,1,0.00,6.53,158.54
2,88.49,2,2,3,4,0.00,8.14,238.40
6,116.14,1,2,4,2,3.11,7.49,337.63
4,93.34,1,2,1,4,0.00,7.85,214.62
1,67.41,1,2,0,1,0.00,2.17,110.88
4,89.16,1,2,1,1,0.00,5.94,155.10
1,38.20,2,1,0,1,0.00,7.65,171.16
6,98.25,1,2,0,4,0.00,6.90,218.23
2,64.82,1,0,4,4,0.00,8.14,139.01
2,120.19,1,0,4,1,1.79,7.72,226.11
4,94.52,2,0,3,0,0.00,2.44,166.65
3,62.64,1,2,4,2,0.00,4.02,189.37
5,83.09,1,2,1,0,0.00,5.46,179.48
2,85.74,2,2,3,4,0.00,2.84,223.05
3,69.92,2,2,4,4,0.00,2.99,225.31
5,123.76,1,1,2,2,0.00,5.93,174.09
3,74.90,1,2,0,0,5.30,3.18,272.48
2,40.39,2,1,0,2,0.00,7.56,172.22
1,51.15,2,1,0,3,1.45,2.85,199.68
6,81.90,2,1,0,1,4.05,8.80,359.68
2,53.38,1,0,1,2,0.00,2.96,136.69
6,119.14,1,0,4,4,0.00,3.92,225.68
1,56.92,1,1,4,1,6.11,3.83,305.26
5,81.34,1,0,4,1,2.07,7.31,250.47
1,68.18,2,0,0,0,2.98,3.16,144.04
6,120.73,1,2,3,4,0.00,8.29,284.10
1,56.84,2,2,3,2,0.00,2.08,166.17
2,30.00,1,1,0,0,2.53,6.80,176.95
1,68.20,2,2,0,4,0.00,6.06,202.96
6,136.66,1,2,0,0,6.81,6.93,362.43
3,70.35,2,2,3,2,2.59,4.06,294.54
1,60.88,1,2,1,0,0.00,2.30,98.97
6,74.57,2,2,2,2,4.30,6.73,332.10
5,115.50,1,0,2,4,5.49,8.62,373.03
2,55.68,1,1,2,1,0.00,6.66,148.05
2,68.81,1,2,1,1,3.55,2.10,232.50
6,97.86,1,0,3,2,0.00,7.07,196.90
3,57.93,2,1,1,0,6.36,3.11,301.51
3,48.80,1,1,4,1,0.00,8.77,168.50
6,79.32,2,2,0,0,5.13,8.63,358.61
2,63.16,1,0,4,0,0.00,2.19,103.66
6,109.85,2,2,1,2,0.00,3.30,231.30
3,63.56,2,0,2,4,0.00,2.59,179.41
6,93.31,2,2,1,3,0.00,6.24,241.08
4,72.06,2,1,4,2,0.00,7.46,210.34
1,46.88,1,2,2,3,6.79,7.20,354.67
4,111.09,2,1,1,2,0.00,5.38,213.34
2,73.78,2,0,4,2,4.85,6.05,316.56
6,94.85,2,1,3,4,0.00,4.91,266.78
4,109.87,1,0,4,0,0.00,2.62,149.92
1,60.76,1,0,1,2,0.00,5.83,121.95
6,118.25,2,2,1,3,0.00,5.49,259.68
6,79.59,1,0,1,3,0.00,6.05,248.18
4,96.41,2,0,0,2,0.00,3.53,241.23
1,41.30,2,0,0,2,0.00,4.45,122.67
6,104.48,1,2,2,3,1.49,7.26,271.62
2,50.45,2,1,4,0,5.97,4.42,337.17
3,96.10,2,0,0,0,2.64,2.42,215.32
6,97.11,1,2,0,0,2.90,8.76,312.66
3,87.38,2,0,4,3,5.68,8.74,412.94
2,54.20,1,1,2,0,0.00,4.89,131.15
1,50.78,2,0,3,2,0.00,5.23,161.08
6,129.72,2,2,0,3,0.00,3.52,269.20
2,50.80,2,0,2,2,0.00,3.38,172.94
4,59.16,2,1,1,4,0.00,3.51,187.90
2,40.40,2,2,4,2,0.00,3.35,198.71
1,63.80,2,1,2,0,6.64,8.53,320.68
2,39.03,1,0,4,4,0.00,3.30,168.76
6,125.05,2,1,2,4,0.00,8.20,238.98
4,87.68,1,2,3,1,0.00,5.74,154.01
3,100.67,2,0,1,1,0.00,8.81,161.54
3,67.17,2,2,1,3,0.00,5.89,192.47
4,78.57,1,1,2,4,4.09,8.92,301.92
4,87.88,2,2,1,3,0.00,4.94,235.64
5,107.89,2,2,4,3,0.00,7.23,293.45
2,44.41,2,2,3,3,0.00,8.47,197.00
2,54.95,2,2,3,4,0.00,7.25,225.10
2,83.55,2,1,4,3,1.19,4.18,217.52
2,117.36,1,0,3,3,0.00,7.77,203.31
2,34.30,1,1,4,3,5.30,8.64,331.22
4,57.20,2,2,1,2,2.04,2.90,249.91
4,80.79,2,1,1,2,0.00,3.72,203.85
2,49.27,1,2,0,1,0.00,8.38,101.47
3,78.50,1,1,2,4,0.00,2.83,193.56
4,87.10,1,1,1,1,0.00,2.01,160.47
2,70.32,2,0,4,1,0.00,6.93,143.39
3,54.58,1,2,3,1,0.00,5.12,130.93
5,64.35,2,2,1,0,0.00,3.62,193.14
4,95.63,1,0,2,1,0.00,2.50,147.26
3,59.99,2,2,2,2,6.02,4.67,367.47
1,30.00,2,2,2,0,0.00,8.93,156.92
6,149.75,2,1,3,0,0.00,5.59,269.04
1,40.23,1,1,2,2,0.00,4.79,124.85
3,66.21,2,1,4,4,0.00,5.02,231.61
1,58.68,2,2,4,3,0.00,6.45,228.64
4,80.34,1,2,4,0,0.00,5.61,147.16
5,110.92,1,0,2,4,0.00,2.39,194.09
6,137.57,2,0,1,0,0.00,6.18,212.16
1,30.00,1,2,3,4,0.00,2.09,138.07
5,114.64,2,2,4,3,3.67,8.15,373.88
1,49.05,2,1,1,1,0.00,6.86,149.21
4,105.43,1,1,4,3,4.07,6.22,306.04
4,84.09,2,1,3,1,1.45,2.60,246.15
4,108.40,2,1,1,3,4.76,5.93,353.73
6,93.69,2,2,1,2,0.00,6.08,235.13
5,104.37,2,0,1,1,0.00,8.19,192.82
3,70.25,1,1,4,1,0.00,2.63,147.03
3,74.66,2,0,4,0,0.00,5.25,166.77
3,62.50,2,2,2,3,0.00,6.17,192.54
6,85.63,2,1,2,0,0.00,4.58,206.37
2,49.40,1,2,4,0,0.00,7.96,139.60
5,132.17,1,0,1,1,0.00,7.06,156.98
3,66.41,1,0,0,3,0.00,8.77,166.67
1,30.00,1,1,3,1,0.00,7.90,149.81
1,41.82,1,0,2,4,0.00,3.54,110.51
1,64.60,1,0,3,0,0.00,5.85,127.73
5,38.10,2,1,4,0,3.69,2.97,318.57
5,91.21,2,2,3,2,0.00,8.92,204.54
4,67.99,2,0,1,0,0.00,2.41,134.81
4,80.64,2,0,4,2,0.00,5.46,220.84
2,51.85,2,0,3,2,0.00,7.07,187.44
4,57.09,1,2,4,3,0.00,6.77,192.44
2,42.77,1,2,3,1,0.00,8.66,134.00
5,111.15,2,2,2,1,0.00,7.26,213.55
4,92.85,2,0,3,2,0.00,2.90,209.79
3,79.00,1,0,1,4,0.00,5.20,130.33
3,88.14,2,1,3,3,4.24,8.39,329.09
5,103.87,2,0,1,4,0.00,3.50,237.97
4,72.25,1,0,3,4,0.00,8.07,195.94
5,78.63,1,1,0,2,5.10,4.97,316.48
1,73.35,2,1,3,4,0.00,7.46,207.16
4,78.88,1,0,4,4,0.00,2.77,196.01
3,94.97,1,2,4,4,0.00,5.28,217.84
6,96.98,2,0,3,1,0.00,2.92,215.68
4,58.82,2,1,0,3,0.00,5.24,190.53
6,68.88,1,0,1,0,0.00,3.38,120.78
2,35.14,2,1,3,1,3.39,8.19,255.83
2,82.63,1,0,3,4,0.00,8.78,174.51
2,51.73,1,0,1,0,1.14,3.36,99.49
3,88.25,2,2,3,0,0.00,6.00,212.07
4,52.80,1,2,0,1,0.00,7.68,169.41
6,130.02,1,1,4,1,0.00,8.93,200.85
3,81.03,2,0,2,1,6.14,6.15,332.17
2,61.47,1,1,1,0,0.00,4.30,132.57
2,40.93,1,1,1,3,0.00,7.71,135.24
6,102.75,1,1,2,1,0.00,7.16,183.06
4,45.61,1,0,3,3,0.00,8.85,189.27
4,107.66,2,2,4,3,6.98,6.65,396.05
6,123.63,1,2,2,4,0.00,3.78,262.36
3,49.02,1,1,1,0,0.00,5.85,160.86
2,60.92,1,2,3,4,0.00,6.57,170.40
6,131.60,1,0,3,2,0.00,6.95,233.17
4,87.96,2,0,2,1,3.43,5.35,285.49
6,113.68,1,0,1,4,6.96,4.49,392.93
1,35.23,2,0,1,4,3.65,2.96,242.33
2,75.82,1,1,3,1,0.00,7.14,137.66
6,123.93,1,0,4,4,0.00,3.68,232.78
4,89.83,1,1,2,4,0.00,7.42,180.65
5,102.19,1,2,0,1,6.67,7.14,374.55
5,83.76,1,2,0,0,0.00,6.09,182.17
4,69.87,1,0,1,0,6.24,2.12,335.02
1,30.00,2,2,2,3,0.00,4.56,189.62
1,56.64,2,2,4,4,0.00,2.32,193.54
6,115.28,2,2,4,0,0.00,4.34,236.49
3,70.08,2,1,3,3,0.00,8.35,204.47
4,82.52,2,0,0,1,0.00,2.97,160.87
3,49.45,1,2,4,1,1.17,7.48,225.59
6,107.67,2,1,4,0,0.00,6.73,247.80
1,78.94,2,0,3,3,0.00,3.66,131.93
4,68.95,1,1,0,0,1.60,5.51,186.14
6,112.19,2,2,1,3,0.00,3.32,251.78
2,61.80,2,2,0,4,0.00,5.76,220.03
2,30.00,2,2,2,2,3.05,3.53,243.21
2,63.99,1,1,4,1,0.00,3.36,102.46
5,65.44,2,1,2,2,1.42,6.46,245.69
5,100.95,2,0,3,2,0.00,3.74,196.21
6,110.50,1,2,3,4,0.00,5.95,268.03
1,37.77,2,0,0,3,3.43,7.75,205.65
5,97.52,1,0,2,0,0.00,7.66,154.33
6,110.73,2,0,2,3,0.00,5.09,215.75
2,54.70,2,2,1,0,0.00,2.29,153.50
6,100.32,2,0,3,3,0.00,2.88,240.07
4,114.94,2,0,0,1,0.00,3.82,168.49
4,92.14,2,0,0,4,0.00,2.90,169.49
5,106.74,2,2,1,3,0.00,4.41,230.94
6,112.06,2,2,0,0,2.11,8.44,260.03
1,58.53,1,1,2,4,0.00,5.22,183.80
3,66.68,1,1,0,2,0.00,3.26,139.18
5,112.77,1,0,0,0,0.00,7.74,149.94
3,85.46,2,0,1,3,6.81,8.85,374.72
4,80.41,2,0,3,1,0.00,2.77,181.42
1,54.31,2,0,2,3,0.00,8.58,126.45
1,51.82,2,1,2,1,0.00,6.74,145.81
4,104.17,2,2,2,4,0.00,2.33,236.55
5,72.66,1,0,1,4,0.00,7.78,237.29
5,77.17,1,0,2,1,0.00,2.20,147.10
6,116.87,1,0,3,2,5.46,6.59,346.59
2,48.25,2,0,3,3,0.00,8.27,169.71
5,95.55,2,2,4,1,0.00,3.38,198.62
4,97.39,2,0,0,4,5.41,8.68,375.84
2,71.29,2,2,0,2,0.00,7.20,203.28
2,30.00,1,2,1,2,4.77,4.44,264.94
1,54.94,2,2,0,2,0.00,4.84,116.59
6,98.24,2,1,0,3,4.69,5.31,397.25
6,136.88,1,0,1,4,0.00,6.93,237.86
6,87.48,1,1,2,2,0.00,6.07,236.94
3,46.40,1,2,2,1,0.00,6.40,178.09
6,98.44,2,1,0,4,3.65,5.81,373.28
6,120.38,1,1,4,0,0.00,4.94,201.22
1,47.52,1,2,0,3,0.00,3.78,136.89
6,96.53,2,2,4,3,0.00,4.93,239.12
6,107.03,1,0,0,4,6.89,7.85,382.73
4,82.18,1,2,0,3,5.30,2.40,366.21
6,91.56,1,0,2,2,0.00,3.43,178.76
2,40.10,1,0,2,1,0.00,7.01,132.30
6,98.15,1,1,0,4,4.30,8.94,331.63
1,63.37,2,1,0,3,0.00,6.12,146.24
5,94.76,1,0,3,3,0.00,7.36,193.44
2,58.51,2,1,3,4,0.00,6.65,199.38
3,35.37,2,1,0,3,0.00,6.05,198.89
6,124.45,2,0,3,0,0.00,4.18,201.64
6,124.95,2,0,0,4,0.00,4.55,260.44
6,125.64,1,0,1,2,0.00,2.95,172.64
3,92.29,2,0,1,2,0.00,6.12,208.03
3,86.40,2,2,1,0,0.00,6.94,175.15
2,66.86,2,0,3,4,0.00,7.73,197.73
2,30.00,2,2,1,2,1.42,5.25,218.08
3,76.67,1,1,2,4,5.64,5.92,336.15
6,129.87,1,2,4,0,0.00,5.66,226.82
3,63.27,2,2,4,1,0.00,6.32,197.61
