area_m2,habitaciones,banos,estrato,antiguedad_anos,parqueaderos,distancia_centro_km,piso,precio_cop
79.42,2,2,2,11,1,16.11,11,342790000
188.81,5,2,3,35,2,12.68,20,846400000
187.81,4,3,6,14,2,10.19,8,1081670000
122.66,3,2,4,12,1,11.44,1,738060000
175.46,3,3,5,34,1,10.42,3,961150000
183.98,5,2,3,22,2,15.79,5,925080000
158.71,4,2,3,18,1,15.77,19,737180000
166.74,5,2,2,34,1,19.85,2,673920000
116.31,3,2,3,5,0,11.8,6,549610000
78.22,2,1,4,5,0,5.86,3,549360000
182.06,5,4,5,18,2,9.63,11,1027280000
99.1,3,1,2,9,1,10.68,2,309080000
177.88,4,3,3,5,0,14.43,17,741700000
199.89,6,4,3,28,2,17.3,14,688400000
59.63,2,1,3,31,0,17.11,5,237400000
42.78,1,2,2,16,0,9.06,4,229710000
85.57,2,2,4,12,0,13.31,19,445510000
108.57,3,3,2,37,0,15.9,15,314880000
167.98,4,3,4,38,2,8.55,1,690410000
105.84,3,1,3,25,0,16.43,4,200190000
52.75,1,1,3,23,0,16.2,14,298240000
177.93,6,4,3,27,2,9.78,13,795670000
136.5,5,2,4,21,0,13.1,10,739880000
104.13,3,1,6,36,0,7.77,18,646770000
170.75,5,3,5,32,1,14.33,15,869770000
39.26,1,1,4,0,0,11.24,4,287020000
146.83,4,3,4,33,0,10.92,18,700020000
209.83,6,4,4,27,1,6.76,9,1106310000
188.49,4,4,4,35,1,8.53,19,1013360000
178.34,5,3,2,12,1,11.75,15,850830000
207.15,6,4,3,6,1,14.37,14,1033210000
78.13,1,1,5,37,0,7.17,15,422880000
82.29,3,2,2,12,1,17.22,3,282920000
163.56,4,2,4,35,1,10.76,18,838530000
109.75,3,2,4,7,0,16.01,18,477530000
66.51,2,1,5,2,1,3.3,16,393860000
151.02,4,3,4,32,1,15.87,13,830460000
194.35,4,3,3,37,2,20.33,20,928210000
136.72,4,3,3,5,1,2.2,17,704390000
61.25,1,1,4,36,1,9.37,17,346430000
127.93,5,2,5,20,1,10.96,15,863650000
176.65,6,3,2,9,1,16.24,5,713420000
188.2,6,3,4,14,1,13.12,17,927290000
153.6,4,2,4,34,1,14.47,15,847770000
148.17,4,2,2,19,1,8.58,6,572140000
69.85,3,1,2,3,0,13.14,4,384810000
141.08,5,2,6,27,1,8.69,19,1032470000
124.68,3,1,4,16,0,10.52,1,640340000
55.92,2,1,4,36,0,10.88,19,309760000
202.53,5,4,4,7,1,9.38,6,918590000
117.74,3,2,4,38,0,12.74,14,518730000
100.07,4,2,6,28,0,7.34,4,622680000
45.4,1,1,4,24,0,8.3,17,392170000
184.11,6,3,4,18,2,14.73,12,905330000
87.83,2,2,4,11,0,14.37,4,497360000
69.85,2,2,3,21,1,10.73,13,421020000
168.28,5,3,3,32,1,11.28,2,721000000
39.15,1,1,4,34,0,13.52,13,273180000
94.15,2,2,2,8,0,10.33,7,342140000
189.44,5,3,4,15,1,8.7,4,770050000
110.27,3,2,4,28,1,10.16,3,529800000
187.31,5,3,4,10,1,13.86,17,941730000
129.07,4,2,5,36,2,11.17,10,672280000
138.01,4,2,5,17,1,5.92,13,761610000
117.87,3,2,4,12,0,12.06,16,653540000
86.24,1,2,6,19,0,6.31,4,571750000
148.43,4,2,6,13,1,10.4,15,902850000
156.7,4,3,6,20,1,14.05,5,970230000
100.16,2,2,3,5,0,14.64,20,422150000
184.05,5,3,2,33,2,12.61,6,674820000
133.26,3,2,6,30,1,3.36,11,978940000
168.37,5,3,3,1,1,7.83,17,835830000
103.2,3,2,4,11,0,16.7,11,623180000
144.82,3,3,4,5,1,8.94,15,898010000
121.14,4,2,2,21,1,8.91,11,456340000
38.18,2,1,5,18,0,12.13,7,319560000
152.49,5,3,3,7,1,19.17,15,686760000
107.41,2,2,4,23,0,12.1,4,634640000
42.4,1,1,3,21,0,6.47,15,342840000
178.27,4,3,6,14,2,5.44,3,1134880000
63.16,1,2,3,4,1,12.48,2,456490000
39.03,1,1,5,26,1,6.63,11,241980000
126.26,4,2,4,7,1,7.77,16,669130000
178.55,4,3,2,6,1,16.57,4,716440000
48.72,1,2,5,29,0,7.2,19,485170000
74.46,2,2,5,28,1,13.59,6,457350000
75.52,2,2,4,8,0,13.73,2,364750000
70.06,2,2,5,28,0,5.2,13,343080000
167.77,5,3,4,40,1,8.66,9,930800000
148.12,4,2,5,10,1,6.56,15,870660000
47.74,2,1,3,17,0,17.47,16,202210000
205.96,5,3,2,7,1,17.23,1,720620000
144.07,4,3,3,26,1,15.22,13,876940000
107.6,3,2,4,28,1,11.37,10,638910000
184.36,5,3,4,3,1,11.98,12,896050000
174.53,5,3,5,24,1,2.05,5,1012490000
76.88,2,1,3,17,0,9.99,15,440990000
95.48,3,2,3,6,0,25.85,14,478400000
114.49,2,2,3,16,1,14.56,10,436850000
138.08,4,2,2,38,1,7.81,9,498140000
62.22,1,2,5,9,0,7.47,5,431760000
94.35,1,2,3,7,0,4.66,19,394960000
116.52,3,3,3,36,0,19.51,18,525300000
145.05,3,2,5,39,1,6.09,1,646020000
161.32,5,3,2,22,2,14.19,13,660470000
100.38,3,2,4,6,1,3.17,15,663030000
79.77,3,2,5,21,0,7.84,19,491140000
183.61,5,3,3,17,3,7.26,2,912130000
161.62,4,3,3,7,1,12.4,7,619550000
153.55,5,2,4,13,2,15.84,17,641470000
88.19,3,1,3,4,1,14.25,4,551600000
80.4,2,1,5,10,1,14.99,15,397470000
59.89,1,1,5,20,1,5.4,9,422540000
117.11,3,2,4,22,1,10.47,16,604490000
62.09,2,2,4,5,0,6.88,5,328690000
79.7,1,2,5,17,0,10.18,7,495580000
146.98,5,2,2,14,1,14.54,20,708900000
121.86,3,3,4,23,1,14.73,12,713210000
155.68,3,2,3,15,1,11.67,18,758980000
200.17,6,4,2,27,2,13.46,15,747150000
99.08,2,2,3,34,0,9.62,1,477120000
203.73,6,3,3,27,3,15.42,3,1048820000
126.12,3,1,5,15,1,8.95,16,744830000
177.98,5,3,4,12,2,10.78,16,1119720000
144.59,5,2,6,21,1,2.61,16,868140000
156.07,4,2,2,11,1,7.51,6,628560000
46.76,1,1,4,10,0,6.72,2,262360000
68.47,1,1,3,20,0,17.46,7,306040000
126.77,4,1,4,8,1,7.47,7,721330000
55.94,2,1,5,19,0,10.3,16,431310000
171.77,5,2,4,20,1,8.27,11,795890000
69.44,1,1,3,33,1,10.17,8,440140000
132.25,4,2,4,31,1,2.05,13,716860000
169.67,5,3,4,19,1,14.6,15,790300000
162.87,4,3,4,4,1,4.55,14,751620000
71.76,2,2,3,14,0,6.63,9,264220000
209.44,5,3,6,27,2,4.56,2,1154740000
95.07,2,2,3,7,2,7.18,3,631190000
53.37,1,1,3,17,0,8.14,9,263140000
49.91,1,1,3,37,0,16.63,1,112120000
152.66,3,4,2,30,2,14.93,1,762990000
81.72,3,2,4,17,0,0.68,11,449730000
68.31,2,1,3,20,0,10.83,17,396320000
142.79,4,3,4,30,2,2.17,19,892190000
74.93,2,1,4,20,0,14.68,16,440070000
65.6,2,2,6,12,0,10.6,13,670940000
187.27,5,3,4,33,1,12.59,19,750420000
149.85,4,3,2,27,0,13.91,19,609890000
185.83,5,3,5,38,1,9.68,18,1125530000
65.93,2,1,3,15,1,11.61,9,664350000
150.03,4,2,5,9,0,11.36,17,924570000
60.35,1,1,3,8,0,8.26,8,254430000
58.26,2,1,4,28,0,7.95,16,477640000
145.43,3,2,5,8,1,6.97,7,874390000
172.45,5,3,4,24,1,10.6,12,904020000
42.82,1,1,2,37,0,15.43,7,136350000
202.38,5,3,4,23,2,13.69,11,916660000
157.58,4,3,4,11,1,10.64,5,844050000
168.89,4,2,4,14,0,13.8,7,728030000
119.66,3,2,4,24,0,6.32,20,643740000
195.33,4,3,5,24,1,9.64,1,1003840000
125.08,3,3,5,29,0,11.83,14,652740000
188.44,5,3,5,23,2,14.39,19,1171840000
138.39,5,3,3,9,1,14.64,15,590880000
204.16,6,4,4,17,2,7.16,19,1026080000
117.4,3,3,5,6,0,4.57,14,562790000
106.82,3,2,4,6,0,16.03,14,629000000
176.71,5,3,4,10,2,7.39,4,912440000
184.38,4,3,4,21,2,5.41,12,1071620000
143.61,3,1,3,30,1,16.68,12,625940000
146.57,4,4,3,7,1,18.81,5,669200000
136.33,4,3,3,2,1,8.48,4,616050000
163.58,3,3,4,28,1,11.39,11,840660000
111.09,4,2,5,4,1,11.39,9,595630000
76.72,1,2,3,5,1,14.53,4,389480000
186.81,5,3,5,25,1,3.84,12,1062340000
43.17,1,1,4,36,0,16.53,15,300490000
52.47,2,1,3,31,0,19.67,7,156960000
173.49,5,2,6,17,1,8.31,11,990700000
97.42,3,2,3,2,1,9.84,20,666920000
171.28,5,2,5,11,1,5.03,4,1086560000
199.04,6,3,5,12,1,10.72,8,1122440000
79.41,2,1,3,4,0,6.64,12,498170000
152.48,4,3,4,40,1,16.56,12,571290000
140.13,4,2,4,33,1,11.22,12,679330000
116.47,3,3,4,24,1,14.62,19,568020000
42.1,2,1,3,24,0,9.91,3,301090000
191.7,5,3,3,1,1,16.55,10,800530000
117.76,3,3,3,16,1,13.19,3,475090000
144.69,4,3,3,10,0,12.03,18,648750000
149.94,4,2,3,16,2,13.53,8,642920000
109.87,3,2,3,27,1,9.0,13,479740000
196.96,5,3,6,27,2,10.71,10,1177350000
69.23,2,2,4,4,0,11.03,14,301710000
140.92,4,2,4,34,1,8.16,1,653920000
64.26,3,1,6,13,0,4.69,20,398070000
92.84,3,2,3,39,0,7.57,4,517530000
63.94,2,1,5,22,0,14.14,3,330130000
45.94,1,1,3,14,0,11.45,11,296110000
82.89,3,2,5,38,1,10.87,18,489780000
136.07,2,2,5,34,1,12.21,14,652490000
206.8,6,3,5,18,2,7.31,6,1028680000
200.3,5,3,3,11,1,11.32,7,741350000
157.91,4,2,6,23,1,7.93,16,877640000
85.68,3,1,3,9,0,11.66,7,470340000
72.27,2,1,4,21,1,11.24,20,522430000
70.49,3,2,4,0,1,16.03,13,514420000
42.22,1,1,3,29,0,15.75,7,303880000
120.27,3,3,5,36,1,13.19,14,538670000
120.47,3,2,4,23,1,14.73,13,658000000
64.59,1,1,2,10,1,15.94,2,173260000
41.56,1,1,2,23,0,21.25,8,132360000
117.57,3,2,3,15,1,18.17,15,522970000
65.59,1,1,3,17,0,13.94,14,164300000
154.79,6,3,4,7,2,12.73,4,876500000
102.35,3,3,5,18,1,10.64,12,731050000
176.26,5,3,2,34,1,6.84,1,605470000
93.55,3,1,3,1,1,10.67,3,337620000
50.64,2,1,4,26,0,8.7,18,352920000
161.38,3,3,4,39,2,12.28,1,770880000
181.36,4,3,3,37,2,15.22,20,674850000
160.42,5,3,4,32,1,18.48,15,704470000
115.69,3,2,3,13,1,6.36,20,544260000
200.67,6,3,6,33,2,11.63,7,1249320000
84.76,2,2,3,1,0,14.74,20,312110000
38.91,1,1,4,21,0,4.2,4,314910000
91.9,3,2,3,40,0,9.22,15,289870000
41.64,1,1,5,23,0,5.04,7,289040000
49.18,2,1,6,32,0,7.83,16,351760000
106.44,3,1,3,33,0,10.96,2,438340000
39.47,2,1,3,23,0,16.31,8,316870000
107.63,2,3,3,8,0,12.88,18,325060000
144.44,4,3,5,39,1,11.38,2,779440000
38.72,1,1,5,30,0,14.23,3,228790000
150.87,4,3,5,27,2,6.27,6,845710000
61.24,2,2,4,23,0,7.83,16,342810000
161.33,4,3,4,7,1,14.96,12,807070000
169.24,5,3,4,10,1,2.86,8,883920000
82.57,3,1,5,14,0,6.16,17,423550000
46.89,1,1,4,37,0,12.64,5,150040000
130.82,3,2,5,17,0,11.16,10,743430000
141.71,4,3,3,36,1,16.15,19,600600000
86.12,2,2,6,28,0,4.86,1,532660000
195.84,5,4,5,7,1,14.25,6,1015010000
180.31,4,3,3,32,2,11.83,2,863080000
204.81,6,3,5,22,1,14.38,6,860200000
111.41,3,2,4,8,0,14.21,19,545990000
176.94,6,2,4,9,1,9.29,3,796200000
109.14,3,2,3,10,1,16.55,6,404280000
189.32,5,3,4,23,2,9.42,7,899010000
112.94,3,2,4,33,1,11.66,16,671390000
196.12,6,4,3,38,2,4.18,16,894700000
63.28,1,1,3,2,0,9.21,6,229700000
150.66,4,2,4,7,1,10.36,2,827000000
117.53,4,2,4,4,1,10.3,7,629840000
133.39,3,2,3,27,1,11.04,16,599650000
44.16,1,1,5,25,0,8.54,1,275580000
131.15,3,2,4,39,0,12.51,19,594520000
145.37,4,3,3,33,1,14.0,15,685000000
181.88,5,4,4,36,1,10.21,15,977320000
121.86,3,3,3,38,1,13.46,8,584800000
47.75,2,1,4,37,0,11.91,6,252500000
91.39,1,2,4,6,1,9.6,8,576370000
47.04,2,1,3,25,0,8.21,14,408270000
62.25,1,1,4,31,0,10.21,13,302680000
82.27,1,2,4,20,0,12.06,14,462990000
103.13,2,1,3,14,0,9.85,2,477750000
59.99,2,1,5,10,0,13.06,3,464440000
191.56,6,3,3,21,0,12.66,2,907330000
157.25,4,3,4,28,1,12.72,10,865420000
203.48,6,3,3,17,2,15.52,17,977450000
166.97,5,3,3,2,1,14.68,18,791030000
140.48,4,2,4,3,1,19.23,9,706290000
122.89,4,3,3,25,1,19.71,7,552100000
152.2,5,3,2,6,1,14.42,4,668580000
59.53,1,1,5,38,0,11.01,1,316300000
56.1,2,1,5,26,0,13.96,6,390650000
81.2,2,1,4,11,1,12.76,15,384910000
91.29,3,1,3,25,1,13.47,9,455930000
101.68,3,2,5,36,0,3.99,1,566270000
112.74,4,1,4,3,1,11.72,4,552630000
154.95,4,3,3,23,2,12.98,6,688530000
207.94,6,3,5,29,1,10.7,9,896860000
131.03,4,2,2,1,1,12.74,17,550890000
169.26,4,3,4,23,1,10.82,4,614390000
168.4,5,2,4,17,1,0.91,11,955710000
144.75,3,2,4,8,1,7.17,4,813900000
183.75,4,4,4,26,2,9.47,5,832520000
70.26,1,1,3,5,0,16.74,5,277230000
146.26,4,3,5,6,1,10.4,3,800790000
175.93,5,3,4,25,2,9.18,14,1016590000
130.67,3,2,2,14,1,11.15,14,632450000
146.23,4,3,2,37,1,9.86,4,555390000
108.15,4,2,4,38,1,12.75,14,567160000
53.18,2,1,4,23,0,14.88,1,164930000
137.4,5,2,5,6,0,11.65,9,616700000
83.21,2,1,6,16,1,11.12,7,608680000
121.27,3,2,2,21,1,14.03,3,540450000
111.25,2,2,4,8,1,10.58,16,554060000
198.56,6,3,3,36,2,14.43,12,774590000
207.13,5,3,3,5,2,6.36,5,990010000
55.34,2,1,5,36,0,12.73,12,300300000
151.55,4,3,3,12,2,15.11,18,703700000
52.86,2,1,3,25,0,14.8,4,134060000
122.67,3,3,4,34,1,9.96,10,489360000
151.55,5,2,4,37,1,12.68,9,777770000
104.89,2,3,5,11,1,10.17,3,548610000
77.67,3,1,2,8,0,3.66,17,514240000
103.24,3,1,5,32,0,10.64,16,495090000
78.35,1,1,6,31,0,9.95,20,583550000
106.28,3,3,5,9,0,10.0,13,819670000
64.15,2,1,4,39,0,12.78,15,329630000
132.38,3,3,2,2,2,19.37,20,583950000
156.56,4,3,5,34,1,0.5,16,925570000
126.38,3,2,3,21,1,7.13,18,500840000
83.63,2,1,2,4,0,16.6,9,442970000
40.31,2,1,4,39,0,13.18,14,270610000
78.37,1,2,5,18,1,10.58,7,384520000
128.24,4,2,4,13,1,8.07,13,642240000
157.76,5,3,3,26,2,7.41,16,920600000
180.96,4,3,2,19,1,1.34,6,774540000
208.81,5,3,4,21,2,5.97,16,1074920000
78.95,3,1,3,35,0,16.89,13,297670000
99.62,3,2,4,2,1,8.44,19,653990000
124.07,4,2,5,24,0,9.31,3,629220000
100.56,3,2,4,39,1,16.72,9,574050000
172.14,5,3,4,25,1,13.16,2,853060000
73.59,2,2,5,1,0,7.74,12,385490000
125.02,3,3,3,37,1,16.78,13,507860000
97.65,3,2,5,28,1,7.06,8,610010000
116.72,4,2,3,33,0,11.36,20,469140000
179.45,5,3,4,18,0,11.0,11,772270000
148.36,4,3,4,36,2,6.14,13,899600000
141.12,4,2,6,33,0,6.19,14,786820000
161.68,5,3,4,11,2,13.34,20,756030000
67.44,1,1,4,7,0,8.87,16,362650000
103.72,2,2,4,38,0,12.95,6,562920000
153.28,4,3,6,6,1,12.49,18,867520000
129.75,4,2,3,21,1,14.75,10,499920000
116.35,3,2,4,8,1,15.14,14,652720000
174.91,6,3,3,33,2,16.73,14,617690000
112.89,3,2,4,1,0,7.15,17,628800000
92.89,3,2,2,7,0,10.93,16,348190000
143.68,3,3,2,38,1,17.1,16,513890000
125.61,5,2,3,32,0,8.3,17,567130000
138.43,4,3,4,29,0,16.63,8,479340000
117.65,2,1,2,20,1,6.98,20,611010000
101.82,3,2,4,13,1,12.35,1,461590000
145.87,4,2,5,16,1,10.66,19,984660000
66.67,1,1,4,26,0,8.25,3,306360000
44.08,1,1,3,7,0,13.45,12,196390000
142.6,3,2,4,39,0,12.29,17,613760000
147.59,3,3,5,30,1,6.42,11,874830000
196.24,6,3,3,35,1,12.98,2,805960000
59.1,2,1,3,21,1,6.7,17,217020000
56.75,1,2,3,10,0,13.03,11,238830000
190.83,5,3,4,5,2,10.94,11,1045000000
192.79,6,3,3,29,1,6.72,14,857360000
119.75,2,3,2,27,0,18.06,6,477570000
79.54,2,2,5,1,1,6.17,16,543900000
105.24,2,2,4,3,0,13.24,13,574070000
206.57,5,3,5,13,1,14.55,11,1176850000
110.57,3,2,4,18,0,7.45,20,556980000
184.48,5,4,3,40,1,15.49,18,697080000
85.93,2,1,4,9,1,16.36,18,541940000
112.11,3,1,4,3,0,8.74,6,609850000
67.14,2,2,3,35,0,17.86,4,287950000
51.52,2,2,4,33,0,5.4,9,322130000
114.95,2,2,5,8,1,1.21,11,785650000
138.17,4,2,3,15,1,7.46,9,760950000
122.68,3,3,6,30,0,15.3,7,585250000
111.42,4,2,4,17,0,10.93,4,697100000
51.02,1,1,4,11,0,3.18,13,271870000
168.87,5,3,4,28,2,14.48,13,714350000
64.57,2,1,4,17,0,11.04,17,421200000
82.48,2,1,5,34,1,8.75,2,530300000
64.55,1,2,2,27,0,8.08,4,171920000
68.29,2,1,4,1,0,15.46,18,384080000
55.02,1,2,3,10,0,21.34,16,201660000
110.91,3,2,6,21,1,13.41,1,651660000
47.49,1,1,3,18,0,12.49,1,222340000
193.2,6,3,2,38,1,15.7,11,686830000
199.93,6,3,2,35,3,13.34,15,647120000
51.3,1,1,6,38,0,6.02,19,425240000
137.52,3,3,4,14,1,7.82,9,556620000
193.41,5,3,5,4,1,9.75,20,1070150000
203.64,5,3,5,24,1,12.2,17,1142900000
67.45,2,1,6,15,0,5.11,1,432160000
205.98,5,3,6,19,2,8.61,12,1300310000
199.72,5,3,4,11,2,13.33,8,778740000
195.97,6,3,3,4,2,12.97,8,750830000
94.8,3,1,6,15,0,14.16,13,560390000
117.71,4,2,4,8,1,2.19,15,612070000
157.73,5,2,5,26,1,8.45,11,834540000
134.79,4,2,5,4,1,9.94,11,780270000
208.64,6,3,3,19,2,15.31,13,904390000
74.24,2,1,4,32,0,13.1,12,386130000
116.44,3,2,3,5,1,8.92,1,570660000
73.4,1,2,2,25,0,14.25,1,265100000
141.5,4,3,4,20,0,5.29,16,695940000
120.62,4,2,4,25,0,11.24,12,633970000
53.47,2,1,4,33,0,10.4,8,206180000
206.72,5,4,5,19,2,14.63,15,1171460000
178.55,4,3,3,40,1,14.6,15,814660000
52.11,1,1,3,36,0,14.84,15,238840000
73.01,1,1,5,32,0,11.27,10,420010000
149.83,3,3,4,40,0,3.26,2,727050000
186.19,5,3,4,29,2,9.6,15,1034750000
181.18,4,3,3,15,2,14.82,14,872930000
103.83,2,3,3,32,1,19.26,12,536300000
39.4,2,1,6,5,1,7.83,17,252440000
195.77,5,4,3,0,2,16.31,13,954670000
162.02,4,4,6,11,1,2.34,14,1016060000
158.67,5,2,2,35,1,14.83,2,600120000
198.78,5,4,3,32,1,18.51,1,906560000
139.75,4,2,3,34,1,10.53,6,531870000
202.38,5,3,4,29,2,14.69,4,1102380000
81.44,2,2,2,23,0,6.56,6,255190000
181.38,5,3,4,39,1,18.41,6,883020000
109.31,3,3,4,15,1,11.93,11,606010000
87.31,1,1,4,18,1,12.56,1,623660000
89.21,3,1,6,26,0,4.07,4,602880000
85.21,1,2,4,1,0,13.64,13,336090000
141.39,4,2,5,10,2,5.51,5,856130000
125.61,2,3,3,20,1,17.26,15,557660000
127.77,3,2,3,1,0,10.98,19,498680000
85.13,2,2,5,5,0,4.71,8,525540000
114.86,2,3,2,34,1,17.18,18,416140000
99.62,3,1,2,36,0,13.79,2,450380000
52.99,1,1,6,25,0,12.38,17,404340000
62.18,1,2,3,30,0,14.62,14,387670000
190.24,5,2,4,33,1,12.18,19,778180000
40.97,2,1,4,39,0,11.74,10,230580000
165.66,5,3,4,29,2,8.5,19,870390000
203.27,6,3,5,31,2,13.3,1,1061170000
87.52,3,2,3,9,0,2.29,7,421060000
142.28,4,2,2,17,1,15.9,8,561990000
137.12,3,3,2,30,1,19.66,12,416310000
108.68,3,2,5,7,0,14.1,4,606230000
88.16,3,2,3,22,0,12.85,4,538820000
48.85,1,1,5,25,0,12.97,11,386180000
182.21,5,3,4,28,1,9.85,13,970730000
195.09,6,4,5,1,2,11.12,8,1055870000
135.76,4,2,3,29,1,16.45,9,595600000
177.71,4,3,3,4,2,13.17,14,805080000
187.01,6,4,4,40,1,17.76,3,654850000
208.3,5,4,4,15,2,12.26,3,945550000
173.86,5,2,5,40,2,4.62,3,872170000
60.67,1,1,4,24,0,18.29,2,128670000
136.56,4,3,2,8,2,9.93,18,660870000
146.71,4,2,4,15,1,9.82,7,850520000
100.94,2,2,2,6,0,9.54,2,418810000
148.71,5,3,3,2,2,16.9,9,766160000
42.03,1,1,4,30,0,14.51,4,335560000
171.17,4,4,3,11,1,10.74,1,746210000
50.29,2,1,2,3,0,15.2,15,184160000
196.76,5,3,4,0,2,8.58,12,1145680000
190.3,6,3,3,33,1,13.95,5,903440000
42.79,1,1,4,13,0,15.43,8,319670000
61.29,2,1,4,0,0,17.66,20,266620000
63.05,1,1,3,27,0,9.65,19,444220000
127.28,4,2,5,12,1,1.06,20,901300000
126.88,3,3,3,26,1,14.32,6,545940000
85.98,2,1,3,9,0,4.35,10,450970000
78.05,3,1,5,29,0,8.86,3,440340000
155.07,4,2,3,9,0,18.93,4,761350000
89.99,2,2,3,23,0,8.87,11,570230000
103.86,4,2,2,39,0,13.08,2,511850000
124.84,4,3,4,20,2,12.52,2,592370000
72.63,1,2,3,12,0,17.25,14,352380000
39.99,1,1,3,25,0,11.38,2,89370000
72.19,2,1,4,30,0,13.82,2,279300000
114.26,3,2,3,12,0,11.06,14,490390000
105.15,3,2,2,40,1,20.06,17,350490000
53.24,1,1,4,22,0,8.91,20,392520000
43.88,1,1,3,34,0,18.79,15,297200000
57.6,2,2,3,39,0,5.87,4,306950000
115.08,4,2,5,34,1,12.47,4,530780000
59.01,1,2,3,29,0,19.44,6,239030000
137.26,4,3,3,18,1,12.4,8,631890000
168.01,4,2,5,9,2,9.42,10,1092090000
188.32,5,3,3,20,2,7.4,14,902560000
131.37,3,2,6,40,1,12.05,14,807520000
173.19,5,4,3,16,1,13.77,12,745460000
133.22,5,3,5,30,0,9.52,13,771910000
40.84,2,1,4,24,0,13.44,19,395910000
130.25,4,2,3,27,2,14.76,16,657680000
57.91,2,1,4,0,1,11.49,7,372980000
142.61,4,2,3,37,1,12.21,16,564820000
162.48,5,2,4,38,1,11.17,5,798170000
204.64,4,3,4,5,1,19.19,9,1071090000
83.43,1,1,4,35,0,9.41,11,401220000
185.11,5,3,3,31,1,11.62,4,730250000
92.1,3,2,3,25,1,12.82,9,501230000
177.75,5,3,5,22,1,13.49,15,1029520000
170.66,4,4,2,13,2,11.07,8,718990000
39.38,1,1,3,40,0,11.15,17,80000000
158.84,5,3,5,31,1,18.17,6,805360000
176.71,4,2,2,13,2,18.1,5,619710000
77.36,2,1,4,6,0,13.52,11,579580000
205.78,6,3,3,28,2,13.08,20,757780000
134.68,3,2,4,35,1,15.77,10,607450000
191.43,5,3,3,19,1,10.8,7,863180000
168.25,4,2,2,16,1,11.13,6,701420000
180.1,5,3,4,25,2,14.2,18,894680000
64.75,2,2,5,23,0,12.94,3,406550000
67.32,2,2,4,29,0,8.79,9,361080000
168.42,4,3,4,8,1,16.04,1,892010000
86.46,3,2,5,21,0,8.75,5,510450000
76.9,2,1,5,6,1,12.77,7,591400000
90.73,2,1,4,29,0,14.85,18,433910000
200.89,6,4,6,13,3,4.41,6,1349530000
108.2,3,3,2,34,1,21.16,1,331410000
54.77,1,1,4,11,1,8.37,1,234910000
139.49,4,3,4,8,1,11.1,9,707920000
147.87,4,2,6,21,1,6.43,16,871690000
47.61,2,1,5,2,0,10.18,5,364620000
91.62,2,3,3,0,0,8.44,2,472450000
150.41,4,2,5,22,2,11.13,1,795950000
42.64,1,2,4,38,0,13.59,12,309230000
69.06,2,1,3,1,0,15.45,6,320800000
73.41,1,2,2,9,0,11.74,3,475610000
184.58,5,3,3,0,2,8.51,18,818830000
75.94,2,1,4,34,0,10.58,18,349760000
90.79,2,2,5,32,1,6.89,9,557770000
62.5,2,1,5,31,0,8.25,2,264830000
87.59,4,2,3,11,0,16.67,10,331120000
147.11,3,2,3,7,2,6.16,4,754440000
208.51,6,3,3,23,2,13.53,19,865030000
74.22,2,2,3,10,0,17.19,5,270590000
158.65,5,3,4,8,2,7.01,15,771260000
97.43,2,3,4,18,0,12.82,9,416060000
50.53,1,1,5,26,0,7.96,7,343930000
156.49,5,2,6,12,2,9.64,8,1046730000
115.63,3,2,4,35,1,11.0,6,592330000
156.18,4,2,4,4,2,11.78,9,882090000
49.96,1,1,2,25,0,9.57,1,135000000
202.93,6,4,3,8,1,10.93,4,837760000
185.85,5,3,3,26,1,10.26,13,692330000
69.12,2,1,4,7,0,2.41,11,390790000
95.36,3,2,3,4,1,11.13,8,554980000
125.28,4,2,4,39,1,12.49,4,580620000
61.42,1,1,3,39,0,11.24,4,379680000
148.38,4,2,4,26,1,12.92,12,802030000
66.99,2,2,3,2,1,7.75,20,322500000
168.02,5,3,3,16,1,6.84,15,825040000
101.68,3,2,4,25,0,4.69,10,392420000
161.13,5,2,2,16,1,17.58,3,574390000
155.36,4,2,4,7,2,11.36,16,836000000
186.82,5,3,4,31,1,7.84,3,927730000
144.92,3,3,3,40,0,15.78,3,505840000
118.19,4,2,4,24,1,1.54,7,637680000
198.99,5,4,5,36,1,15.26,14,1014930000
53.91,1,1,3,1,0,7.21,2,342800000
55.05,1,2,6,8,0,0.5,18,677720000
207.98,6,4,4,7,1,3.66,4,1101310000
167.25,4,3,5,4,2,11.58,8,918910000
39.75,1,1,5,26,0,8.58,17,344080000
81.73,3,1,4,9,1,13.66,16,345590000
122.31,3,2,5,26,0,8.65,5,715450000
45.94,1,1,3,37,0,9.9,12,194460000
181.82,5,3,2,32,2,12.63,16,873550000
196.83,6,3,4,1,1,9.0,6,1009090000
143.64,4,1,3,40,0,10.6,12,629680000
130.04,4,2,3,35,1,10.3,9,552830000
198.38,5,3,6,35,2,1.84,8,1080050000
145.38,5,3,4,16,1,10.33,6,834530000
139.75,3,3,2,2,1,15.41,16,561630000
121.67,3,4,3,40,1,10.49,6,609810000
123.06,3,2,3,17,0,11.38,19,413640000
158.0,4,3,3,7,0,13.3,10,581560000
135.6,4,2,6,23,1,13.8,15,850330000
130.35,4,2,4,33,1,9.93,7,657010000
124.56,4,3,3,40,1,15.64,7,534550000
141.01,3,3,3,40,0,8.91,13,672550000
74.33,1,2,4,15,0,13.18,11,476270000
136.51,3,3,5,19,1,12.69,17,736520000
167.08,5,3,2,6,1,21.53,8,559390000
166.68,4,3,2,35,2,18.68,8,572120000
